id,name__en,name,wikipedia__en,image,gender,identifier__ISNI,identifier__VIAF,identifier__GND,identifier__LCAuth,identifier__SUDOC,birth_date,death_date,identifier__freebase,given_name,identifier__NTA,identifier__Oxforddnb,identifier__Munzinger,family_name,identifier__MusicBrainz,name__de,name__es,name__fr,name__hi,name__id,name__io,name__ja,name__jv,name__ko,name__ms,name__oc,name__pt,name__ru,name__sv,name__th,name__zh,name__de_ch,name__en_ca,name__en_gb,name__pt_br,name__ca,name__ta,name__it,name__uk,name__nb,name__da,name__nn,name__nl,name__fa,wikipedia__de,wikipedia__es,wikipedia__fa,wikipedia__fr,wikipedia__hi,wikipedia__id,wikipedia__io,wikipedia__it,wikipedia__ja,wikipedia__jv,wikipedia__ko,wikipedia__ms,wikipedia__oc,wikipedia__pt,wikipedia__ru,wikipedia__sv,wikipedia__ta,wikipedia__th,wikipedia__uk,wikipedia__zh,original_wikiname,name__zh_hans,name__zh_hant,name__zh_hk,name__zh_cn,name__zh_sg,name__zh_tw,name__pl,name__ml,name__vi,name__sh,name__bcl,name__ar,name__tr,name__fi,name__tl,name__min,name__az,name__bn,wikipedia__ar,wikipedia__az,wikipedia__bcl,wikipedia__bn,wikipedia__commons,wikipedia__da,wikipedia__fi,wikipedia__min,wikipedia__ml,wikipedia__no,wikipedia__pl,wikipedia__sh,wikipedia__tl,wikipedia__tr,wikipedia__vi,identifier__BNF,identifier__CANTIC,twitter,wikipedia__nl,identifier__FIFA,occupation,name__cy,name__hu,website,facebook,identifier__FAST,name__nds,name__vmf,name__eu,name__my,wikipedia__eu,wikipedia__my,identifier__Britannica,identifier__google_knowledge,wikipedia__enwikiquote,name__ky,wikipedia__ky,identifier__NLAtrove,name__br,name__co,name__ro,name__ty,name__sco,name__pa,wikipedia__pa,wikipedia__sco,wikipedia__simple,name__cs,identifier__bigenc_ru,identifier__snac,identifier__quora,name__qu,name__et,name__eo,name__is,name__hak,name__mk,name__be_tarask,name__ne,name__kk_arab,name__kk_cn,name__kk_tr,name__kk_kz,name__kk_cyrl,name__kk_latn,name__nan,name__be,name__he,name__lv,name__li,name__yue,name__sa,name__war,name__bg,name__mr,name__km,name__kk,name__sr,name__new,name__si,name__la,name__mg,name__lzh,name__pnb,name__wuu,name__yi,name__ur,name__ba,name__ka,name__sd,name__tt,name__vo,name__hy,name__lb,name__lo,name__mn,name__te,name__gu,name__gl,name__ast,name__el,name__kn,name__zh_mo,name__zh_my,wikipedia__arwikiquote,wikipedia__ast,wikipedia__ba,wikipedia__be_x_old,wikipedia__be,wikipedia__bg,wikipedia__ca,wikipedia__cs,wikipedia__cy,wikipedia__dewikiquote,wikipedia__el,wikipedia__enwikinews,wikipedia__eo,wikipedia__et,wikipedia__gu,wikipedia__hak,wikipedia__he,wikipedia__hu,wikipedia__hy,wikipedia__is,wikipedia__ka,wikipedia__kk,wikipedia__km,wikipedia__kn,wikipedia__la,wikipedia__lb,wikipedia__li,wikipedia__lo,wikipedia__lv,wikipedia__mg,wikipedia__mk,wikipedia__mn,wikipedia__mr,wikipedia__ne,wikipedia__new,wikipedia__nn,wikipedia__nnwikiquote,wikipedia__plwikiquote,wikipedia__pnb,wikipedia__qu,wikipedia__ro,wikipedia__ruwikinews,wikipedia__ruwikiquote,wikipedia__sa,wikipedia__sd,wikipedia__sr,wikipedia__te,wikipedia__thwikiquote,wikipedia__tt,wikipedia__ukwikiquote,wikipedia__ur,wikipedia__vo,wikipedia__war,wikipedia__wuu,wikipedia__yi,wikipedia__zh_classical,wikipedia__zh_min_nan,wikipedia__zh_yue,wikipedia__zhwikiquote,identifier__IMDB,identifier__NDL,identifier__NNDB,identifier__wikitree,identifier__CSPAN,name__sk,name__yo,name__lt,name__ckb,name__fo,name__kl,name__uz,wikipedia__ckb,wikipedia__eowikinews,wikipedia__lt,wikipedia__uz,wikipedia__yo,identifier__OLID,name__lmo,identifier__ioc_athlete,identifier__NLA,identifier__NPG,identifier__britishmuseum,identifier__NLI,instagram,wikipedia__si,identifier__GTAA,wikipedia__itwikiquote,name__so,name__bs,name__ace,wikipedia__ace,wikipedia__bswikiquote,wikipedia__so,wikipedia__trwikiquote,identifier__nyt_topic,wikipedia__gl
Q10909916,"Kamarul Bahrin Abbas","Kamarul Bahrin Abbas","Kamarul Baharin Abbas",,male,,,,,,1947-06-12,,,,,,,,,"Kamarul Bahrin Abbas",,,,"Kamarul Bahrin Abbas",,,,,"Kamarul Bahrin Abbas",,,,"Kamarul Bahrin Abbas",,"卡玛鲁",,,,,,,,,"Kamarul Bahrin Abbas","Kamarul Bahrin Abbas","Kamarul Bahrin Abbas","Kamarul Bahrin Abbas",,,,,,,"Kamarul Bahrin Abbas",,,,,,"Kamarul Bahrin Abbas",,,,,,,,"卡玛鲁","Kamarul Bahrin Abbas",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q10918522,"Liew Chin Tong","Liew Chin Tong","Liew Chin Tong",,male,,103455111,,,,1977-11-27,,/m/09v6rsm,,,,,Liu,,"Liew Chin Tong","Liew Chin Tong","Liew Chin Tong",,"Liew Chin Tong",,,,,"Liew Chin Tong",,,,"Liew Chin Tong",,"刘镇东",,,,,,,,,"Liew Chin Tong","Liew Chin Tong","Liew Chin Tong","Liew Chin Tong",,,,,,,"Liew Chin Tong",,,,,,"Liew Chin Tong",,,,,,,,"刘镇东","Liew Chin Tong",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,"Liew Chin Tong",http://www.en.liewchintong.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q10943714,"William Nyallau Badak","William Nyallau Badak","William Nyallau Badak",,male,,,,,,1950-07-22,,,William,,,,,,"William Nyallau Badak",,"William Nyallau Badak",,"William Nyallau Badak",,,,,"William @ Nyallau Anak Badak",,,,"William @ Nyallau Anak Badak",,"威廉耶劳巴达",,,,,,,,,"William @ Nyallau Anak Badak","William @ Nyallau Anak Badak","William @ Nyallau Anak Badak","William Nyallau Badak",,,,,,,"William Nyallau Badak",,,,,,"William @ Nyallau Anak Badak",,,,,,,,"威廉耶劳巴达","William Nyallau Badak",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q11064479,"Leo Michael Toyad","Leo Michael Toyad","Leo Michael Toyad",,male,,,,,,1950-04-11,,/m/0bs6cpn,Leo,,,,,,"Leo Michael Toyad",,"Leo Michael Toyad",,"Leo Michael Toyad",,,,,"Leo Michael Toyad",,,,"Leo Michael Toyad",,"廖麦克",,,,,,,,,"Leo Michael Toyad","Leo Michael Toyad","Leo Michael Toyad","Leo Michael Toyad",,,,,,,"Leo Michael Toyad",,,,,,"Leo Michael Toyad",,,,,,,,"廖麦克","Leo Michael Toyad",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q11176608,"Ng Yen Yen","Ng Yen Yen","Ng Yen Yen",,female,,,,,,1946-04-06,,,,,,,,,"Ng Yen Yen","Ng Yen Yen","Ng Yen Yen",,"Ng Yen Yen",,,,"응옌옌","Ng Yen Yen",,,,,,"黃燕燕",,,,,,,,,,,,"Ng Yen Yen",,,,,,,"Ng Yen Yen",,,,,"응옌옌","Ng Yen Yen",,,,,,,,"黃燕燕","Ng Yen Yen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,physician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q11668101,"Aishah Ghani","Aishah Ghani","Aishah Ghani",,female,,306001745,,,,1923-12-15,2013-04-19,,,,,,,,"Aishah Ghani",,"Aishah Ghani",,"Aisyah Gani",,,,,"Aishah Ghani",,,,,,,,,,,,,,,,,,"Aishah Ghani",,,,,"Aishah Ghani",,"Aishah Ghani",,,,,,"Aishah Ghani",,,,,,,,,"Aishah Ghani",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,"Aishah Ghani",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q11773336,"Irmohizam Ibrahim","Irmohizam Ibrahim","Irmohizam Ibrahim",,male,,,,,,1976-04-06,,,,,,,,,"Irmohizam Ibrahim",,"Irmohizam Ibrahim",,,,,,,"Irmohizam Ibrahim",,,,,,,,,,,,,,,,,,"Irmohizam Ibrahim",,,,,,,,,,,,,"Irmohizam Ibrahim",,,,,,,,,"Irmohizam Ibrahim",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q11837215,"Ariff Sabri Abdul Aziz","Ariff Sabri Abdul Aziz","Ariff Sabri Abdul Aziz",,male,,,,,,,,,,,,,,,"Ariff Sabri Abdul Aziz",,,,"Ariff Sabri Abdul Aziz",,,,,"Mohd Ariff Sabri Aziz",,,,,,,,,,,,,,,,,,"Ariff Sabri Abdul Aziz",,,,,,,"Ariff Sabri Abdul Aziz",,,,,,"Mohd Ariff Sabri Aziz",,,,,,,,,"Ariff Sabri Abdul Aziz",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q11879080,"Loke Siew Fook","Loke Siew Fook","Loke Siew Fook",,male,,,,,,1976-02-05,,,,,,,,,"Loke Siew Fook","Loke Siew Fook","Loke Siew Fook",,"Loke Siew Fook",,,,,"Loke Siew Fook",,,,,,"陆兆福",,,,,,,,,,,,"Loke Siew Fook",,,,,,,"Loke Siew Fook",,,,,,"Loke Siew Fook",,,,,,,,"陆兆福","Loke Siew Fook",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,"Loke Siew Fook",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12470566,"Abdul Rahim Ishak","Abdul Rahim Ishak","Abdul Rahim Ishak",,male,,,,,,1925-07-25,2001-01-18,,"Abdur Rahim",,,,,,,,"Abdul Rahim Ishak",,"Abdul Rahim Ishak",,,,,,,,,,,,,,,,,,,,,,,"Abdul Rahim Ishak",,,,,,,"Abdul Rahim Ishak",,,,,,,,,,,,,,,"Abdul Rahim Ishak",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12491594,"Khatijah Sidek","Khatijah Sidek","Khadijah Sidek",,female,,17120325,,,,1918,1982,,,,,,,,,,"Khatijah Sidek",,"Khatijah Sidek",,,,,"Khadijah Sidek",,,,,,,,,,,,,,,,,,,,,,,,,"Khatijah Sidek",,,,,,"Khadijah Sidek",,,,,,,,,"Khadijah Sidek",,,,,,,,,,,,,,,,"Khatijah Sidek",,,,,,,,,,"Khatijah Sidek",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OL523181A,,,,,,,,,,,,,,,,,,,
Q1252922,"Mohammad Said Keruak","Mohammad Said Keruak","Mohammad Said Keruak",,male,,,,,,1926-11-15,1995-11-17,,Mohamad,,,,,,"Mohamad Said Keruak",,"Mohamad Said Keruak",,,,"モハマド・サイード・ケラク",,,"Mohamed Said Bin Keruak",,,,,,,,,,,,,,,,,,"Mohamad Said Keruak",,"Mohamad Said Keruak",,,,,,,,,,,"Mohamed Said Bin Keruak",,,,,,,,,"Mohamad Said Keruak",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,/g/120mt4mh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12681878,"Abdul Azeez Abdul Rahim","Abdul Azeez Abdul Rahim","Abdul Azeez Abdul Rahim",https://upload.wikimedia.org/wikipedia/commons/d/dd/Abdul_Azeez_Abdul_Rahim.jpg,male,,,,,,1966-11-19,,,"Abd al-Aziz",,,,,,"Abdul Azeez Abdul Rahim",,"Abdul Azeez Abdul Rahim",,"Abdul Azeez Abdul Rahim",,,,,"Abdul Azeez Abdul Rahim",,,,,,,,,,,,,,,,,,"Abdul Azeez Abdul Rahim",,,,,,,"Abdul Azeez Abdul Rahim",,,,,,"Abdul Azeez Abdul Rahim",,,,,,,,,"Abdul Azeez Abdul Rahim",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12681894,"Abdul Hamid Khan Sakhawat Ali Khan","Abdul Hamid Khan Sakhawat Ali Khan",,,male,,,,,,,,,"Abdul Hamid",,,,,,,,,,,,,,,"Abdul Hamid Khan Sakhawat Ali Khan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Abdul Hamid Khan Sakhawat Ali Khan",,,,,,,,,,,"阿都哈密·汗·薩卡瓦特·阿里·汗",,"阿都哈密·汗·萨卡瓦特·阿里·汗",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12681909,"Abdul Khalid Awang Osman","Abdul Khalid Awang Osman",,,male,,,,,,,,,,,,,,,,,,,,,,,,"Abdul Khalid Awang Osman",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Abdul Khalid Awang Osman",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12682034,"Adenan Satem","Adenan Satem","Adenan Satem",https://upload.wikimedia.org/wikipedia/commons/6/62/Adenan_Satem_during_the_Sejiwa_Sanada_programme_at_Kota_Samarahan.jpg,male,,,,,,1944-01-27,2017-01-11,,,,,,,,"Adenan Satem",,"Adenan Satem",,"Adenan Satem",,"アデナン・サテム",,"아데난 사템","Adenan Hj. Satem",,,"Аденан Сатем",,,"阿德南·沙甸",,,"Adenan Satem",,,,"Adenan Satem",,,,,"Adenan Satem",,,,,,,"Adenan Satem",,"Adenan Satem",,,"아데난 사템","Adenan Satem",,,,,,,,,"Adenan Satem",,,,,,,,,,,,,"Adenan Satem",,,,,,,,,,"Category:Adenan Satem",,,,,,,,,"Adenan Satem",,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,"Adenan Satem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12682110,"Ahmad Abdullah","Ahmad Abdullah",,,male,,,,,,,,,,,,,,,,,,,,,,,,"Ahmad Abdullah",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ahmad Abdullah (Kelantan)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12682140,,"Ahmad Mohamed Shah",,,male,,,,,,,,,Ahmad,,,,,,,,,,,,,,,"Ahmad Mohamed Shah",,,,,,,,,,,,,"Ahmad Mohamed Shah",,,,,,,,,,,,,,,,,,"Ahmad Mohamed Shah",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12682147,"Ahmad Saaid","Ahmad Saaid",,,male,,,,,,,,,,,,,,,,,,,,,,,,"Ahmad Saaid",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ahmad Saaid",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12682157,,"Ahmad Yusof",,,male,,,,,,,,,,,,,,,,,,,,,,,,"Ahmad Yusof",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ahmad Yusof",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12683034,"Awang Adek Hussin","Awang Adek Hussin","Awang Adek Hussin",,male,,,,,,1955-05-18,,,,,,,,,,,,,,,,,,"Awang Adek Hussin",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Awang Adek Hussin",,,,,,,,,"Awang Adek Hussin",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12683213,,"Bahaman Samsudin",,,,,,,,,,,,,,,,,,,,,,,,,,,"Bahaman Samsudin",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bahaman Samsudin",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12684970,"Chan Swee Ho","Chan Swee Ho",,,,,,,,,,,,,,,,,,,,,,,,,,,"Chan Swee Ho",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chan Swee Ho",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12684972,"Chan Siang Sun","Chan Siang Sun",,,,,,,,,,,,,,,,,,,,,,,,,,,"Chan Siang Sun",,,,,,,,,,,,,"Chan Siang Sun",,,,,,,,,,,,,,,,,,"Chan Siang Sun",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12684976,,"Chan Chong Wen",,,,,,,,,,,,,,,,,,,,,,,,,,,"Chan Chong Wen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chan Chong Wen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12685015,,"Cheah Theam Swee",,,male,,,,,,,,,,,,,,,,,,,,,,,,"Cheah Theam Swee",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cheah Theam Swee",,,,,,,,,,,"謝添瑞",,"谢添瑞",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12685056,"Chin See Yin","Chin See Yin",,,,,,,,,,,,,,,,,,,,,,,,,,,"Chin See Yin",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chin See Yin",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12686849,,"Geh Chong Keat",,,,,,,,,,,,,,,,,,,,,,,,,,,"Geh Chong Keat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Geh Chong Keat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12687472,"Hamzah Alang","Hamzah Alang",,,,,,,,,,,,,,,,,,,,,,,,,,,"Hamzah Alang",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hamzah Alang",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
