id,name__et,name__it,name,wikipedia__et,image,gender,birth_date,given_name,original_wikiname,wikipedia__commons,name__de,name__pl,name__ru,name__fr,name__en,name__lt,name__da,name__sk,name__sl,name__fi,name__ca,name__cs,name__hr,name__la,name__pt,name__ro,name__sv,name__nl,name__es,name__nb,name__nn,name__hu,wikipedia__da,wikipedia__de,wikipedia__en,wikipedia__fr,wikipedia__it,wikipedia__lt,wikipedia__nl,wikipedia__pl,wikipedia__ru,wikipedia__sv,occupation,identifier__freebase,identifier__EuroparlMEP,name__uk,wikipedia__fi,wikipedia__la,wikipedia__uk,name__af,name__an,name__ast,name__bar,name__br,name__bs,name__co,name__cy,name__eo,name__eu,name__fur,name__ga,name__gd,name__gl,name__gsw,name__is,name__lb,name__li,name__lij,name__lmo,name__nap,name__nds,name__nds_nl,name__pcd,name__pms,name__rm,name__sc,name__scn,name__sco,name__sq,name__tr,name__vec,name__vls,name__wa,identifier__VIAF,identifier__LCAuth,name__lv,wikipedia__lv,website,identifier__IMDB,identifier__MusicBrainz,identifier__AlloCine,identifier__discogs,identifier__allmovie,identifier__SFDb,identifier__PORT,identifier__kinopoisk,identifier__CSFD,identifier__ISNI,identifier__BNF,identifier__SUDOC,identifier__NTA,identifier__PACE,identifier__etis_ee,name__ja,wikipedia__ja,wikipedia__tr,name__bm,name__de_at,name__de_ch,name__en_ca,name__en_gb,name__frc,name__frp,name__ia,name__id,name__ie,name__io,name__jam,name__kab,name__kg,name__mg,name__min,name__ms,name__nrm,name__oc,name__pap,name__prg,name__pt_br,name__rgn,name__sr_el,name__sw,name__vi,name__vmf,name__vo,name__wo,name__zu,wikipedia__ca,wikipedia__es,wikipedia__plwikiquote,wikipedia__ro,identifier__GND,identifier__elonet,identifier__DNF,name__hy,wikipedia__hy,identifier__google_knowledge,name__zh,name__he,name__bg,name__be,name__el,name__fa,name__zh_cn,name__zh_hans,name__ka,name__ko,wikipedia__be,wikipedia__bg,wikipedia__cs,wikipedia__el,wikipedia__enwikiquote,wikipedia__fa,wikipedia__he,wikipedia__hu,wikipedia__io,wikipedia__is,wikipedia__ka,wikipedia__liwikiquote,wikipedia__no,wikipedia__oc,wikipedia__zh,identifier__Munzinger,identifier__FAST,death_date,wikipedia__pt,wikipedia__etwikiquote,wikipedia__nn,family_name,twitter,wikipedia__id,name__az,wikipedia__az,name__ar,name__ta,name__mk,name__hsb,name__tpi,wikipedia__ar,wikipedia__ast,wikipedia__hsb,wikipedia__ie,wikipedia__ko,wikipedia__lb,wikipedia__ruwikinews,wikipedia__ta,wikipedia__tpi,wikipedia__vi,identifier__parlement,name__yo,name__sr,name__se,wikipedia__eo,wikipedia__eu,wikipedia__fiwikiquote,wikipedia__ga,wikipedia__gl,wikipedia__sco,wikipedia__se,wikipedia__simple,wikipedia__sl,wikipedia__sr,wikipedia__yo,identifier__NNDB,identifier__GTAA,name__mn,name__vro,wikipedia__fiu_vro,wikipedia__mn,identifier__IIAF,name__fo,name__zh_hant,name__zh_hk,name__zh_sg,name__zh_tw,name__be_tarask,wikipedia__be_x_old,wikipedia__ukwikiquote
Q1453245,"Mart Helme",,"Mart Helme","Mart Helme",https://upload.wikimedia.org/wikipedia/commons/6/6b/Mart_Helme.jpg,male,1949-10-31,Mart,"Mart Helme","Category:Mart Helme","Mart Helme","Mart Helme","Хельме, Март","Mart Helme","Mart Helme","Mart Helme","Mart Helme","Mart Helme","Mart Helme","Mart Helme","Mart Helme","Mart Helme","Mart Helme","Mart Helme","Mart Helme","Mart Helme","Mart Helme","Mart Helme","Mart Helme","Mart Helme","Mart Helme",,,"Mart Helme","Mart Helme",,,,,"Mart Helme","Хельме, Март",,journalist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229181471,n2003108109,"Marts Helme","Marts Helme",,,24cb60d6-438a-4d1b-be06-3526d901b519,,2182214,,,,,,,,,,,,,,,,,,,,,,,,"Mart Helme",,,,,,,,,,,,,,,,,,,,,,,,,130337617,,,,,,"瑪特·霍爾",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mart Helme",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q14542629,"Rein Randver",,"Rein Randver","Rein Randver",https://upload.wikimedia.org/wikipedia/commons/7/78/SDE_Rein_Randver.jpg,male,,Rein,"Rein Randver","Category:Rein Randver",,,,,"Rein Randver",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q15983657,"Anne Sulling","Anne Sulling","Anne Sulling","Anne Sulling","https://upload.wikimedia.org/wikipedia/commons/5/5d/Anne_Sulling_in_October_27,_2014.jpg",female,1976-10-12,Anne,"Anne Sulling","Category:Anne Sulling","Anne Sulling","Anne Sulling",,"Anne Sulling","Anne Sulling",,,,,,,,,"Anna Sulling",,,,"Anne Sulling",,,,,,"Anne Sulling","Anne Sulling","Anne Sulling",,,,"Anne Sulling",,,politician,,,,,"Anna Sulling",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16402978,"Johannes Kert",,"Johannes Kert","Johannes Kert",https://upload.wikimedia.org/wikipedia/commons/1/11/RK_Johannes_Kert.jpg,male,1959-12-03,Johannes,"Johannes Kert","Category:Johannes Kert","Johannes Kert",,,,,,,,,,,,,,,,,,,,,,,"Johannes Kert",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16403371,"Indrek Saar","Indrek Saar","Indrek Saar","Indrek Saar",https://upload.wikimedia.org/wikipedia/commons/9/9c/SDE_Indrek_Saar.jpg,male,1973-02-20,Indrek,"Indrek Saar","Category:Indrek Saar","Indrek Saar","Indrek Saar",,"Indrek Saar","Indrek Saar",,"Indrek Saar",,,"Indrek Saar",,"Indrek Saar",,"Indrek Saar","Indrek Saar",,"Indrek Saar","Indrek Saar","Indrek Saar","Indrek Saar","Indrek Saar","Indrek Saar",,"Indrek Saar","Indrek Saar","Indrek Saar",,,,"Indrek Saar",,"Indrek Saar",actor,/m/0134589t,,,"Indrek Saar","Indrek Saar",,,,,"Indrek Saar",,,,,,,,,,,,,,,,,,"Indrek Saar",,,,,,,,,"Indrek Saar",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Indrek Saar","Indrek Saar","Indrek Saar","Indrek Saar",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16403448,"Andrus Saare","Andrus Saare","Andrus Saare","Andrus Saare",https://upload.wikimedia.org/wikipedia/commons/b/b3/IRL_Andrus_Saare.jpg,male,,,"Andrus Saare","Category:Andrus Saare",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16403802,"Madis Milling","Madis Milling","Madis Milling","Madis Milling",https://upload.wikimedia.org/wikipedia/commons/b/b0/RK_Madis_Milling.jpg,male,1970-11-24,Madis,"Madis Milling","Category:Madis Milling",,,,"Madis Milling","Madis Milling",,,,,,,,,,,,,,,,,,,,,,,,,,,,actor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8a8dc177-7ec2-46d2-98c8-eddd6c20aa52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16404003,"Arvo Sarapuu","Arvo Sarapuu","Arvo Sarapuu","Arvo Sarapuu","https://upload.wikimedia.org/wikipedia/commons/4/43/Sarapuu,_Arvo.IMG_5545.JPG",male,1953-08-26,Arvo,"Arvo Sarapuu",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16404020,"Mihhail Korb",,"Mihhail Korb","Mihhail Korb","https://upload.wikimedia.org/wikipedia/commons/6/66/Korb,_Mihhail.IMG_2249.JPG",male,1980-08-03,,"Mihhail Korb","Category:Mihhail Korb","Mihhail Korb","Mihhail Korb",,,,,,,,"Mihhail Korb",,,,,,,"Mihhail Korb",,,,,,,"Mihhail Korb",,,,,,"Mihhail Korb",,"Mihhail Korb",,,,,"Mihhail Korb",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16404281,"Krista Aru",,"Krista Aru","Krista Aru",https://upload.wikimedia.org/wikipedia/commons/0/0b/Krista_Aru.jpg,female,,Krista,"Krista Aru","Category:Krista Aru",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a7447986-691c-4ab0-b773-85fe61102dba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16404493,"Heidy Purga",,"Heidy Purga","Heidy Purga",https://upload.wikimedia.org/wikipedia/commons/e/ed/RK_Heidy_Purga.jpg,female,,Heidy,"Heidy Purga","Category:Heidy Purga",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a66cd5fb-106d-4ee1-b572-ec5fe554f8b8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16404500,"Andre Sepp","Andre Sepp","Andre Sepp","Andre Sepp",https://upload.wikimedia.org/wikipedia/commons/6/62/RE_Andre_Sepp.jpg,male,,Andre,"Andre Sepp","Category:Andre Sepp",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16405090,"Henn Põlluaas",,"Henn Põlluaas","Henn Põlluaas",,male,,,"Henn Põlluaas","Category:Henn Põlluaas",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16405149,"Andrei Novikov",,"Andrei Novikov","Andrei Novikov","https://upload.wikimedia.org/wikipedia/commons/1/1c/Novikov,_Andrei.IMG_2287.JPG",male,,Andrei,"Andrei Novikov","Category:Andrei Novikov",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16405217,"Külliki Kübarsepp",,"Külliki Kübarsepp","Külliki Kübarsepp","https://upload.wikimedia.org/wikipedia/commons/0/0c/RK_Külliki_Kübarsepp.jpg",female,,,"Külliki Kübarsepp","Category:Külliki Kübarsepp",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16405450,"Viktoria Ladõnskaja",,"Viktoria Ladõnskaja","Viktoria Ladõnskaja","https://upload.wikimedia.org/wikipedia/commons/f/f9/RK_Viktoria_Ladõnskaja.jpg",female,1981-07-20,Viktoria,"Viktoria Ladõnskaja","Category:Viktoria Ladõnskaja",,"Viktoria Ladõnskaja",,,"Viktoria Ladõnskaja",,,,,,,,,,,,,,,,,,,,"Viktoria Ladõnskaja",,,,,"Viktoria Ladõnskaja",,,journalist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16405534,"Etti Kagarov",,"Etti Kagarov","Etti Kagarov",,,1956-01-28,,"Etti Kagarov",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16405538,"Märt Sults",,"Märt Sults","Märt Sults","https://upload.wikimedia.org/wikipedia/commons/9/98/Märt_Sults_2006.jpg",male,1961-03-24,"Märt","Märt Sults","Category:Märt Sults",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16405768,"Maris Lauri",,"Maris Lauri","Maris Lauri",https://upload.wikimedia.org/wikipedia/commons/0/01/RK_Maris_Lauri.jpg,female,1966-01-01,Maris,"Maris Lauri","Category:Maris Lauri","Maris Lauri","Maris Lauri",,"Maris Lauri","Maris Lauri",,,,,,,,,,,,,"Maris Lauri",,,,,,"Maris Lauri","Maris Lauri",,,,,"Maris Lauri",,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16406074,"Artur Talvik",,"Artur Talvik","Artur Talvik",https://upload.wikimedia.org/wikipedia/commons/4/47/RK_Artur_Talvik.jpg,male,,Artur,"Artur Talvik","Category:Artur Talvik",,,,,"Artur Talvik",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16406537,"Olga Ivanova",,"Olga Ivanova","Olga Ivanova",https://upload.wikimedia.org/wikipedia/commons/d/d9/RK_Olga_Ivanova.jpg,female,,Olga,"Olga Ivanova","Category:Olga Ivanova",,,,,"Olga Ivanova",,,,,,,,,,,,,,,,,,,,"Olga Ivanova (politician)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16406782,"Aivar Riisalu","Aivar Riisalu","Aivar Riisalu","Aivar Riisalu",https://upload.wikimedia.org/wikipedia/commons/b/be/KE_Aivar_Riisalu.jpg,male,,Aivar,"Aivar Riisalu","Category:Aivar Riisalu",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16407052,"Reet Roos","Reet Roos","Reet Roos","Reet Roos",https://upload.wikimedia.org/wikipedia/commons/3/3a/IRL_Reet_Roos.jpg,female,,,"Reet Roos","Category:Reet Roos",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16407309,"Terje Trei",,"Terje Trei","Terje Trei",https://upload.wikimedia.org/wikipedia/commons/4/44/RK_Terje_Trei.jpg,male,,Terje,"Terje Trei","Category:Terje Trei",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16407380,"Aet Maatee",,"Aet Maatee","Aet Maatee",https://upload.wikimedia.org/wikipedia/commons/c/c3/Maatee_Aet.IMG_2928.JPG,female,,,"Aet Maatee","Category:Aet Maatee",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16407757,"Jüri Morozov",,"Jüri Morozov","Jüri Morozov",,male,,"Jüri","Jüri Morozov",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16407871,"Helmut Hallemaa","Helmut Hallemaa","Helmut Hallemaa","Helmut Hallemaa",,male,1954-06-30,Helmut,"Helmut Hallemaa",,,,,,"Helmut Hallemaa",,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1676747,"Jaak Allik",,"Jaak Allik","Jaak Allik",https://upload.wikimedia.org/wikipedia/commons/8/8b/SDE_Jaak_Allik.jpg,male,1946-10-08,Jaak,"Jaak Allik","Category:Jaak Allik","Jaak Allik","Jaak Allik","Яак Аллик","Jaak Allik","Jaak Allik","Jaak Allik","Jaak Allik","Jaak Allik","Jaak Allik","Jaak Allik","Jaak Allik","Jaak Allik","Jaak Allik","Jaak Allik","Jaak Allik","Jaak Allik","Jaak Allik","Jaak Allik","Jaak Allik",,,"Jaak Allik",,"Jaak Allik",,,,,,,"Аллик, Яак",,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58097438,n86069858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138625093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q17446896,"Yoko Alender","Yoko Alender","Yoko Alender","Yoko Alender","https://upload.wikimedia.org/wikipedia/commons/8/8a/Alender,_Yoko.IMG_2599.JPG",female,1979-06-13,"Yōko","Yoko Alender","Category:Yoko Alender","Yoko Alender","Yoko Alender",,"Yoko Alender","Yoko Alender","Yoko Alender","Yoko Alender","Yoko Alender","Yoko Alender","Yoko Alender","Yoko Alender","Yoko Alender","Yoko Alender",,"Yoko Alender","Yoko Alender","Yoko Alender","Yoko Alender","Yoko Alender","Yoko Alender","Yoko Alender","Yoko Alender",,,"Yoko Alender",,,,,,,,architect,,,,,,,"Yoko Alender","Yoko Alender","Yoko Alender","Yoko Alender","Yoko Alender","Yoko Alender","Yoko Alender","Yoko Alender","Yoko Alender","Yoko Alender","Yoko Alender","Yoko Alender","Yoko Alender","Yoko Alender","Yoko Alender","Yoko Alender","Yoko Alender","Yoko Alender","Yoko Alender","Yoko Alender","Yoko Alender","Yoko Alender","Yoko Alender","Yoko Alender","Yoko Alender","Yoko Alender","Yoko Alender","Yoko Alender","Yoko Alender","Yoko Alender","Yoko Alender","Yoko Alender","Yoko Alender","Yoko Alender",317123428,no2015119837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q17446918,"Hannes Hanso","Hannes Hanso","Hannes Hanso","Hannes Hanso",https://upload.wikimedia.org/wikipedia/commons/7/76/RK_Hannes_Hanso.jpg,male,1971-10-06,Hannes,"Hannes Hanso","Category:Hannes Hanso","Hannes Hanso","Hannes Hanso",,"Hannes Hanso","Hannes Hanso","Hannes Hanso","Hannes Hanso","Hannes Hanso","Hannes Hanso","Hannes Hanso","Hannes Hanso","Hannes Hanso","Hannes Hanso","Hannes Hanso","Hannes Hanso","Hannes Hanso","Hannes Hanso","Hannes Hanso","Hannes Hanso","Hannes Hanso","Hannes Hanso","Hannes Hanso",,"Hannes Hanso","Hannes Hanso","Hannes Hanso",,,,"Hannes Hanso",,,politician,,,,,"Hannes Hanso",,"Hannes Hanso","Hannes Hanso","Hannes Hanso","Hannes Hanso","Hannes Hanso","Hannes Hanso","Hannes Hanso","Hannes Hanso","Hannes Hanso","Hannes Hanso","Hannes Hanso","Hannes Hanso","Hannes Hanso","Hannes Hanso","Hannes Hanso","Hannes Hanso","Hannes Hanso","Hannes Hanso","Hannes Hanso","Hannes Hanso","Hannes Hanso","Hannes Hanso","Hannes Hanso","Hannes Hanso","Hannes Hanso","Hannes Hanso","Hannes Hanso","Hannes Hanso","Hannes Hanso","Hannes Hanso","Hannes Hanso","Hannes Hanso","Hannes Hanso","Hannes Hanso",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q17446941,"Kalev Kallemets",,"Kalev Kallemets","Kalev Kallemets",,male,,,"Kalev Kallemets",,,,,,"Kalev Kallemets",,,,,,,,,,,,,,,,,,,,,,,,,,,,economist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q17447264,"Urbo Vaarmann","Urbo Vaarmann","Urbo Vaarmann","Urbo Vaarmann",,male,,,"Urbo Vaarmann",,,,,,"Urbo Vaarmann",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
