id,name__en,name,wikipedia__en,gender,birth_date,identifier__freebase,identifier__UScongress,identifier__NNDB,image,family_name,given_name,identifier__VIAF,identifier__LCAuth,name__fa,name__fr,name__ar,name__ms,name__yo,name__de,name__it,name__sv,name__nl,name__es,name__nb,name__da,name__nn,name__he,wikipedia__ar,wikipedia__de,wikipedia__fa,wikipedia__fr,wikipedia__it,wikipedia__ms,wikipedia__sv,wikipedia__yo,original_wikiname,name__zh_hans,name__zh_hant,name__zh_hk,name__zh_cn,name__zh_sg,name__zh_tw,name__pt,name__pl,name__ru,name__fi,name__cy,name__cs,name__ga,name__zh,name__sh,name__uk,name__el,wikipedia__commons,wikipedia__cs,wikipedia__cy,wikipedia__da,wikipedia__el,wikipedia__enwikiquote,wikipedia__enwikisource,wikipedia__es,wikipedia__fi,wikipedia__ga,wikipedia__he,wikipedia__nl,wikipedia__no,wikipedia__pl,wikipedia__pt,wikipedia__ru,wikipedia__sh,wikipedia__simple,wikipedia__uk,wikipedia__zh,identifier__IMDB,identifier__OLID,website,twitter,identifier__FAST,name__eo,name__ro,name__af,name__la,name__ja,name__de_ch,name__en_ca,name__en_gb,name__pt_br,name__et,name__tr,name__an,name__ast,name__bar,name__br,name__ca,name__co,name__de_at,name__eu,name__frp,name__fur,name__gd,name__gl,name__gsw,name__hr,name__hu,name__ia,name__id,name__ie,name__io,name__is,name__kg,name__lb,name__li,name__lij,name__mg,name__min,name__nap,name__nds,name__nds_nl,name__nrm,name__oc,name__pcd,name__pms,name__rm,name__sc,name__scn,name__sco,name__sk,name__sl,name__sr_el,name__sw,name__vec,name__vi,name__vls,name__vo,name__wa,name__wo,name__zu,name__ace,name__az,name__iu,name__sq,name__tw,name__bn,name__hi,name__hy,name__ko,name__ka,name__new,name__got,name__ml,name__ta,name__te,name__si,name__dsb,name__haw,name__hsb,name__ig,name__jv,name__nov,name__pdc,name__pih,name__tet,name__tl,name__tpi,name__war,name__nan,name__lv,name__wuu,name__sg,name__bcl,name__bm,name__ku,name__yue,name__yi,name__azb,name__bg,name__tt,wikipedia__ace,wikipedia__af,wikipedia__als,wikipedia__azb,wikipedia__az,wikipedia__bcl,wikipedia__bg,wikipedia__bm,wikipedia__bn,wikipedia__br,wikipedia__bs,wikipedia__ca,wikipedia__dsb,wikipedia__enwikinews,wikipedia__eo,wikipedia__et,wikipedia__gl,wikipedia__got,wikipedia__haw,wikipedia__hsb,wikipedia__hu,wikipedia__id,wikipedia__io,wikipedia__is,wikipedia__iu,wikipedia__ja,wikipedia__jv,wikipedia__ko,wikipedia__ku,wikipedia__la,wikipedia__lv,wikipedia__ml,wikipedia__nn,wikipedia__nov,wikipedia__oc,wikipedia__pdc,wikipedia__pih,wikipedia__plwikiquote,wikipedia__pms,wikipedia__ro,wikipedia__sco,wikipedia__sg,wikipedia__sq,wikipedia__sw,wikipedia__tet,wikipedia__tl,wikipedia__tr,wikipedia__tt,wikipedia__tw,wikipedia__vi,wikipedia__vo,wikipedia__war,wikipedia__wuu,wikipedia__yi,wikipedia__zh_min_nan,wikipedia__zh_yue,identifier__ISNI,identifier__GND,identifier__BNF,identifier__FEC,instagram,facebook,wikipedia__mg,wikipedia__sk,name__lt,name__pag,wikipedia__cswikiquote,wikipedia__lt,wikipedia__itwikiquote,name__sr,wikipedia__sr,identifier__rotten_tomatoes,wikipedia__sl,identifier__SUDOC,name__vmf,identifier__NTA,wikipedia__eu,wikipedia__bar,name__be_tarask,name__be,name__bpy,name__ceb,name__fo,name__fy,name__ilo,name__ksh,name__lmo,name__mk,name__mn,name__mr,name__my,name__th,name__uz,name__vep,name__arz,wikipedia__an,wikipedia__arz,wikipedia__be_x_old,wikipedia__be,wikipedia__bpy,wikipedia__ceb,wikipedia__fo,wikipedia__fy,wikipedia__hr,wikipedia__ilo,wikipedia__ka,wikipedia__ksh,wikipedia__liwikiquote,wikipedia__lmo,wikipedia__mk,wikipedia__mn,wikipedia__mr,wikipedia__my,wikipedia__nds,wikipedia__nlwikiquote,wikipedia__ruwikinews,wikipedia__scn,wikipedia__si,wikipedia__ta,wikipedia__th,wikipedia__uz,wikipedia__vec,wikipedia__vep,wikipedia__viwikisource,identifier__NLA,identifier__NKC,identifier__SELIBR,identifier__Britannica,wikipedia__hy,wikipedia__slwikiquote,identifier__NUKAT,identifier__ULAN,electoral_district,identifier__MGP,name__tg_latn,name__sr_ec,name__tg,name__frc,name__jam,name__kab,name__pap,name__prg,name__rgn,wikipedia__eswikiquote,wikipedia__tg,identifier__Munzinger,name__ps,wikipedia__ps,wikipedia__trwikiquote,name__bs,death_date,name__as,wikipedia__as,name__ckb,wikipedia__bswikiquote,wikipedia__ckb,identifier__NDL,wikipedia__frwikiquote,name__ur,name__dv,wikipedia__dv,wikipedia__frp,wikipedia__hi,wikipedia__kowikiquote,wikipedia__ptwikiquote,wikipedia__simplewikiquote,wikipedia__ur,identifier__CANTIC,name__am,wikipedia__am,name__ht,wikipedia__ht,identifier__AlloCine,identifier__allmovie,wikipedia__lb,identifier__NLAtrove,name__diq,wikipedia__te,identifier__GTAA,linkedin,wikipedia__ast,identifier__IIAF,name__simple,name__kn,name__pa,wikipedia__kn,wikipedia__pa,wikipedia__bgwikiquote,identifier__MusicBrainz,identifier__discogs,identifier__N6I,wikipedia__svwikiquote,wikipedia__nowikiquote,name__szl,wikipedia__fawikiquote,wikipedia__fiwikiquote,wikipedia__sc,wikipedia__skwikiquote,wikipedia__szl,wikipedia__zhwikiquote,name__no,identifier__NPG,identifier__dmoz,occupation,identifier__opensecrets,identifier__wikitree,identifier__CSPAN,identifier__ballotpedia,identifier__youtube,identifier__politifact,identifier__nyt_topic,wikipedia__tawikiquote,identifier__kinopoisk,wikipedia__azwikiquote,identifier__goodreads,identifier__GNC,identifier__britishmuseum,identifier__nlg,identifier__ne_se,identifier__SFDb,identifier__FJC_bio,wikipedia__hewikiquote,identifier__CiNii,name__ang,name__hak,name__kaa,wikipedia__ang,wikipedia__hak,wikipedia__kaa,identifier__BNE,identifier__google_plus,name__ty,second_surname,identifier__CONOR,wikipedia__ie,identifier__elonet,identifier__PORT,identifier__SCOPE,identifier__CSFD,identifier__DNF,name__bo,name__kk,name__pnb,name__sgs,name__qu,wikipedia__bat_smg,wikipedia__bo,wikipedia__dewikiquote,wikipedia__huwikiquote,wikipedia__ia,wikipedia__kk,wikipedia__new,wikipedia__pnb,wikipedia__qu,identifier__BiblioNet,identifier__TED,identifier__nobel_prize,wikipedia__ruwikiquote,name__eml,wikipedia__eml,identifier__google_knowledge,identifier__votesmart
Q1045188,"Carroll Hubbard","Carroll Hubbard","Carroll Hubbard",male,1937-07-07,/m/092fyx,H000878,895/000129508,https://upload.wikimedia.org/wikipedia/commons/4/46/Carroll_Hubbard.png,,Carroll,,,,"Carroll Hubbard",,,,"Carroll Hubbard","Carroll Hubbard","Carroll Hubbard","Carroll Hubbard","Carroll Hubbard","Carroll Hubbard","Carroll Hubbard","Carroll Hubbard",,,"Carroll Hubbard",,,,,,,"Carroll Hubbard, Jr.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Carroll Hubbard",,,,,,,"Carroll Hubbard",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1048182,"Cass Ballenger","Cass Ballenger","Cass Ballenger",male,1926-12-06,/m/03g_wd,B000104,,https://upload.wikimedia.org/wikipedia/commons/5/54/Ballenger-nc10.jpg,,Cass,250784181,no2012079759,,"Cass Ballenger",,,,"Cass Ballenger","Cass Ballenger","Cass Ballenger","Cass Ballenger","Cass Ballenger","Cass Ballenger","Cass Ballenger","Cass Ballenger",,,"Cass Ballenger",,,"Cass Ballenger",,"Cass Ballenger",,"Cass Ballenger",,,,,,,,,,"Cass Ballenger","Cass Ballenger",,,,,,,,,,,,,,,"Cass Ballenger",,,,,,,,,"Cass Ballenger",,,,,,,,,,,,,,,,,,,,,,,"Cass Ballenger",,,,,,,,,,"Cass Ballenger",,,,,,,"Cass Ballenger",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0000 0003 7128 5368",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-02-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,cassballenger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1052306,"Cecil Heftel","Cecil Heftel","Cecil Heftel",male,1924-09-30,/m/03cwkx,H000449,,https://upload.wikimedia.org/wikipedia/commons/5/52/CecilHeftel.jpg,,Cecil,58390421,n98026230,,"Cecil Heftel",,,,"Cecil Heftel","Cecil Heftel","Cecil Heftel","Cecil Heftel","Cecil Heftel","Cecil Heftel","Cecil Heftel","Cecil Heftel",,,"Cecil Heftel",,,,,"Cecil Heftel",,"Cecil Heftel",,,,,,,,,,,"Cecil Heftel",,,,,,,"Category:Cecil Heftel",,,,,,,,,,,,,,,,,,,,,,,,414784,,,,,,,,,,,,,,,,"Cecil Heftel",,,,,,,,,,"Cecil Heftel",,,,,,,"Cecil Heftel",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-02-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1059265,"Chaka Fattah","Chaka Fattah","Chaka Fattah",male,1956-11-21,/m/03dsph,F000043,,https://upload.wikimedia.org/wikipedia/commons/6/6f/Chaka_Fattah_official_headshot.jpg,,,9204419,n2002027615,"چکا فتاح","Chaka Fattah",,,"Chaka Fattah","Chaka Fattah","Chaka Fattah","Chaka Fattah","Chaka Fattah","Chaka Fattah","Chaka Fattah","Chaka Fattah","Chaka Fattah",,,"Chaka Fattah","چکا فتاح","Chaka Fattah","Chaka Fattah",,"Chaka Fattah","Chaka Fattah","Chaka Fattah",,,,,,,,"Chaka Fattah",,,,,,,,,,,,,,,,"Author:Chaka Fattah",,,,,,,"Chaka Fattah",,,,,,,,,,ChakaFattah,478746,,,,,"シャカ―・ファター",,,,,,,,,,,,,,,,,,,,,"Chaka Fattah",,,,,,,"Chaka Fattah",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0000 0000 3733 3782",,,H2PA02055,chakafattah,repfattah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,N00001746,,chakafattah,Chaka_Fattah,UCkTfk-NcVzE1hk-svI6mclw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21850
Q1063677,"Charles Bass","Charles Bass","Charles Bass",male,1952-01-08,/m/02vypx,B000220,358/000032262,https://upload.wikimedia.org/wikipedia/commons/0/07/Charles_Bass_112th_Congress_Portrait.jpg,,Charles,6991389,no97003584,,"Charles Bass",,,,"Charles Bass","Charles Bass","Charles Bass","Charles Bass","Charles Bass","Charles Bass","Charles Bass","Charles Bass",,,"Charles Bass",,,,,,,"Charles Foster Bass",,,,,,,,"Charlie Bass",,,,,,,,"Чарльз Басс",,,,,,,,,,,,,,,"Charlie Bass",,,,,"Чарльз Басс",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Charles Bass",,,,,,,"Charles Bass",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,charlesbass,,,charles-bass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22216
Q1064244,"Charles Edward Bennett","Charles Edward Bennett","Charles Edward Bennett",male,1910-12-02,/m/0619y4,B000371,180/000129790,https://upload.wikimedia.org/wikipedia/commons/b/bd/Charles_E._Bennett.jpg,Bennett,Charles,111118171,n50007176,"چارلز ادوارد بنت","Charles Edward Bennett",,,,"Charles Edward Bennett","Charles Edward Bennett","Charles Edward Bennett","Charles Edward Bennett","Charles Edward Bennett","Charles Edward Bennett","Charles Edward Bennett","Charles Edward Bennett",,,"Charles Edward Bennett",,,"Charles Edward Bennett",,,,"Charles Edward Bennett",,,,,,,,,"Чарльз Эдвард Беннетт",,"Charles Edward Bennett",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1759711,,,,,,,,,,,,,,,,,,,,,,,,,,"Charles Edward Bennett",,,,,,,"Charles Edward Bennett",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0000 0000 8177 4614",,120208300,,,,,,,,,,,,,,,028356071,,155211099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-09-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1064383,"Charles Floyd Hatcher","Charles Floyd Hatcher","Charles Floyd Hatcher",male,1939-07-01,/m/0gsh09,H000340,,https://upload.wikimedia.org/wikipedia/commons/0/0d/Charles_Floyd_Hatcher.jpg,,Charles,257438746,,,"Charles Floyd Hatcher",,,,"Charles Floyd Hatcher","Charles Floyd Hatcher","Charles Floyd Hatcher","Charles Floyd Hatcher","Charles Floyd Hatcher","Charles Floyd Hatcher","Charles Floyd Hatcher","Charles Floyd Hatcher",,,"Charles Floyd Hatcher",,,,,"Charles Floyd Hatcher",,"Charles Floyd Hatcher",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Charles Floyd Hatcher",,,,,,,"Charles Floyd Hatcher",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1064593,"Charlie Rose","Charlie Rose","Charlie Rose (congressman)",male,1939-08-10,/m/0435xy,R000436,408/000210775,https://upload.wikimedia.org/wikipedia/commons/d/d9/Charles_Grandison_Rose.jpg,Rose,Charles,28624745,n88133221,"چارلی رز","Charlie Rose",,,,"Charles Grandison Rose","Charlie Rose","Charlie Rose","Charlie Rose","Charlie Rose","Charlie Rose","Charlie Rose","Charlie Rose",,,"Charles Grandison Rose",,,"Charlie Rose",,,,"Charlie Rose (congressman)",,,,,,,,,"Чарли Роуз",,,,,,,,,,,,,,,,"Charlie Rose (congresista)",,,,,,,,,,,,,,,,,1799649,,,,,,,,,,,,,,,,"Charlie Rose",,,,,,,,,,"Charlie Rose",,,,,,,"Charlie Rose",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1051224799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-09-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1064695,"Charles H. Taylor","Charles H. Taylor","Charles H. Taylor",male,1941-01-21,/m/03g_xy,T000067,683/000040563,https://upload.wikimedia.org/wikipedia/commons/9/9a/Taylor-nc11.jpg,,Charles,154032042,no2010156249,"چارلز اچ. تیلور","Charles H. Taylor",,,,"Charles H. Taylor","Charles H. Taylor","Charles H. Taylor","Charles H. Taylor","Charles H. Taylor","Charles H. Taylor","Charles H. Taylor","Charles H. Taylor",,,"Charles H. Taylor",,,,,,,"Charles H. Taylor",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Charles H. Taylor",,,,,,,"Charles H. Taylor",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,charlestaylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1064774,"Charles Hayes","Charles Hayes","Charles Hayes (politician)",male,1918-02-17,/m/0fq156,H000388,160/000129770,https://upload.wikimedia.org/wikipedia/commons/3/3e/Rep._Charles_Hayes.jpg,Hayes,Charles,173197489,no2011112677,"چارلز هیز","Charles Arthur Hayes",,,"Charles Hayes","Charles Hayes","Charles Hayes","Charles Hayes","Charles Hayes","Charles Hayes","Charles Hayes","Charles Hayes","Charles Hayes",,,"Charles Hayes",,"Charles Arthur Hayes",,,,"Charles Hayes","Charles A. Hayes",,,,,,,"Charles Hayes",,"Чарльз Хэйес",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Charles Hayes",,,,,,,,,,"Charles Hayes",,,,,,,"Charles Hayes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1997-04-08,,,,,,,,,,,,,,,,,,,,"Charles Hayes","Charles Hayes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1065683,"Charles Orville Whitley","Charles Orville Whitley","Charles Orville Whitley",male,1927-01-03,/m/05k3wg,W000419,,https://upload.wikimedia.org/wikipedia/commons/5/50/Charles_O._Whitley.jpg,,Charles,,,,"Charles Orville Whitley",,,,"Charles Orville Whitley",,"Charles Orville Whitley","Charles Orville Whitley","Charles Orville Whitley","Charles Orville Whitley","Charles Orville Whitley","Charles Orville Whitley",,,"Charles Orville Whitley",,,,,,,"Charles Whitley",,,,,,,,,,,"Charles Orville Whitley",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Charles Orville Whitley",,,,,,,"Charles Orville Whitley",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002-10-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1065727,"Chip Pashayan","Chip Pashayan","Chip Pashayan",male,1941-03-27,/m/02qxl9v,P000097,501/000141078,https://upload.wikimedia.org/wikipedia/commons/d/de/Chip_Pashayan.png,,Charles,,,,"Chip Pashayan",,,,"Charles Pashayan","Chip Pashayan","Chip Pashayan","Chip Pashayan","Chip Pashayan","Chip Pashayan","Chip Pashayan","Chip Pashayan",,,"Charles Pashayan",,,,,,,"Charles (Chip) Pashayan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chip Pashayan",,,,,,,"Chip Pashayan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1065931,"Charles Robin Britt","Charles Robin Britt","Charles Robin Britt",male,1942-06-29,/m/078t_x,B000845,,https://upload.wikimedia.org/wikipedia/commons/f/f4/CharlesRobinBritt.jpg,Britt,Charles,,,,"Charles Robin Britt",,,,"Charles Robin Britt",,"Charles Robin Britt","Charles Robin Britt","Charles Robin Britt","Charles Robin Britt","Charles Robin Britt","Charles Robin Britt",,,"Charles Robin Britt",,,,,,,"Robin Britt",,,,,,,"Charles Robin Britt",,,,,,,,,,,"Category:Charles Robin Britt",,,,,,,,,,,,,,"Charles Robin Britt",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Charles Robin Britt",,,,,,,"Charles Robin Britt",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1066931,"Charlie Luken","Charlie Luken","Charlie Luken",male,1951-07-18,/m/03d64q,L000507,405/000130015,https://upload.wikimedia.org/wikipedia/commons/4/45/Charlie_Luken_102nd_Congress_1991.jpg,,Charlie,1736374,n96060040,,"Charlie Luken",,,,"Charlie Luken","Charlie Luken","Charlie Luken","Charlie Luken","Charlie Luken","Charlie Luken","Charlie Luken","Charlie Luken",,,"Charlie Luken",,,,,,,"Charlie Luken",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,376264,,,,,,,,,,,,,,,,,,,,,,,,,,"Charlie Luken",,,,,,,"Charlie Luken",,,,,,,,,,,,,,,,,,,,,"Charlie Luken",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1070716,"Chester G. Atkins","Chester G. Atkins","Chester G. Atkins",male,1948-04-14,/m/0bvfb7,A000226,290/000129900,https://upload.wikimedia.org/wikipedia/commons/a/ad/Chester_G_Atkins.jpg,,Chester,38972080,no96052168,"چستر جی. اتکینز","Chester G. Atkins",,,,"Chester G. Atkins","Chester G. Atkins","Chester G. Atkins","Chester G. Atkins","Chester G. Atkins","Chester G. Atkins","Chester G. Atkins","Chester G. Atkins",,,"Chester G. Atkins",,,,,,,"Chester G. Atkins",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chester G. Atkins",,,,,,,"Chester G. Atkins",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
