id,name,name__es,name__en,name__fr,name__hu,name__nl,name__de,gender,occupation,given_name,original_wikiname,name__pt,name__zh_hans,name__zh_hant,name__zh_hk,name__zh_cn,name__zh_sg,name__zh_tw,name__pl,name__ko,name__he,name__tr,name__it,name__cs,name__ar,name__zh,name__eo,name__nb,name__da,name__nn,name__sv,name__mg,wikipedia__ar,wikipedia__cs,wikipedia__de,wikipedia__en,wikipedia__eo,wikipedia__es,wikipedia__eswikinews,wikipedia__eswikiquote,wikipedia__fr,wikipedia__he,wikipedia__it,wikipedia__ko,wikipedia__mg,wikipedia__pl,wikipedia__pt,wikipedia__simple,wikipedia__tr,wikipedia__zh,identifier__VIAF,identifier__GND,birth_date,identifier__freebase,image,twitter,family_name,second_surname,name__cy,name__gn,name__sw,wikipedia__commons,wikipedia__sw,name__en_ca,name__en_gb,name__ca,wikipedia__ca,website,facebook,name__gl,name__fa,wikipedia__fa,wikipedia__gl,wikipedia__nl,name__el,name__ru,name__eu,identifier__NTA,instagram,identifier__LCAuth,identifier__SUDOC,identifier__IMDB,identifier__cinenacional,name__be,name__br,name__co,name__et,name__fi,name__hr,name__lt,name__lv,name__oc,name__pcd,name__ro,name__sk,name__sr_el,name__vec,name__vi,name__vls,name__vo,name__wa,wikipedia__oc,wikipedia__eswikisource,name__uk,wikipedia__uk,identifier__quora,name__id,name__ja,name__mr,wikipedia__da,wikipedia__fi,wikipedia__hu,wikipedia__id,wikipedia__ja,wikipedia__lt,wikipedia__mr,wikipedia__no,wikipedia__ru,wikipedia__sv,identifier__google_knowledge,identifier__bna,name__de_ch,name__pt_br,wikipedia__sk,identifier__ATP,identifier__ITF,name__ast,death_date,name__af,name__an,name__bar,name__bm,name__de_at,name__frc,name__frp,name__fur,name__ga,name__gd,name__gsw,name__ia,name__ie,name__io,name__jam,name__kab,name__kg,name__lb,name__li,name__lij,name__min,name__ms,name__nap,name__nds,name__nds_nl,name__nrm,name__pap,name__pms,name__prg,name__rgn,name__rm,name__sc,name__scn,name__sco,name__vmf,name__wo,name__zu,name__hy,identifier__FAST,name__la,wikipedia__la,identifier__BNF,identifier__ssrn,identifier__ISNI,identifier__SBN_it,wikipedia__eu,identifier__BNE,linkedin,identifier__youtube,name__sl,wikipedia__sl,name__bs,name__eml,name__fo,name__frr,name__is,name__sh,name__sq
Q21856180,"Teresita Madera","Teresita Madera","Teresita Madera","Teresita Madera","Teresita Madera","Teresita Madera","Teresita Madera",female,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q21856181,"Hugo María Marcucci","Hugo María Marcucci","Hugo María Marcucci","Hugo María Marcucci","Hugo María Marcucci","Hugo María Marcucci","Hugo María Marcucci",male,politician,Hugo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q21856182,"Silvia Alejandra Martínez","Silvia Alejandra Martínez","Silvia Alejandra Martínez","Silvia Alejandra Martínez","Silvia Alejandra Martínez","Silvia Alejandra Martínez","Silvia Alejandra Martínez",female,politician,Silvia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q21856183,"Oscar Anselmo Martínez","Oscar Anselmo Martínez","Oscar Anselmo Martínez","Oscar Anselmo Martínez","Oscar Anselmo Martínez","Oscar Anselmo Martínez","Oscar Anselmo Martínez",male,politician,Oscar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q21856184,"Ana Laura Martínez","Ana Laura Martínez","Ana Laura Martínez","Ana Laura Martínez","Ana Laura Martínez","Ana Laura Martínez","Ana Laura Martínez",female,politician,Ana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q21856185,"Gustavo José Martínez Campos","Gustavo José Martínez Campos","Gustavo José Martínez Campos","Gustavo José Martínez Campos","Gustavo José Martínez Campos","Gustavo José Martínez Campos","Gustavo José Martínez Campos",male,politician,Gustavo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q21856186,"Leonor María Martínez Villada","Leonor María Martínez Villada","Leonor María Martínez Villada","Leonor María Martínez Villada","Leonor María Martínez Villada","Leonor María Martínez Villada","Leonor María Martínez Villada",female,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q21856188,"María Lucile Masin","María Lucile Masin","María Lucile Masin","María Lucile Masin","María Lucile Masin","María Lucile Masin","María Lucile Masin",female,politician,"María",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q21856189,"Vanesa Laura Massetani","Vanesa Laura Massetani","Vanesa Laura Massetani","Vanesa Laura Massetani","Vanesa Laura Massetani","Vanesa Laura Massetani","Vanesa Laura Massetani",female,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q21856190,"Nicolás María Massot","Nicolás María Massot","Nicolás María Massot","Nicolás María Massot","Nicolás María Massot","Nicolás María Massot","Nicolás María Massot",male,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q21856192,"Mayra Soledad Mendoza","Mayra Soledad Mendoza","Mayra Soledad Mendoza","Mayra Soledad Mendoza","Mayra Soledad Mendoza","Mayra Soledad Mendoza","Mayra Soledad Mendoza",female,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q21856193,"Verónica Mercado","Verónica Mercado","Verónica Mercado","Verónica Mercado","Verónica Mercado","Verónica Mercado","Verónica Mercado",female,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q21856194,"Diego Matías Mestre","Diego Matías Mestre","Diego Matías Mestre","Diego Matías Mestre","Diego Matías Mestre","Diego Matías Mestre","Diego Matías Mestre",male,politician,Diego,"Diego Mestre",,,,,,,,,,,,,,,,,,,,,,,,,,,"Diego Mestre",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q21856195,"Pedro Rubén Miranda","Pedro Rubén Miranda","Pedro Rubén Miranda","Pedro Rubén Miranda","Pedro Rubén Miranda","Pedro Rubén Miranda","Pedro Rubén Miranda",male,politician,Pedro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q21856211,"Karina Alejandra Molina","Karina Alejandra Molina","Karina Alejandra Molina","Karina Alejandra Molina","Karina Alejandra Molina","Karina Alejandra Molina","Karina Alejandra Molina",female,politician,Karina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q21856212,"Marcelo Monfort","Marcelo Monfort","Marcelo Monfort","Marcelo Monfort","Marcelo Monfort","Marcelo Monfort","Marcelo Monfort",male,politician,Marcelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q21856213,"Mariana Morales","Mariana Morales","Mariana Morales","Mariana Morales","Mariana Morales","Mariana Morales","Mariana Morales",female,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1985,,https://upload.wikimedia.org/wikipedia/commons/5/58/Mariana_Elizabet_Morales.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q21856214,"Cecilia Moreau","Cecilia Moreau","Cecilia Moreau","Cecilia Moreau","Cecilia Moreau","Cecilia Moreau","Cecilia Moreau",female,politician,Cecilia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q21856215,"Carlos Moreno","Carlos Moreno","Carlos Moreno","Carlos Moreno","Carlos Moreno","Carlos Moreno","Carlos Moreno",male,politician,Carlos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q21856216,"Miguel Nanni","Miguel Nanni","Miguel Nanni","Miguel Nanni","Miguel Nanni","Miguel Nanni","Miguel Nanni",male,politician,Miguel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q21856217,"Graciela Navarro","Graciela Navarro","Graciela Navarro","Graciela Navarro","Graciela Navarro","Graciela Navarro","Graciela Navarro",female,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q21856218,"Adriana Mónica Nazario","Adriana Mónica Nazario","Adriana Mónica Nazario","Adriana Mónica Nazario","Adriana Mónica Nazario","Adriana Mónica Nazario","Adriana Mónica Nazario",female,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q21856219,"José Carlos Núñez","José Carlos Núñez","José Carlos Núñez","José Carlos Núñez","José Carlos Núñez","José Carlos Núñez","José Carlos Núñez",male,politician,"José",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q21856220,"Cristian Rodolfo Oliva","Cristian Rodolfo Oliva","Cristian Rodolfo Oliva","Cristian Rodolfo Oliva","Cristian Rodolfo Oliva","Cristian Rodolfo Oliva","Cristian Rodolfo Oliva",male,politician,Cristian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q21856221,"Héctor Enrique Olivares","Héctor Enrique Olivares","Héctor Enrique Olivares","Héctor Enrique Olivares","Héctor Enrique Olivares","Héctor Enrique Olivares","Héctor Enrique Olivares",male,politician,"Héctor",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q21856222,"José Fernando Orellana","José Fernando Orellana","José Fernando Orellana","José Fernando Orellana","José Fernando Orellana","José Fernando Orellana","José Fernando Orellana",male,politician,"José",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q21856223,"Marcela Fabiana Passo","Marcela Fabiana Passo","Marcela Fabiana Passo","Marcela Fabiana Passo","Marcela Fabiana Passo","Marcela Fabiana Passo","Marcela Fabiana Passo",female,politician,Marcela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q21856224,"Luis Mario Pastori","Luis Mario Pastori","Luis Mario Pastori","Luis Mario Pastori","Luis Mario Pastori","Luis Mario Pastori","Luis Mario Pastori",male,politician,Luis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q21856225,"Mirta Pastoriza","Mirta Pastoriza","Mirta Pastoriza","Mirta Pastoriza","Mirta Pastoriza","Mirta Pastoriza","Mirta Pastoriza",female,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q21856226,"Juan Manuel Pedrini","Juan Manuel Pedrini","Juan Manuel Pedrini","Juan Manuel Pedrini","Juan Manuel Pedrini","Juan Manuel Pedrini","Juan Manuel Pedrini",male,politician,Juan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q21856227,"Juan Manuel Pereyra","Juan Manuel Pereyra","Juan Manuel Pereyra","Juan Manuel Pereyra","Juan Manuel Pereyra","Juan Manuel Pereyra","Juan Manuel Pereyra",male,politician,Juan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q21856228,"Martín Alejandro Pérez","Martín Alejandro Pérez","Martín Alejandro Pérez","Martín Alejandro Pérez","Martín Alejandro Pérez","Martín Alejandro Pérez","Martín Alejandro Pérez",male,politician,"Martín",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q21856229,"Raúl Joaquín Pérez","Raúl Joaquín Pérez","Raúl Joaquín Pérez","Raúl Joaquín Pérez","Raúl Joaquín Pérez","Raúl Joaquín Pérez","Raúl Joaquín Pérez",male,politician,"Raúl",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q21856230,"Luis Alfonso Petri","Luis Alfonso Petri","Luis Alfonso Petri","Luis Alfonso Petri","Luis Alfonso Petri","Luis Alfonso Petri","Luis Alfonso Petri",male,politician,Luis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q21856231,"Carla Betina Pitiot","Carla Betina Pitiot","Carla Betina Pitiot","Carla Betina Pitiot","Carla Betina Pitiot","Carla Betina Pitiot","Carla Betina Pitiot",female,politician,Carla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q21856232,"Francisco Omar Plaini","Francisco Omar Plaini","Francisco Omar Plaini","Francisco Omar Plaini","Francisco Omar Plaini","Francisco Omar Plaini","Francisco Omar Plaini",male,politician,Francisco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q21856234,"Pedro Javier Pretto","Pedro Javier Pretto","Pedro Javier Pretto","Pedro Javier Pretto","Pedro Javier Pretto","Pedro Javier Pretto","Pedro Javier Pretto",male,politician,Pedro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q21856235,"Amado Quintar","Amado Quintar","Amado Quintar","Amado Quintar","Amado Quintar","Amado Quintar","Amado Quintar",male,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q21856236,"Analía Rach Quiroga","Analía Rach Quiroga","Analía Rach Quiroga","Analía Rach Quiroga","Analía Rach Quiroga","Analía Rach Quiroga","Analía Rach Quiroga",female,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q21856258,"María Fernanda Raverta","María Fernanda Raverta","María Fernanda Raverta","María Fernanda Raverta","María Fernanda Raverta","María Fernanda Raverta","María Fernanda Raverta",male,politician,"María",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q21856259,"José Luis Riccardo","José Luis Riccardo","José Luis Riccardo","José Luis Riccardo","José Luis Riccardo","José Luis Riccardo","José Luis Riccardo",male,politician,"José",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q21856260,"Olga María Rista","Olga María Rista","Olga María Rista","Olga María Rista","Olga María Rista","Olga María Rista","Olga María Rista",female,politician,Olga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q21856261,"Alberto Roberti","Alberto Roberti","Alberto Roberti","Alberto Roberti","Alberto Roberti","Alberto Roberti","Alberto Roberti",male,politician,Alberto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q21856262,"Matías David Rodríguez","Matías David Rodríguez","Matías David Rodríguez","Matías David Rodríguez","Matías David Rodríguez","Matías David Rodríguez","Matías David Rodríguez",male,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q21856263,"Rodrigo Martín Rodríguez","Rodrigo Martín Rodríguez","Rodrigo Martín Rodríguez","Rodrigo Martín Rodríguez","Rodrigo Martín Rodríguez","Rodrigo Martín Rodríguez","Rodrigo Martín Rodríguez",male,politician,Rodrigo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q21856264,"Carlos Gastón Roma","Carlos Gastón Roma","Carlos Gastón Roma","Carlos Gastón Roma","Carlos Gastón Roma","Carlos Gastón Roma","Carlos Gastón Roma",male,politician,Carlos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q21856265,"Oscar Alberto Romero","Oscar Alberto Romero","Oscar Alberto Romero","Oscar Alberto Romero","Oscar Alberto Romero","Oscar Alberto Romero","Oscar Alberto Romero",male,politician,Oscar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
