id,name__en,name__es,name__de,name__nl,name__fr,name__hu,name,wikipedia__en,image,gender,occupation,birth_date,death_date,given_name,original_wikiname,name__ru,identifier__NLAtrove,identifier__AuDB,family_name,twitter,identifier__google_knowledge,name__it,name__ja,wikipedia__fr,identifier__VIAF,identifier__NLA,name__nb,name__da,name__nn,name__sv,identifier__ISNI,name__cy,wikipedia__it,identifier__snac,wikipedia__ru,wikipedia__de,identifier__freebase,name__zh,wikipedia__zh,website,name__pl,wikipedia__pl,identifier__LCAuth,identifier__FAST,name__fi,name__sh,wikipedia__commons,wikipedia__fi,wikipedia__sh,identifier__quora,name__zh_hant,name__bs,name__hr,name__zh_cn,wikipedia__bs,wikipedia__hr,name__pt,wikipedia__pt,name__he,identifier__SUDOC,name__uk,wikipedia__uk,name__pa,wikipedia__pa,name__sk,wikipedia__skwikiquote,wikipedia__enwikisource,name__el,name__mg,wikipedia__mg,wikipedia__enwikiquote,identifier__IMDB,name__fa,wikipedia__simple,wikipedia__sv,identifier__BNF,name__vep,name__ar,wikipedia__ar,wikipedia__vep,name__ca,name__oc,wikipedia__es,name__zh_hans,name__zh_hk,name__zh_sg,name__zh_tw,name__ko,name__id,wikipedia__id,wikipedia__ko,name__si,wikipedia__si,name__af,name__an,name__ast,name__bar,name__bm,name__br,name__co,name__cs,name__de_at,name__de_ch,name__en_ca,name__en_gb,name__eo,name__et,name__eu,name__frc,name__frp,name__fur,name__ga,name__gd,name__gl,name__gsw,name__ia,name__ie,name__io,name__jam,name__kab,name__kg,name__lb,name__li,name__lij,name__lt,name__lv,name__min,name__ms,name__nap,name__nds,name__nds_nl,name__nrm,name__pap,name__pcd,name__pms,name__prg,name__pt_br,name__rgn,name__rm,name__ro,name__sc,name__scn,name__sco,name__sr_el,name__sw,name__tr,name__vec,name__vi,name__vls,name__vmf,name__vo,name__wa,name__wo,name__zu,identifier__hansard,identifier__OLID,identifier__NTA,identifier__NPG,name__la,wikipedia__fawikiquote,wikipedia__ja,wikipedia__la,wikipedia__plwikiquote,wikipedia__tr,identifier__MusicBrainz,wikipedia__fa,identifier__wikitree,wikipedia__cs,facebook,identifier__youtube,wikipedia__cswikiquote,wikipedia__he,wikipedia__nl,identifier__GND,identifier__Munzinger,identifier__CSPAN,name__sl,wikipedia__sl,wikipedia__vi,identifier__IIAF,identifier__Britannica,name__th,wikipedia__th,name__lmo,identifier__Gutenberg,wikipedia__hu,noble_title,name__hi,name__be,name__yo,name__mr,name__ne,wikipedia__be,wikipedia__da,wikipedia__ga,wikipedia__hi,wikipedia__mr,wikipedia__ne,wikipedia__no,wikipedia__sk,wikipedia__yo,identifier__NNDB,name__wuu,wikipedia__wuu,name__bg,wikipedia__bgwikiquote,identifier__Oxforddnb,identifier__ULAN
Q6880868,"Mitch Fifield","Mitch Fifield","Mitch Fifield","Mitch Fifield","Mitch Fifield",,"Mitch Fifield","Mitch Fifield",https://upload.wikimedia.org/wikipedia/commons/e/e4/Mitch_Fifield.jpg,male,,1967-01-16,,Mitch,"Mitch Fifield",,,,,,,"Mitch Fifield",,,,,,,,,,,,,,,,"米奇·發費爾德","米奇·發費爾德",,"Mitch Fifield","Mitch Fifield",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6939517,"Murray Watt",,"Murray Watt","Murray Watt","Murray Watt",,"Murray Watt","Murray Watt",,male,politician,1973-01-20,,Murray,,,,,Watt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6947670,"Myles Ferricks","Myles Ferricks","Myles Ferricks","Myles Ferricks","Myles Ferricks","Myles Ferricks","Myles Ferricks","Myles Ferricks",https://upload.wikimedia.org/wikipedia/commons/8/8a/Myles_Ferricks.jpg,male,politician,1875-11-12,1932-08-21,Myles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6962576,"Nancy Buttfield","Nancy Buttfield","Nancy Buttfield","Nancy Buttfield","Nancy Buttfield",,"Nancy Buttfield","Nancy Buttfield",,female,,1912-11-12,2005-09-04,Nancy,,,783639,,,,,,,,94254089,36046980,,,,,"0000 0000 6553 299X",,,w6tf081h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6968504,"Natasha Stott Despoja","Natasha Stott Despoja","Natasha Stott Despoja","Natasha Stott Despoja","Natasha Stott Despoja","Natasha Stott Despoja","Natasha Stott Despoja","Natasha Stott Despoja",https://upload.wikimedia.org/wikipedia/commons/2/2e/Natasha-Stott-Despoja.jpg,female,politician,1969-09-09,,Natasha,"Natasha Stott Despoja","Десподжа, Наташа Стотт",,,,,,,"ナターシャ・ストット・デスポジャ",,92962252,,,,,,,,,,"Десподжа, Наташа Стотт",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nm2465778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6989109,"Neil O'Sullivan",,"Neil O'Sullivan","Neil O'Sullivan","Neil O'Sullivan",,"Neil O'Sullivan","Neil O'Sullivan","https://upload.wikimedia.org/wikipedia/commons/9/98/Neil_O'Sullivan.jpg",male,lawyer,1900-08-02,1968-07-04,Neil,,,,osullivan-sir-michael-neil-11320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7026792,"Nick Bolkus","Nick Bolkus","Nick Bolkus","Nick Bolkus","Nick Bolkus","Nick Bolkus","Nick Bolkus","Nick Bolkus",,male,politician,1950-07-17,,Nick,"Nick Bolkus",,,,,,,,,,93051434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7027920,"Nick Sherry","Nick Sherry","Nick Sherry","Nick Sherry","Nick Sherry","Nick Sherry","Nick Sherry","Nick Sherry",,male,politician,1955-11-19,,Nick,"Nick Sherry",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7028174,"Nick Xenophon","Nick Xenophon","Nick Xenophon","Nick Xenophon","Nick Xenophon","Nick Xenophon","Nick Xenophon","Nick Xenophon",https://upload.wikimedia.org/wikipedia/commons/d/d8/2009_07_24_Nick_Xenophon_speaking_cropped.jpg,male,politician,1959-01-29,,Nick,"Nick Xenophon",,1460623,,,,,,"ニック・ゼノフォン",,120127069,,,,,,,,,,,,,"尼克·瑟諾芬","尼克·瑟諾芬",,,,,,,,"Category:Nick Xenophon",,,Nick-Xenophon,,,,,,,,,,,,,,,,,"Author:Nicholas Xenophon",,,,"Nick Xenophon",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Nick Xenophon",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Nick Xenophon",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7032631,"Nigel Scullion","Nigel Scullion","Nigel Scullion","Nigel Scullion","Nigel Scullion",,"Nigel Scullion","Nigel Scullion",https://upload.wikimedia.org/wikipedia/commons/0/09/Nigel_Scullion.jpg,male,,1956-05-04,,Nigel,"Nigel Scullion",,,,,,,"Nigel Scullion",,,,,,,,,,,,,,,,"奈格爾·斯卡良","奈格爾·斯卡良",,"Nigel Scullion","Nigel Scullion",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7046901,"Noel Crichton-Browne",,,"Noel Crichton-Browne","Noel Crichton-Browne",,"Noel Crichton-Browne","Noel Crichton-Browne",,male,,1944-02-02,,Noel,"Noel Crichton-Browne",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7051574,"Norm Sanders","Norm Sanders","Norm Sanders","Norm Sanders","Norm Sanders","Norm Sanders","Norm Sanders","Norm Sanders",,male,politician,1932-10-15,,Norm,"Norm Sanders",,,,Sanders,,,"Norm Sanders",,,62909487,,,,,,,,,,,,/m/0kr_m7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7052200,"Norman Ewing","Norman Ewing","Norman Ewing","Norman Ewing","Norman Ewing","Norman Ewing","Norman Ewing","Norman Ewing",https://upload.wikimedia.org/wikipedia/commons/8/85/Norman_K._Ewing.jpg,male,politician,1870-12-26,1928-07-19,Norman,,,,ewing-norman-kirkwood-6128,,,,,,,91337800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7087226,"Olive Zakharov","Olive Zakharov",,"Olive Zakharov","Olive Zakharov","Olive Zakharov","Olive Zakharov","Olive Zakharov",,female,politician,1929-03-19,1995-03-06,Olive,"Olive Zakharov",,,,,,,,,,93394355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7087397,"Oliver Badman",,"Oliver Badman","Oliver Badman","Oliver Badman",,"Oliver Badman","Oliver Badman",https://upload.wikimedia.org/wikipedia/commons/a/a1/Albert_Badman.jpg,male,politician,1885-12-18,1977-04-24,Oliver,,,,,,,,"Oliver Badman",,,,,,,,,,,,w6903cc7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7087905,"Oliver Uppill","Oliver Uppill","Oliver Uppill","Oliver Uppill","Oliver Uppill","Oliver Uppill","Oliver Uppill","Oliver Uppill",https://upload.wikimedia.org/wikipedia/commons/a/af/Oliver_Uppill.jpg,male,politician,1876-05-09,1946-02-28,Oliver,,,,,,,,"Oliver Uppill",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7143631,"Pat Kennelly",,"Pat Kennelly","Pat Kennelly","Pat Kennelly",,"Pat Kennelly","Pat Kennelly",,male,politician,1900-06-03,1981-10-12,Pat,,,,kennelly-patrick-john-pat-12732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7146371,"Patrick Dodson","Patrick Dodson","Patrick Dodson","Patrick Dodson","Patrick Dodson",,"Patrick Dodson","Pat Dodson",,male,,1948-01-29,,Patrick,"Pat Dodson",,609915,,,,,,,,13382837,36042422,,,,,"0000 0000 7870 2361",,,w6z332gs,,,,,,,,,n91107538,293882,,,,,,,,,,,,,,,,087888122,,,,,,,,"Πάτρικ Ντόντσον",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7147038,"Patrick Lynch","Patrick Lynch","Patrick Lynch","Patrick Lynch","Patrick Lynch","Patrick Lynch","Patrick Lynch","Patrick Lynch (Australian politician)",,male,politician,1867-05-24,1944-01-15,Patrick,,"Патрик Линч",,lynch-patrick-joseph-paddy-7271,,,,,,,70819171,,,,,,,,,w61g0zh8,,,,,,,,,n2006058342,1650359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7147240,"Patrick Mooney","Patrick Mooney","Patrick Mooney","Patrick Mooney","Patrick Mooney","Patrick Mooney","Patrick Mooney","Patrick Mooney (Australian politician)",https://upload.wikimedia.org/wikipedia/commons/e/ec/Patrick_Mooney.jpg,male,politician,1880-01-07,1942-12-23,Patrick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7149687,"Paul Calvert","Paul Calvert","Paul Calvert","Paul Calvert","Paul Calvert","Paul Calvert","Paul Calvert","Paul Calvert",,male,politician,1940-01-19,,Paul,"Paul Calvert","Калверт, Пол",,,,,,"Paul Calvert",,,,,,,,,,,,,"Калверт, Пол",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7152401,"Paul McLean",,"Paul McLean",,"Paul McLean",,"Paul McLean","Paul McLean (politician)",,male,,1937-03-13,,Paul,"Paul McLean (Australian politician)",,,,,,,,,,94141834,,,,,,"0000 0000 7905 8088",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7164452,"Penny Wright","Penny Wright","Penny Wright",,"Penny Wright",,"Penny Wright","Penny Wright",https://upload.wikimedia.org/wikipedia/commons/4/44/Penny_Wright.jpg,female,,1961-01-19,,Penny,"Penny Wright","Пенни Райт",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Category:Penny Wright",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7167212,"Percy Abbott","Percy Abbott","Percy Abbott","Percy Abbott","Percy Abbott","Percy Abbott","Percy Abbott","Percy Abbott (Australian politician)",https://upload.wikimedia.org/wikipedia/commons/b/be/Percy_Abbott.jpg,male,politician,1869-05-14,1940-09-09,Percy,,,1465569,abbott-percy-phipps-4962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7172714,"Peter Baume","Peter Baume","Peter Baume","Peter Baume","Peter Baume",,"Peter Baume","Peter Baume",,male,physician,1935-01-30,,Peter,"Peter Baume",,,,,,,"Peter Baume",,,106239469,,,,,,"0000 0000 7901 0471",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7173773,"Peter Durack","Peter Durack","Peter Durack","Peter Durack","Peter Durack",,"Peter Durack","Peter Durack",https://upload.wikimedia.org/wikipedia/commons/d/d2/Peter_Durack(1948).jpg,male,barrister,1926-10-20,2008-07-13,Peter,"Peter Durack",,615775,,,,,,,,78026276,,,,,,,,,w67403rg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7176513,"Peter Rae",,"Peter Rae","Peter Rae","Peter Rae",,"Peter Rae","Peter Rae",,male,politician,1932-09-24,,Peter,,,,,,,,"Peter Rae",,,94398779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7176939,"Peter Sim",,"Peter Sim","Peter Sim","Peter Sim",,"Peter Sim","Peter Sim",,male,politician,1917-06-21,2015-07-29,Peter,,"Питер Сим",,,,,,"Peter Sim",,,,,,,,,,"Peter Sim",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7177577,"Peter Walsh","Peter Walsh","Peter Walsh","Peter Walsh","Peter Walsh","Peter Walsh","Peter Walsh","Peter Walsh (Australian politician)",https://upload.wikimedia.org/wikipedia/commons/4/49/Peter_Walsh.jpg,male,politician,1935-03-11,2015-04-10,Peter,"Peter Walsh (Western Australian politician)","Питер Уолш",483871,,,,,,,,94476597,36236567,,,,"Peter Walsh","0000 0000 8167 1316","Peter Walsh",,,,,,,,,,,n95051427,356447,,,,,,,,,,,,,,,,,,,,,,,,,,,,nm3985603,,"Peter Walsh (Australian politician)","Peter Walsh (politiker)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120031957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7177677,"Peter Whish-Wilson","Peter Whish-Wilson",,"Peter Whish-Wilson","Peter Whish-Wilson","Peter Whish-Wilson","Peter Whish-Wilson","Peter Whish-Wilson",https://upload.wikimedia.org/wikipedia/commons/8/83/Peter_Whish-Wilson.jpg,male,economist,1968-02-24,,Peter,"Peter Whish-Wilson",,,,,,,,,,,,,,,,,,,,,,,"彼得·威什-威爾森","彼得·威什-威爾森",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7184053,"Philip McBride",,"Philip McBride",,"Philip McBride",,"Philip McBride","Philip McBride",https://upload.wikimedia.org/wikipedia/commons/4/42/Philip_McBride.jpg,male,,1892-06-18,1982-07-14,Philip,,,,mcbride-sir-philip-albert-15051,,,,"Philip McBride",,,92117437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7297395,"Ray Devlin",,,"Ray Devlin","Ray Devlin",,"Ray Devlin","Ray Devlin",,male,politician,1926-03-17,1995-05-17,Ray,"Ray Devlin",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7307733,"Reg Bishop",,"Reg Bishop","Reg Bishop","Reg Bishop",,"Reg Bishop","Reg Bishop",,male,politician,1913-02-04,1999-07-03,Reg,,,,,,,,"Reg Bishop",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7307830,"Reg Murray",,"Reg Murray","Reg Murray","Reg Murray",,"Reg Murray","Reg Murray",https://upload.wikimedia.org/wikipedia/commons/7/79/Reginald_Murray.jpg,male,politician,1909-04-25,1962-11-25,Reg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7307875,"Reg Turnbull","Reg Turnbull","Reg Turnbull","Reg Turnbull","Reg Turnbull","Reg Turnbull","Reg Turnbull","Reg Turnbull",,male,"military physician",1908-02-21,2006-07-17,Reg,,,,,,,,"Reg Turnbull",,,93264504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7307885,"Reg Withers","Reg Withers","Reg Withers","Reg Withers","Reg Withers",,"Reg Withers","Reg Withers",https://upload.wikimedia.org/wikipedia/commons/b/b0/Reg_Withers_1991.png,male,,1924-10-26,2014-11-15,Reg,,,546137,,,,,,,,92926658,35623278,,,,,,"Reg Withers",,w68d07r6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Reg Withers",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7307886,"Reg Wright",,"Reg Wright","Reg Wright","Reg Wright",,"Reg Wright","Reg Wright",,male,politician,1905-07-10,1990-03-10,Reg,,,,wright-sir-reginald-charles-15815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7319275,"Rex Pearson",,"Rex Pearson","Rex Pearson","Rex Pearson",,"Rex Pearson","Rex Pearson",,male,politician,1905-01-13,1961-09-11,Rex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
