id,name__de,name__nds,name__nb,name__da,name__nn,name__sv,name__fr,name__en,name__cy,name__nl,name,wikipedia__de,wikipedia__nds,gender,birth_date,death_date,family_name,given_name,identifier__bundestag,original_wikiname,name__es,name__ca,name__oc,name__hu,wikipedia__en,image,identifier__VIAF,identifier__GND,name__la,name__pl,wikipedia__fr,wikipedia__la,wikipedia__pl,identifier__freebase,name__it,name__bar,name__cs,name__de_at,name__de_ch,name__en_ca,name__en_gb,name__fi,name__pt,name__tr,wikipedia__commons,identifier__ISNI,identifier__LCAuth,identifier__ULAN,identifier__NTA,identifier__Munzinger,identifier__BNF,name__gl,identifier__FAST,identifier__ODIS,identifier__GTAA,website,facebook,name__af,name__an,name__ast,name__br,name__co,name__eo,name__et,name__eu,name__frp,name__fur,name__ga,name__gd,name__hr,name__ia,name__id,name__ie,name__io,name__is,name__kg,name__lb,name__li,name__lij,name__mg,name__min,name__ms,name__nap,name__nds_nl,name__nrm,name__pcd,name__pms,name__pt_br,name__rm,name__ro,name__sc,name__scn,name__sco,name__sk,name__sl,name__sr_el,name__sw,name__vec,name__vi,name__vls,name__vo,name__wa,name__wo,name__zu,name__gsw,wikipedia__dewikiquote,identifier__SUDOC,wikipedia__no,identifier__NLI,identifier__EuroparlMEP,twitter,name__ja,wikipedia__ja,identifier__OLID,identifier__CANTIC,name__zh,name__ru,name__ko,name__fa,wikipedia__ca,wikipedia__cs,wikipedia__da,wikipedia__eo,wikipedia__es,wikipedia__et,wikipedia__fa,wikipedia__fi,wikipedia__hu,wikipedia__it,wikipedia__ko,wikipedia__nl,wikipedia__pt,wikipedia__ro,wikipedia__ru,wikipedia__simple,wikipedia__sv,wikipedia__tr,wikipedia__zh,identifier__NDL,identifier__filmportal_de,wikipedia__als,name__ar,name__el,name__he,name__uk,name__eml,name__nah,wikipedia__ar,wikipedia__bar,wikipedia__cswikiquote,wikipedia__el,wikipedia__eml,wikipedia__frwikiquote,wikipedia__he,wikipedia__ie,wikipedia__nah,wikipedia__plwikiquote,wikipedia__uk,name__be_tarask,wikipedia__be_x_old,wikipedia__enwikiquote,wikipedia__mg,wikipedia__oc,name__bs,name__lmo,name__lt,name__sq,name__war,name__hy,name__hsb,wikipedia__af,wikipedia__hsb,wikipedia__hy,wikipedia__id,wikipedia__io,wikipedia__is,wikipedia__itwikiquote,wikipedia__lt,wikipedia__sco,wikipedia__sk,wikipedia__vi,wikipedia__war,identifier__NKC,name__ceb,wikipedia__lb,name__zh_hans,name__zh_hant,name__zh_hk,name__zh_cn,name__zh_sg,name__zh_tw,name__be,name__sh,name__sr_ec,name__bg,name__ka,name__sr,name__lv,name__qu,name__fy,wikipedia__be,wikipedia__bg,wikipedia__eswikiquote,wikipedia__eu,wikipedia__hr,wikipedia__ka,wikipedia__lv,wikipedia__ptwikiquote,wikipedia__qu,wikipedia__sh,wikipedia__sl,wikipedia__sr,identifier__IMDB,identifier__MusicBrainz,identifier__BNE,identifier__NUKAT,identifier__NNDB,identifier__GNC,identifier__Britannica,identifier__SELIBR,identifier__ADS,identifier__N6I,name__dsb,name__ksh,name__ku,name__mk,name__mr,name__pnb,name__tg,name__yo,name__ta,name__hi,name__stq,name__uz,name__ur,wikipedia__an,wikipedia__br,wikipedia__bs,wikipedia__cy,wikipedia__dewikivoyage,wikipedia__dsb,wikipedia__eowikiquote,wikipedia__fy,wikipedia__gl,wikipedia__glwikiquote,wikipedia__hi,wikipedia__huwikiquote,wikipedia__ksh,wikipedia__ku,wikipedia__mk,wikipedia__mr,wikipedia__nn,wikipedia__pnb,wikipedia__ruwikiquote,wikipedia__sc,wikipedia__sq,wikipedia__stq,wikipedia__svwikiquote,wikipedia__sw,wikipedia__tg,wikipedia__ur,wikipedia__uz,wikipedia__yo,identifier__NLA,identifier__PTBNP,identifier__BIBSYS,identifier__NLAtrove,identifier__NPG,identifier__discogs,identifier__BVMC,name__vmf,name__kk,wikipedia__kk,name__az,name__bn,name__bo,name__ckb,name__cv,name__diq,name__ext,name__fo,name__gv,name__ha,name__ilo,name__jv,name__koi,name__lad,name__mhr,name__ml,name__mn,name__my,name__nov,name__pag,name__pdc,name__ps,name__sah,name__th,name__tl,name__tt,name__ty,name__mzn,name__se,name__nan,name__hak,name__pa,name__kw,name__arz,name__yi,name__tet,name__am,name__ne,name__yue,name__zea,name__wuu,name__mai,wikipedia__am,wikipedia__arz,wikipedia__ast,wikipedia__az,wikipedia__azwikiquote,wikipedia__bgwikiquote,wikipedia__bn,wikipedia__bo,wikipedia__cawikiquote,wikipedia__ckb,wikipedia__cswikinews,wikipedia__cv,wikipedia__cywikiquote,wikipedia__dewikinews,wikipedia__diq,wikipedia__elwikiquote,wikipedia__enwikinews,wikipedia__enwikisource,wikipedia__eowikinews,wikipedia__eswikinews,wikipedia__ext,wikipedia__fiwikiquote,wikipedia__fo,wikipedia__frp,wikipedia__frwikinews,wikipedia__ga,wikipedia__gd,wikipedia__gv,wikipedia__hak,wikipedia__ha,wikipedia__ia,wikipedia__idwikiquote,wikipedia__ilo,wikipedia__itwikinews,wikipedia__jv,wikipedia__koi,wikipedia__kowikinews,wikipedia__kw,wikipedia__lad,wikipedia__li,wikipedia__lmo,wikipedia__mai,wikipedia__mhr,wikipedia__ml,wikipedia__mn,wikipedia__ms,wikipedia__my,wikipedia__mzn,wikipedia__ne,wikipedia__nlwikiquote,wikipedia__nov,wikipedia__pag,wikipedia__pa,wikipedia__pdc,wikipedia__ps,wikipedia__ptwikinews,wikipedia__ruwikinews,wikipedia__sah,wikipedia__scn,wikipedia__se,wikipedia__slwikiquote,wikipedia__srwikinews,wikipedia__svwikinews,wikipedia__ta,wikipedia__tet,wikipedia__th,wikipedia__tl,wikipedia__trwikinews,wikipedia__trwikiquote,wikipedia__tt,wikipedia__ty,wikipedia__ukwikiquote,wikipedia__vo,wikipedia__wuu,wikipedia__yi,wikipedia__zea,wikipedia__zh_min_nan,wikipedia__zh_yue,wikipedia__zhwikinews,identifier__AlloCine,identifier__LNB,identifier__CSPAN,identifier__PORT,married_name,identifier__kinopoisk,identifier__CSFD,wikipedia__species,wikipedia__bswikiquote,identifier__CERL,wikipedia__rowikiquote,identifier__parlement,identifier__BAV,identifier__SFDb,identifier__PACE,identifier__halensis,name__rw,wikipedia__rw,electoral_district,identifier__DBNL,pseudonym,identifier__britishmuseum,identifier__heidelberg,identifier__BBF,identifier__MGP,identifier__zbMATH,identifier__NLP,name__ht,wikipedia__ht,identifier__BPN,name__aa,name__ace,name__ak,name__ang,name__ay,name__bcl,name__bi,name__bjn,name__bm,name__cbk_zam,name__cdo,name__ch,name__cho,name__chy,name__cr,name__crh_latn,name__csb,name__de_formal,name__dtp,name__ee,name__egl,name__ff,name__fit,name__fj,name__frc,name__frr,name__gag,name__gn,name__jbo,name__sn,name__su,identifier__HDS,wikipedia__ltwikiquote,name__pfl,wikipedia__pfl,birth_name,identifier__BMLO,wikipedia__arwikiquote,wikipedia__co,wikipedia__hewikiquote,wikipedia__liwikiquote,wikipedia__pms,wikipedia__skwikiquote,identifier__OpenPlaques,name__vro,name__sa,wikipedia__fiu_vro,wikipedia__sa,identifier__SCOPE,wikipedia__fawikiquote,name__hrx,name__lfn,name__pdt,name__sli,wikipedia__ang,identifier__elonet,identifier__IIAF,identifier__CiNii,identifier__saebi,name__jam,name__kab,name__pap,name__prg,name__rgn,name__ky,wikipedia__ky,identifier__Oxforddnb,identifier__hansard,name__mt,identifier__senate_nl,identifier__DNF,name__kana,identifier__allmovie,name__te,wikipedia__te,instagram,wikipedia__kowikiquote,identifier__CTHS,identifier__magdeburg,identifier__bigenc_ru,identifier__youtube,identifier__wikitree,wikipedia__nowikiquote,name__szl,wikipedia__szl,identifier__NSK,identifier__google_knowledge,wikipedia__azb,identifier__guardian_topic,name__azb,identifier__google_plus,occupation,wikipedia__ay,identifier__nobel_prize,identifier__BiblioNet,wikipedia__frr,wikipedia__arwikinews,identifier__flickr,identifier__nyt_topic,identifier__nlg,name__als,identifier__ne_se,identifier__quora,identifier__snac,email,wikipedia__xmf,name__xmf,wikipedia__bewikiquote,name__or,identifier__persee,name__hif_latn,name__hil,name__ho,name__hz,name__ig,name__ik,name__ike_latn,name__kaa,name__ki,name__kk_latn,name__kk_tr,name__ku_latn,name__rup,name__tpi
Q100514,Wilhelm Banse,Wilhelm Banse,Wilhelm Banse,Wilhelm Banse,Wilhelm Banse,Wilhelm Banse,Wilhelm Banse,Wilhelm Banse,,Wilhelm Banse,Wilhelm Banse,Wilhelm Banse,,male,1911-04-18,1965-04-16,Banse,Wilhelm,,Wilhelm Banse,Wilhelm Banse,Wilhelm Banse,,,,,,,,Wilhelm Banse,,,Wilhelm Banse,,Wilhelm Banse,Wilhelm Banse,,,,,,,,,,,,,,,,Wilhelm Banse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wilhelm Banse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wilhelm Banse,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wilhelm Banse,,,,,,,,,,,,,,,,,,,,,,,,,Wilhelm Banse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wilhelm Banse,,,,,,,,Wilhelm Banse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q100613,Willi Agatz,Willi Agatz,Willi Agatz,Willi Agatz,Willi Agatz,Willi Agatz,Willi Agatz,Wilhelm Agatz,,Willi Agatz,Willi Agatz,Willi Agatz,,male,1904,1957,,Willi,,Willi Agatz,Wilhelm Agatz,,,Wilhelm Agatz,,,38021996,130302856,Gulielmus Agatz,,,Gulielmus Agatz,,,,Willi Agatz,,,,,,,,,,0000 0000 2112 8602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Willi Agatz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Willi Agatz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Willi Agatz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Willi Agatz,,,,,,,,Willi Agatz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q100615,Yvonne Ploetz,Yvonne Ploetz,Yvonne Ploetz,Yvonne Ploetz,Yvonne Ploetz,Yvonne Ploetz,Yvonne Ploetz,Yvonne Ploetz,,Yvonne Ploetz,Yvonne Ploetz,Yvonne Ploetz,,female,1984-09-28,,,Yvonne,http://webarchiv.bundestag.de/archive/2013/1212/bundestag/abgeordnete17/biografien/P/ploetz_yvonne.html,Yvonne Ploetz,Yvonne Ploetz,,,Yvonne Ploetz,Yvonne Ploetz,https://upload.wikimedia.org/wikipedia/commons/e/ef/Yvonne_Ploetz.jpg,300077946,1034103091,Iva Ploetz,,,Iva Ploetz,,,,Yvonne Ploetz,,,,,,,,,Category:Yvonne Ploetz,,no2013073623,,,,167283847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yvonne Ploetz,,,,,,,,,,,,,,,,,,,,,,,Yvonne Ploetz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yvonne Ploetz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yvonne Ploetz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yvonne Ploetz,,,,,,,,Yvonne Ploetz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q100617,Rolf Schwanitz,Rolf Schwanitz,,,,,Rolf Schwanitz,Rolf Schwanitz,,Rolf Schwanitz,Rolf Schwanitz,Rolf Schwanitz,,male,1959,,,Rolf,http://webarchiv.bundestag.de/archive/2013/1212/bundestag/abgeordnete17/biografien/S/schwanitz_rolf.html,Rolf Schwanitz,Rolf Schwanitz,,,Rolf Schwanitz,Rolf Schwanitz,"https://upload.wikimedia.org/wikipedia/commons/4/4f/Bundesarchiv_Bild_183-1990-0328-304,_Rolf_Schwanitz.jpg",24105410,1029705089,Rudolphus Schwanitz,,,Rudolphus Schwanitz,,/m/0c6bfpq,,Rolf Schwanitz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rolf Schwanitz,,,,,,,,,,,,Рольф Шваниц,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rolf Schwanitz,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rolf Schwanitz,,,,,,,,,,,,,,,,,,,,,,,,,Rolf Schwanitz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rolf Schwanitz,,,,,,,,Rolf Schwanitz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q100797,Florian Pronold,Florian Pronold,Florian Pronold,Florian Pronold,Florian Pronold,Florian Pronold,Florian Pronold,Florian Pronold,Florian Pronold,Florian Pronold,Florian Pronold,Florian Pronold,,male,1972-12-28,,,Florian,http://www.bundestag.de/bundestag/abgeordnete18/biografien/P/pronold_florian.html,Florian Pronold,Florian Pronold,Florian Pronold,Florian Pronold,Florian Pronold,,https://upload.wikimedia.org/wikipedia/commons/6/6e/Florian_Pronold_2012_Politischer_Aschermittwoch_SPD_Vilshofen_1.jpg,233693067,,,Florian Pronold,,,,,Florian Pronold,Florian Pronold,Florian Pronold,Florian Pronold,Florian Pronold,Florian Pronold,Florian Pronold,Florian Pronold,Florian Pronold,,Category:Florian Pronold,,,,,00000025608,,Florian Pronold,,,,https://florianpronold.de,florian.pronold,Florian Pronold,Florian Pronold,Florian Pronold,Florian Pronold,Florian Pronold,Florian Pronold,Florian Pronold,Florian Pronold,Florian Pronold,Florian Pronold,Florian Pronold,Florian Pronold,Florian Pronold,Florian Pronold,Florian Pronold,Florian Pronold,Florian Pronold,Florian Pronold,Florian Pronold,Florian Pronold,Florian Pronold,Florian Pronold,Florian Pronold,Florian Pronold,Florian Pronold,Florian Pronold,Florian Pronold,Florian Pronold,Florian Pronold,Florian Pronold,Florian Pronold,Florian Pronold,Florian Pronold,Florian Pronold,Florian Pronold,Florian Pronold,Florian Pronold,Florian Pronold,Florian Pronold,Florian Pronold,Florian Pronold,Florian Pronold,Florian Pronold,Florian Pronold,Florian Pronold,Florian Pronold,Florian Pronold,Florian Pronold,,,Florian Pronold,,,FlorianPronold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Florian Pronold,,,,,,,,,,,,,,,,,,,,,,,,,,,,Florian Pronold,,,,,,,,,,,,,,,,,,,,,,,,,Florian Pronold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Florian Pronold,,,,,,,,Florian Pronold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q100805,Peter Corterier,Peter Corterier,Peter Corterier,Peter Corterier,Peter Corterier,Peter Corterier,Peter Corterier,Peter Corterier,,Peter Corterier,Peter Corterier,Peter Corterier,,male,1936-06-19,2017-02-22,,Peter,,Peter Corterier,Peter Corterier,,,Peter Corterier,,"https://upload.wikimedia.org/wikipedia/commons/5/5f/Bundesarchiv_B_145_Bild-F047052-0004,_Europa-Union_Deutschland,_22._Kongress.jpg",17763996,108300668,,,,,,,,Peter Corterier,,,,,,,,,,,no2003018845,,,00000016395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Peter Corterier,,,Peter Corterier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Peter Corterier,,,,,,,,,,,,,,,,,,,,,,,,,,,,Peter Corterier,,,,,,,,,,,,,,,,,,,,,,,,,Peter Corterier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Peter Corterier,,,,,,,,Peter Corterier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q100838,Herbert Gruhl,Herbert Gruhl,Herbert Gruhl,Herbert Gruhl,Herbert Gruhl,Herbert Gruhl,Herbert Gruhl,Herbert Gruhl,,Herbert Gruhl,Herbert Gruhl,Herbert Gruhl,,male,1921,1993,,Herbert,,Herbert Gruhl,Herbert Gruhl,,,Herbert Gruhl,,https://upload.wikimedia.org/wikipedia/commons/f/f3/Gruhl.jpg,93101189,118825917,,,,,,,,Herbert Gruhl,,,,,,,,,Category:Herbert Gruhl,0000 0001 0925 4291,n83140175,,069750874,00000014716,123147331,,,,,,,,,,,,Herbert Gruhl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Herbert Gruhl,Herbert Gruhl,032041918,,,,,ヘルベルト・グルール,,,,,,,,,,,Herbert Gruhl,,,,,,,,,,,,,Herbert Gruhl,,,00441871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Herbert Gruhl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Herbert Gruhl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1041591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Herbert Gruhl,,,,,,,,Herbert Gruhl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q100915,Hellmut Kalbitzer,Hellmut Kalbitzer,Hellmut Kalbitzer,Hellmut Kalbitzer,Hellmut Kalbitzer,Hellmut Kalbitzer,Hellmut Kalbitzer,Hellmut Kalbitzer,Hellmut Kalbitzer,Hellmut Kalbitzer,Hellmut Kalbitzer,Hellmut Kalbitzer,,male,1913-11-17,2006,,Hellmut,,Hellmut Kalbitzer,Hellmut Kalbitzer,,,Hellmut Kalbitzer,,,121857815,118829432,,Hellmut Kalbitzer,,,Hellmut Kalbitzer,,,Hellmut Kalbitzer,,,,,,,,,,,,,071325085,00000008227,,Hellmut Kalbitzer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hellmut Kalbitzer,,152771131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hellmut Kalbitzer,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hellmut Kalbitzer,,,,,,,,,,,,,,,,,,,,,,,,,Hellmut Kalbitzer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hellmut Kalbitzer,,,,,,,,Hellmut Kalbitzer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q100924,Holger Bartsch,Holger Bartsch,Holger Bartsch,Holger Bartsch,Holger Bartsch,Holger Bartsch,Holger Bartsch,Holger Bartsch,,Holger Bartsch,Holger Bartsch,Holger Bartsch,,male,1941-03-28,,Bartsch,Holger,,Holger Bartsch,Holger Bartsch,Holger Bartsch,,,,,,,,Holger Bartsch,,,Holger Bartsch,,,Holger Bartsch,,,,,,,,,,,,,,,,Holger Bartsch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Holger Bartsch,,,,,,,ホルガー・バルチュ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Holger Bartsch,,,,,,,,,,,,,,,,,,,,,,,,,,,,Holger Bartsch,,,,,,,,,,,,,,,,,,,,,,,,,Holger Bartsch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Holger Bartsch,,,,,,,,Holger Bartsch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q100960,Michaela Geiger,Michaela Geiger,Michaela Geiger,Michaela Geiger,Michaela Geiger,Michaela Geiger,Michaela Geiger,Michaela Geiger,,Michaela Geiger,Michaela Geiger,Michaela Geiger,,female,1943,1998-12-30,,Michaela,http://webarchiv.bundestag.de/archive/2007/0206/mdb/mdb14/bio/G/geigemi0.html,Michaela Geiger,Michaela Geiger,,,Michaela Geiger,,,85164704,12025364X,,,Michaela Geiger,,,,,Michaela Geiger,,,,,,,,,Category:Michaela Geiger,,n88299961,,,00000019167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Michaela Geiger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Michaela Geiger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Michaela Geiger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Michaela Geiger,,,,,,,,Michaela Geiger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q100986,Dirk Becker,Dirk Becker,Dirk Becker,Dirk Becker,Dirk Becker,Dirk Becker,Dirk Becker,Dirk Becker,,Dirk Becker,Dirk Becker,Dirk Becker,,male,1966-05-04,,Becker,Dirk,http://www.bundestag.de/bundestag/abgeordnete18/biografien/B/becker_dirk.html,Dirk Becker,Dirk Becker,Dirk Becker,Dirk Becker,Dirk Becker,Dirk Becker,,52535014,,Theodericus Becker,,,Theodericus Becker,,/m/0dn1z9,,Dirk Becker,,,,Dirk Becker,Dirk Becker,,,,,,,,,,,,,,,http://www.becker-mdb.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dirk Becker,,,,,,,,,,,,Дирк Беккер,,دیرک بکر,,,,,,,دیرک بکر,,,,,,,,,,,,,,,,ديرك بيكر,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dirk Becker,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dirk Becker,,,,,,,,,,,,,,,,,,,,,,,,,Dirk Becker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dirk Becker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dirk Becker,,,,,,,,Dirk Becker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
