id,name__en,name__fi,name__sv,name__es,name__nl,name__de,name__nb,name__da,name__nn,name__fr,name__hu,name,wikipedia__en,wikipedia__fi,wikipedia__sv,gender,occupation,identifier__ISNI,identifier__VIAF,birth_date,identifier__freebase,family_name,given_name,identifier__Riksdagen,original_wikiname,name__it,name__cy,death_date,name__be_tarask,wikipedia__be_x_old,image,name__af,name__se,name__pl,name__pt,wikipedia__de,wikipedia__es,wikipedia__nn,wikipedia__no,wikipedia__pl,wikipedia__svwikiquote,identifier__IMDB,wikipedia__commons,name__la,name__id,name__uk,wikipedia__da,wikipedia__fr,wikipedia__id,wikipedia__la,wikipedia__pt,wikipedia__uk,identifier__EuroparlMEP,name__an,name__ast,name__bar,name__bm,name__br,name__ca,name__co,name__cs,name__de_at,name__de_ch,name__en_ca,name__en_gb,name__eo,name__et,name__eu,name__frc,name__frp,name__fur,name__ga,name__gd,name__gl,name__gsw,name__hr,name__ia,name__ie,name__io,name__jam,name__kab,name__kg,name__lb,name__li,name__lij,name__lt,name__lv,name__mg,name__min,name__ms,name__nap,name__nds,name__nds_nl,name__nrm,name__oc,name__pap,name__pcd,name__pms,name__prg,name__pt_br,name__rgn,name__rm,name__ro,name__sc,name__scn,name__sco,name__sk,name__sw,name__tr,name__vec,name__vi,name__vls,name__vmf,name__vo,name__wa,name__wo,name__zu,name__ru,name__is,name__hy,wikipedia__eo,wikipedia__is,wikipedia__ru,wikipedia__simple,identifier__SELIBR,twitter,website,wikipedia__et,wikipedia__oc,identifier__LCAuth,identifier__SUDOC,identifier__FAST,name__ko,wikipedia__ko,name__fa,name__zh,wikipedia__fa,identifier__PACE,wikipedia__it,wikipedia__ro,identifier__BNF,identifier__SFDb,identifier__elonet,identifier__kinopoisk,identifier__DNF,wikipedia__sco,wikipedia__nl,name__zh_hant,name__zh_cn,name__el,identifier__OLID,name__bs,name__lmo,name__sl,name__sq,name__ja,name__ar,wikipedia__ar,wikipedia__ca,identifier__GND,wikipedia__tr,wikipedia__mg,name__fo,wikipedia__fo,wikipedia__ja,name__ka,name__ta,name__sh,name__mr,name__mk,name__he,name__be,name__ur,name__ty,name__hsb,wikipedia__be,wikipedia__br,wikipedia__cs,wikipedia__cswikiquote,wikipedia__el,wikipedia__fawikiquote,wikipedia__he,wikipedia__hsb,wikipedia__hu,wikipedia__hy,wikipedia__ka,wikipedia__lb,wikipedia__lt,wikipedia__lv,wikipedia__mr,wikipedia__ms,wikipedia__sh,wikipedia__sq,wikipedia__ta,wikipedia__ur,wikipedia__vi,wikipedia__zh,identifier__parlement,facebook,identifier__wikitree,name__bg,wikipedia__bg,wikipedia__fiwikiquote,wikipedia__ie,name__ku_arab,name__ku_latn,name__ku,wikipedia__ku,weblog,name__yo,name__sr,wikipedia__an,wikipedia__bs,wikipedia__gd,wikipedia__hr,wikipedia__io,wikipedia__mk,wikipedia__plwikiquote,wikipedia__sr,wikipedia__yo,identifier__NNDB,identifier__Munzinger,identifier__GTAA,wikipedia__enwikiquote,wikipedia__etwikiquote,identifier__NTA,name__zh_hans,name__zh_hk,name__zh_sg,name__zh_tw,wikipedia__gl,wikipedia__sk,identifier__Britannica,name__ckb,wikipedia__ckb,wikipedia__sw,name__fit,name__bn,identifier__NLI,name__sah,wikipedia__sah,wikipedia__nds,identifier__PORT,identifier__CSFD,name__sr_el,identifier__kansallisbiografia,name__az,name__hi,name__mn,name__qu,wikipedia__af,wikipedia__az,wikipedia__bn,wikipedia__frwikiquote,wikipedia__hi,wikipedia__mn,wikipedia__qu,wikipedia__se,wikipedia__eu,name__th,wikipedia__th,wikipedia__bswikiquote,wikipedia__ga,wikipedia__nowikiquote,wikipedia__svwikinews,identifier__BIBSYS
Q6039297,"Peter Pedersen","Peter Pedersen","Peter Pedersen","Peter Pedersen","Peter Pedersen",,,,,"Peter Pedersen","Peter Pedersen","Peter Pedersen","Peter Pedersen (politician)",,"Peter Pedersen",male,politician,,,1954,,,Peter,0556347007015,"Peter Pedersen",,,,,,,,,,,,,,,,"Peter Pedersen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6039678,"Johan Pehrson","Johan Pehrson","Johan Pehrson","Johan Pehrson","Johan Pehrson","Johan Pehrson",,,,"Johan Pehrson","Johan Pehrson","Johan Pehrson","Johan Pehrson",,"Johan Pehrson",male,politician,,,1968-05-08,,,Johan,0224712677012,"Johan Pehrson",,,,,,https://upload.wikimedia.org/wikipedia/commons/d/d4/Johan_Pehrsson_01.JPG,,,,,,,,,,"Johan Pehrson",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6042676,"Bertil Persson","Bertil Persson","Bertil Persson",,"Bertil Persson","Bertil Persson",,,,"Bertil Persson",,"Bertil Persson",,,"Bertil Persson",male,politician,,59055214,1937-05-20,,Persson,Bertil,0336920874106,"Bertil Persson","Bertil Persson",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,057361827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6042706,"Carl Olov Persson","Carl Olov Persson","Carl Olov Persson",,"Carl Olov Persson",,,,,"Carl Olov Persson",,"Carl Olov Persson",,,"Carl Olov Persson",male,politician,,,1936,,Persson,Carl,08289753603,"Carl Olov Persson","Carl Olov Persson",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6043198,"Karl-Erik Persson","Karl-Erik Persson","Karl-Erik Persson",,"Karl-Erik Persson",,,,,"Karl-Erik Persson",,"Karl-Erik Persson",,,"Karl-Erik Persson",male,politician,,,1941,,Persson,Karl,0972721265901,"Karl-Erik Persson",,,2016-01-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6043221,"Kent Persson","Kent Persson","Kent Persson","Kent Persson","Kent Persson","Kent Persson",,,,"Kent Persson","Kent Persson","Kent Persson","Kent Persson",,"Kent Persson (vänsterpartist)",male,politician,,,1951-02-04,,Persson,Kent,0124035957411,"Kent Persson (född 1951)",,,,,,https://upload.wikimedia.org/wikipedia/commons/3/3a/Kent_Persson_2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6043314,"Leo Persson","Leo Persson","Leo Persson",,"Leo Persson",,,,,"Leo Persson",,"Leo Persson",,,"Leo Persson",male,politician,,,1942-06-29,,Persson,Leo,080652068106,"Leo Persson","Leo Persson",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6043337,"Magnus Persson","Magnus Persson","Magnus Persson",,"Magnus Persson",,,,,"Magnus Persson",,"Magnus Persson",,,"Magnus Persson (socialdemokrat)",male,politician,,,1935,,Persson,Magnus,0818989495009,"Magnus Persson (socialdemokrat)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6043377,"Mats Persson","Mats Persson","Mats Persson",,"Mats Persson",,,,,"Mats Persson",,"Mats Persson",,,"Mats Persson (politiker)",male,politician,,167887430,1980,,Persson,Mats,023767922422,"Mats Persson (politiker)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6043655,"Peter Persson","Peter Persson","Peter Persson",,"Peter Persson",,"Peter Persson",,,"Peter Persson",,"Peter Persson",,,"Peter Persson",male,politician,,,1955-04-01,,Persson,Peter,0903307301618,"Peter Persson",,,,,,https://upload.wikimedia.org/wikipedia/commons/2/22/Peter_Persson.JPG,,,,,,,,"Peter Persson",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6043789,"Sven Gunnar Persson","Sven Gunnar Persson","Sven Gunnar Persson","Sven Gunnar Persson","Sven Gunnar Persson","Sven Gunnar Persson",,,,"Sven Gunnar Persson","Sven Gunnar Persson","Sven Gunnar Persson","Sven Gunnar Persson",,"Sven Gunnar Persson",male,politician,,,1955,,Persson,Sven,0758217192418,"Sven Gunnar Persson",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6043823,"Sven Yngve Persson","Sven Yngve Persson","Sven Yngve Persson","Sven Yngve Persson","Sven Yngve Persson","Sven Yngve Persson",,,,"Sven Yngve Persson","Sven Yngve Persson","Sven Yngve Persson","Sven Yngve Persson",,"Sven Yngve Persson",male,politician,,,1960,,Persson,Sven,0114769874810,"Sven Yngve Persson",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6043976,"Mats Pertoft","Mats Pertoft","Mats Pertoft",,"Mats Pertoft",,,,,"Mats Pertoft",,"Mats Pertoft",,,"Mats Pertoft",male,politician,,,1954-12-04,,,Mats,0488357052317,"Mats Pertoft","Mats Pertoft",,,,,"https://upload.wikimedia.org/wikipedia/commons/9/94/Mats_Pertoft_porträtt_(2008).jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6045607,"Sven-Olof Petersson","Sven-Olof Petersson","Sven-Olof Petersson",,"Sven-Olof Petersson",,,,,"Sven-Olof Petersson",,"Sven-Olof Petersson",,,"Sven-Olof Petersson (politiker)",male,politician,,,1955,,Petersson,Sven,0890087624410,"Sven-Olof Petersson (politiker)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6047162,"Lennart Pettersson","Lennart Pettersson","Lennart Pettersson",,"Lennart Pettersson",,,,,"Lennart Pettersson",,"Lennart Pettersson",,,"Lennart Pettersson (centerpartist)",male,politician,,,1952,,Pettersson,Lennart,0235326752716,"Lennart Pettersson (centerpartist)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6053983,"Bruno Poromaa","Bruno Poromaa","Bruno Poromaa",,"Bruno Poromaa",,,,,"Bruno Poromaa",,"Bruno Poromaa","Bruno Poromaa",,"Bruno Poromaa",male,politician,,,1936,,,Bruno,0167049231801,"Bruno Poromaa","Bruno Poromaa",,2016-09-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6061330,"Lage Rahm","Lage Rahm","Lage Rahm","Lage Rahm","Lage Rahm","Lage Rahm","Lage Rahm","Lage Rahm","Lage Rahm","Lage Rahm","Lage Rahm","Lage Rahm","Lage Rahm",,"Lage Rahm",male,politician,,,1980,,,Lage,0970607693429,"Lage Rahm",,,,,,"https://upload.wikimedia.org/wikipedia/commons/c/cc/Lage_Rahm_porträtt_(2008).jpg","Lage Rahm","Lage Rahm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6062372,"Per Ramhorn","Per Ramhorn","Per Ramhorn",,"Per Ramhorn",,,,,"Per Ramhorn",,"Per Ramhorn",,,"Per Ramhorn",male,politician,,,1967-11-03,,,Per,0925652297119,"Per Ramhorn",,,,,,https://upload.wikimedia.org/wikipedia/commons/a/a0/Per_Ramhorn.jpg,,,,,,,,,,,,"Category:Per Ramhorn",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6063807,"Ola Rask","Ola Rask","Ola Rask","Ola Rask","Ola Rask","Ola Rask",,,,"Ola Rask","Ola Rask","Ola Rask","Ola Rask",,"Ola Rask",male,politician,,,1940,,,Ola,0837501934208,"Ola Rask",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6068448,"Roy Resare","Roy Resare","Roy Resare",,"Roy Resare",,,,,"Roy Resare",,"Roy Resare",,,"Roy Resare",male,politician,,,1954,,,Roy,093487175616,"Roy Ottosson",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6068516,"Patrick Reslow","Patrick Reslow","Patrick Reslow",,"Patrick Reslow","Patrick Reslow","Patrick Reslow","Patrick Reslow","Patrick Reslow","Patrick Reslow",,"Patrick Reslow",,,"Patrick Reslow",male,politician,,,1970-05-28,,,Patrick,0545733815610,"Patrick Reslow",,,,,,https://upload.wikimedia.org/wikipedia/commons/7/76/Patrick_Reslow.ogv,"Patrick Reslow","Patrick Reslow",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6071900,"Edward Riedl","Edward Riedl","Edward Riedl",,"Edward Riedl","Edward Riedl",,,,"Edward Riedl",,"Edward Riedl",,,"Edward Riedl",male,politician,,,1976-07-01,,,Edward,0273506284025,"Edward Riedl",,,,,,https://upload.wikimedia.org/wikipedia/commons/e/e9/Edward_Riedl.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6072812,"Stig Rindborg","Stig Rindborg","Stig Rindborg",,"Stig Rindborg",,,,,"Stig Rindborg",,"Stig Rindborg","Stig Rindborg",,"Stig Rindborg",male,politician,,73826526,1929,,,Stig,0136937107804,"Stig Rindborg","Stig Rindborg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6073114,"Jonas Ringqvist","Jonas Ringqvist","Jonas Ringqvist",,"Jonas Ringqvist",,,,,"Jonas Ringqvist",,"Jonas Ringqvist",,,"Jonas Ringqvist",male,politician,,,1971,,,Jonas,041424287315,"Jonas Ringqvist",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6079130,"Bengt Rosén","Bengt Rosén","Bengt Rosén",,"Bengt Rosén",,,,,"Bengt Rosén",,"Bengt Rosén",,,"Bengt Rosén",male,politician,,,1936-02-07,,,Bengt,0258169509601,"Bengt Rosén",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6079361,"Mikael Rosén","Mikael Rosén","Mikael Rosén",,"Mikael Rosén",,,,,"Mikael Rosén",,"Mikael Rosén",,,"Mikael Rosén (politiker)",male,politician,,273734769,1955,,,Mikael,0506857137319,"Mikael Rosén (politiker)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6079824,"Per Rosengren","Per Rosengren","Per Rosengren","Per Rosengren","Per Rosengren","Per Rosengren",,,,"Per Rosengren","Per Rosengren","Per Rosengren","Per Rosengren",,"Per Rosengren",male,politician,,,1951,,Rosengren,Per,0681085425612,"Per Rosengren",,,,,,,,,,,,,,,,"Per Rosengren",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6080471,"Birger Rosqvist","Birger Rosqvist","Birger Rosqvist",,"Birger Rosqvist",,,,,"Birger Rosqvist",,"Birger Rosqvist",,,"Birger Rosqvist",male,politician,,,1930-10-30,,,Birger,0525247903009,"Birger Rosqvist","Birger Rosqvist",,1993-01-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6085404,"Rune Rydén","Rune Rydén","Rune Rydén",,"Rune Rydén",,,,,"Rune Rydén",,"Rune Rydén",,,"Rune Rydén",male,politician,,,1939,,"Rydén",Rune,0559791876105,"Rune Rydén",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6086132,"Bengt-Ola Ryttar","Bengt-Ola Ryttar","Bengt-Ola Ryttar",,"Bengt-Ola Ryttar","Bengt-Ola Ryttar",,,,"Bengt-Ola Ryttar",,"Bengt-Ola Ryttar",,,"Bengt-Ola Ryttar",male,politician,,,1941,,,Bengt,04671560703,"Bengt-Ola Ryttar",,,2015-06-22,,,,,,"Bengt-Ola Ryttar",,,,,,"Bengt-Ola Ryttar",,,,,,,,,,,,,2070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6086370,"Peter Rådberg","Peter Rådberg","Peter Rådberg",,"Peter Rådberg",,,,,"Peter Rådberg",,"Peter Rådberg",,,"Peter Rådberg",male,politician,,,1956,,,Peter,0781648625615,"Peter Rådberg",,,,,,"https://upload.wikimedia.org/wikipedia/commons/f/f0/Peter_Rådberg_porträtt_(2008).jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
