id,position,label,description,start_date,constituency,end_date,election,term,replaces,replaced_by,of
Q7301733,Q42310659,Member of the 5th National Assembly for Wales,Member of the Welsh Assembly during the 2016-2021 term,2016-05-05,Gower,,"National Assembly for Wales election, 2016",5th Welsh Assembly,,,
Q7301733,Q45347773,Minister for Housing and Regeneration,Junior Welsh government position,2017-11-03,,,,,,,
Q7321239,Q25713775,Minister for Heritage,Welsh minister,2007-07-11,,2008-07-18,,,"",Alun Ffred Jones,
Q7321239,Q42310633,Member of the 1st National Assembly for Wales,Member of the Welsh Assembly during the 1999-2003 term,1999-05-06,Carmarthen East and Dinefwr,2003-04-02,"National Assembly for Wales election, 1999",1st Welsh Assembly,,,
Q7321239,Q42310642,Member of the 2nd National Assembly for Wales,Member of the Welsh Assembly during the 2003-2007 term,2003-05-01,Carmarthen East and Dinefwr,2007-03-28,"National Assembly for Wales election, 2003",2nd Welsh Assembly,,,
Q7321239,Q42310648,Member of the 3rd National Assembly for Wales,Member of the Welsh Assembly during the 2007-2011 term,2007-05-03,Carmarthen East and Dinefwr,2011-03-30,"National Assembly for Wales election, 2007",3rd Welsh Assembly,,,
Q7321239,Q42310652,Member of the 4th National Assembly for Wales,Member of the Welsh Assembly during the 2011-2016 term,2011-05-05,Carmarthen East and Dinefwr,2016-04-06,"National Assembly for Wales election, 2011",4th Welsh Assembly,,,
Q7325461,Q42310633,Member of the 1st National Assembly for Wales,Member of the Welsh Assembly during the 1999-2003 term,1999-05-06,Preseli Pembrokeshire,2003-04-02,"National Assembly for Wales election, 1999",1st Welsh Assembly,,,
Q7356340,Q41582627,Member of the 51st Parliament of the United Kingdom,"",1992-04-09,Clwyd North West,1997-04-08,"United Kingdom general election, 1992",51st United Kingdom Parliament,,,
Q7356340,Q42310633,Member of the 1st National Assembly for Wales,Member of the Welsh Assembly during the 1999-2003 term,1999-05-06,North Wales,2000-02-08,"National Assembly for Wales election, 1999",1st Welsh Assembly,,,
Q7356340,Q42310633,Member of the 1st National Assembly for Wales,Member of the Welsh Assembly during the 1999-2003 term,2000-02-08,North Wales,2002-09-10,,1st Welsh Assembly,,,
Q7356340,Q7981882,Welsh Conservative Party,branch of the Conservative Party in Wales,"",,,,,,,
Q7368324,Q33106014,Secretary for Education,Historic Welsh Cabinet position,1999-05-12,,2000-02-09,,,,,
Q7368324,Q42310633,Member of the 1st National Assembly for Wales,Member of the Welsh Assembly during the 1999-2003 term,1999-05-06,Newport West,2003-04-02,"National Assembly for Wales election, 1999",1st Welsh Assembly,,,
Q7368324,Q42310642,Member of the 2nd National Assembly for Wales,Member of the Welsh Assembly during the 2003-2007 term,2003-05-01,Newport West,2007-03-28,"National Assembly for Wales election, 2003",2nd Welsh Assembly,,,
Q7368324,Q42310648,Member of the 3rd National Assembly for Wales,Member of the Welsh Assembly during the 2007-2011 term,2007-05-03,Newport West,2011-03-30,"National Assembly for Wales election, 2007",3rd Welsh Assembly,,,
Q7368324,Q42310652,Member of the 4th National Assembly for Wales,Member of the Welsh Assembly during the 2011-2016 term,2011-05-05,Newport West,2016-04-06,"National Assembly for Wales election, 2011",4th Welsh Assembly,,,
Q7381514,Q42310652,Member of the 4th National Assembly for Wales,Member of the Welsh Assembly during the 2011-2016 term,2011-05-05,Montgomeryshire,2016-04-06,"National Assembly for Wales election, 2011",4th Welsh Assembly,,,
Q7381514,Q42310659,Member of the 5th National Assembly for Wales,Member of the Welsh Assembly during the 2016-2021 term,2016-05-05,Montgomeryshire,,"National Assembly for Wales election, 2016",5th Welsh Assembly,,,
Q7417378,Q42310642,Member of the 2nd National Assembly for Wales,Member of the Welsh Assembly during the 2003-2007 term,2003-05-01,Delyn,2007-03-28,"National Assembly for Wales election, 2003",2nd Welsh Assembly,,,
Q7417378,Q42310648,Member of the 3rd National Assembly for Wales,Member of the Welsh Assembly during the 2007-2011 term,2007-05-03,Delyn,2011-03-30,"National Assembly for Wales election, 2007",3rd Welsh Assembly,,,
Q7417378,Q42310652,Member of the 4th National Assembly for Wales,Member of the Welsh Assembly during the 2011-2016 term,2011-05-05,Delyn,2016-04-06,"National Assembly for Wales election, 2011",4th Welsh Assembly,,,
Q7634083,Q32859668,"Minister for Environment, Transport and Planning",Historic Welsh Cabinet position,2000-02-09,,2003-05-01,,,,,
Q7634083,Q33106302,Minister for Finance and Local Government,Historic Welsh Cabinet position,2003-05-01,,2007-05-03,,,,,
Q7634083,Q42310633,Member of the 1st National Assembly for Wales,Member of the Welsh Assembly during the 1999-2003 term,1999-05-06,Cardiff North,2003-04-02,"National Assembly for Wales election, 1999",1st Welsh Assembly,,,
Q7634083,Q42310642,Member of the 2nd National Assembly for Wales,Member of the Welsh Assembly during the 2003-2007 term,2003-05-01,Cardiff North,2007-03-28,"National Assembly for Wales election, 2003",2nd Welsh Assembly,,,
Q7651414,Q42310652,Member of the 4th National Assembly for Wales,Member of the Welsh Assembly during the 2011-2016 term,2011-05-05,South Wales West,2016-04-06,"National Assembly for Wales election, 2011",4th Welsh Assembly,,,
Q7651414,Q42310659,Member of the 5th National Assembly for Wales,Member of the Welsh Assembly during the 2016-2021 term,2016-05-05,South Wales West,,"National Assembly for Wales election, 2016",5th Welsh Assembly,,,
Q7681863,Q42310642,Member of the 2nd National Assembly for Wales,Member of the Welsh Assembly during the 2003-2007 term,2003-05-01,Preseli Pembrokeshire,2007-03-28,"National Assembly for Wales election, 2003",2nd Welsh Assembly,,,
Q7816884,Q33106025,Secretary for Education and Training (Post-16),Historic Welsh Cabinet position,1999-05-12,,2000-02-09,,,,,
Q7816884,Q42310633,Member of the 1st National Assembly for Wales,Member of the Welsh Assembly during the 1999-2003 term,1999-05-06,Alyn and Deeside,2003-04-02,"National Assembly for Wales election, 1999",1st Welsh Assembly,,,
Q7843996,Q42310642,Member of the 2nd National Assembly for Wales,Member of the Welsh Assembly during the 2003-2007 term,2006-04-25,Blaenau Gwent,2007-03-28,,2nd Welsh Assembly,,,
Q7843996,Q42310648,Member of the 3rd National Assembly for Wales,Member of the Welsh Assembly during the 2007-2011 term,2007-05-03,Blaenau Gwent,2011-03-30,"National Assembly for Wales election, 2007",3rd Welsh Assembly,,,
Q7909090,Q42310633,Member of the 1st National Assembly for Wales,Member of the Welsh Assembly during the 1999-2003 term,1999-05-06,Swansea East,2001-07-17,"National Assembly for Wales election, 1999",1st Welsh Assembly,,,
Q7909111,Q42310633,Member of the 1st National Assembly for Wales,Member of the Welsh Assembly during the 1999-2003 term,2001-09-27,Swansea East,2003-04-02,by-election,1st Welsh Assembly,,,
Q7909111,Q42310642,Member of the 2nd National Assembly for Wales,Member of the Welsh Assembly during the 2003-2007 term,2003-05-01,Swansea East,2007-03-28,"National Assembly for Wales election, 2003",2nd Welsh Assembly,,,
Q7909111,Q42310648,Member of the 3rd National Assembly for Wales,Member of the Welsh Assembly during the 2007-2011 term,2007-05-03,Swansea East,2011-03-30,"National Assembly for Wales election, 2007",3rd Welsh Assembly,,,
Q7917285,Q32947395,"Cabinet Secretary for Health, Well-being & Sport",Cabinet position in the Welsh Government,2016-05-19,,2017-11-03,,,,,
Q7917285,Q42310652,Member of the 4th National Assembly for Wales,Member of the Welsh Assembly during the 2011-2016 term,2011-05-05,Cardiff South and Penarth,2016-04-06,"National Assembly for Wales election, 2011",4th Welsh Assembly,,,
Q7917285,Q42310659,Member of the 5th National Assembly for Wales,Member of the Welsh Assembly during the 2016-2021 term,2016-05-05,Cardiff South and Penarth,,"National Assembly for Wales election, 2016",5th Welsh Assembly,,,
Q7917285,Q45346940,Cabinet Secretary for Health and Social Services,Welsh Cabinet position,2017-11-03,,,,,,,
Q7922414,Q42310648,Member of the 3rd National Assembly for Wales,Member of the Welsh Assembly during the 2007-2011 term,2010-06-30,South Wales East,2011-03-30,,3rd Welsh Assembly,,,
Q8010078,Q42310633,Member of the 1st National Assembly for Wales,Member of the Welsh Assembly during the 1999-2003 term,1999-05-06,South Wales East,2003-04-02,"National Assembly for Wales election, 1999",1st Welsh Assembly,,,
Q8010078,Q42310642,Member of the 2nd National Assembly for Wales,Member of the Welsh Assembly during the 2003-2007 term,2003-05-01,South Wales East,2007-03-28,"National Assembly for Wales election, 2003",2nd Welsh Assembly,,,
Q8010078,Q42310648,Member of the 3rd National Assembly for Wales,Member of the Welsh Assembly during the 2007-2011 term,2007-05-03,South Wales East,2011-03-30,"National Assembly for Wales election, 2007",3rd Welsh Assembly,,,
Q8010078,Q42310652,Member of the 4th National Assembly for Wales,Member of the Welsh Assembly during the 2011-2016 term,2011-05-05,South Wales East,2016-04-06,"National Assembly for Wales election, 2011",4th Welsh Assembly,,,
Q8017036,Q42310652,Member of the 4th National Assembly for Wales,Member of the Welsh Assembly during the 2011-2016 term,2011-05-05,Mid and West Wales,2016-04-06,"National Assembly for Wales election, 2011",4th Welsh Assembly,,,
