id,name__en,name,image,gender,identifier__VIAF,identifier__GND,identifier__LCAuth,birth_date,identifier__freebase,given_name,website,identifier__Muzinger,identifier__journalisted,identifier__EuroparlMEP,family_name,death_date,identifier__ISNI,identifier__BNF,identifier__SUDOC,identifier__IMDB,identifier__NTA,identifier__NLA,identifier__NPG,identifier__MusicBrainz,identifier__SELIBR,identifier__NNDB,identifier__Oxforddnb,identifier__GTAA,honorific_prefix,name__zh,name__pl,name__eu,name__fr,name__ru,name__es,name__ca,name__hu,name__fi,name__it,name__la,name__cy,name__de,name__br,name__ga,name__nl,name__sv,name__mzn,name__oc,name__nb,name__da,name__nn,name__he,wikipedia__br,wikipedia__ca,wikipedia__cy,wikipedia__de,wikipedia__en,wikipedia__es,wikipedia__eu,wikipedia__fi,wikipedia__fr,wikipedia__ga,wikipedia__he,wikipedia__hu,wikipedia__it,wikipedia__la,wikipedia__mzn,wikipedia__nl,wikipedia__pl,wikipedia__ru,wikipedia__simple,wikipedia__sv,wikipedia__zh,identifier__Munzinger,identifier__hansard,name__be,name__gl,name__id,name__bn,name__ar,name__pt,name__eo,name__uk,name__be_tarask,name__cs,name__bg,name__fa,name__ckb,name__az,name__ko,name__hy,wikipedia__ar,wikipedia__az,wikipedia__be_x_old,wikipedia__be,wikipedia__bg,wikipedia__bn,wikipedia__ckb,wikipedia__commons,wikipedia__cs,wikipedia__da,wikipedia__enwikiquote,wikipedia__eo,wikipedia__fa,wikipedia__gl,wikipedia__id,wikipedia__ko,wikipedia__nn,wikipedia__no,wikipedia__pt,wikipedia__uk,original_wikiname,name__af,wikipedia__af,wikipedia__plwikiquote,name__gd,name__yo,name__et,name__ja,name__pnb,name__sk,name__ku_arab,name__ku_latn,name__tr,name__ku,name__hi,name__ur,wikipedia__et,wikipedia__gd,wikipedia__ja,wikipedia__ku,wikipedia__pnb,wikipedia__sk,wikipedia__tr,wikipedia__ur,wikipedia__yo,identifier__parliamentDOTuk,name__nan,name__zh_hans,name__zh_hant,name__zh_hk,name__zh_cn,name__zh_sg,name__zh_tw,name__is,name__ro,name__mr,name__io,wikipedia__io,wikipedia__is,wikipedia__mr,wikipedia__ro,wikipedia__zh_min_nan,name__el,name__sr_el,name__sr_ec,name__hr,name__sco,name__sr,name__ie,wikipedia__el,wikipedia__hr,wikipedia__ie,wikipedia__itwikiquote,wikipedia__sco,wikipedia__sr,identifier__GNC,identifier__publicwhip,name__en_ca,name__en_gb,name__tl,wikipedia__tl,name__de_ch,name__yue,name__an,name__bs,name__ceb,name__lb,name__lmo,name__lt,name__nds,name__nds_nl,name__pms,name__sl,name__sq,name__vec,name__wa,name__vmf,twitter,name__ta,wikipedia__ta,identifier__discogs,identifier__TWFY,identifier__bbc_democracy_live,identifier__Britannica,identifier__FAST,identifier__N6I,identifier__parliamentary_record,identifier__CSPAN,name__sh,wikipedia__sh,wikipedia__hiwikiquote,identifier__BNE,identifier__OLID,occupation,identifier__BBC_things,name__nrm,wikipedia__nrm,identifier__snac,noble_title,identifier__DoUB,wikipedia__sl,identifier__nobel_prize,identifier__MGP,name__ast,name__bar,name__bm,name__co,name__de_at,name__frc,name__frp,name__fur,name__gsw,name__ia,name__jam,name__kab,name__kg,name__li,name__lij,name__lv,name__mg,name__min,name__ms,name__nap,name__pap,name__pcd,name__prg,name__pt_br,name__rgn,name__rm,name__sc,name__scn,name__sw,name__vi,name__vls,name__vo,name__wo,name__zu,name__fit,identifier__wikitree,wikipedia__enwikinews,identifier__guardian_topic,identifier__PACE,wikipedia__cawikiquote,wikipedia__bgwikiquote,identifier__nlg,facebook
Q6530733,"Leslie Cree","Leslie Cree",,male,,,,1941-07-15,,Leslie,,,,,,,,,,,,,,,,,,,,,,,"Leslie Cree",,,,"Leslie Cree",,"Leslie Cree",,,"Leslie Cree",,,"Leslie Cree",,,,,,,,,,,,"Leslie Cree",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6662459,"Lloyd Hall-Thompson","Lloyd Hall-Thompson",,male,,,,1920-04-09,,Lloyd,,,,,,1992-05-20,,,,,,,,,,,,,,,,,"Lloyd Hall-Thompson",,,,"Lloyd Hall-Thompson",,,,,,,,"Lloyd Hall-Thompson",,,,,,,,,,,,"Lloyd Hall-Thompson",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6729407,"Maeve McLaughlin","Maeve McLaughlin",https://upload.wikimedia.org/wikipedia/commons/b/be/MaeveMcLauglin.jpg,female,,,,1968-09-24,,Maeve,,,,,,,,,,,,,,,,,,,,,,,"Maeve McLaughlin",,"Maeve McLaughlin",,"Maeve McLaughlin",,"Maeve McLaughlin",,,,,,"Maeve McLaughlin",,,,,,,,,,,,"Maeve McLaughlin",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6763228,"Marietta Farrell","Marietta Farrell",,female,,,,1951-10-26,,Marietta,,,,,,,,,,,,,,,,,,,,,,,"Marietta Farrell",,,,"Marietta Farrell",,"Marietta Farrell",,,"Marietta Farrell",,,"Marietta Farrell",,,,,,,,,,,,"Marietta Farrell",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6767859,"Mark H. Durkan","Mark H. Durkan",,male,,,,1978-03-03,,Mark,,,,,,,,,,,,,,,,,,,,,,,"Mark H. Durkan",,,,"Mark H. Durkan",,,,,,,,"Mark H. Durkan",,,,,,,,,,,,"Mark H. Durkan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6776629,"Martin Smyth","Martin Smyth",,male,,,,1931-06-15,,Martin,,,,,,,,,,,,,,,,,,,,,,,"Martin Smyth",,"Martin Smyth",,"Martin Smyth",,,,,"Martin Smyth",,,"Martin Smyth",,,,,,,,,,,,"Martin Smyth",,,,,,,,,,,,,,,,,,reverend-martin-smyth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"マーティン・スミス",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6779108,"Mary Bradley","Mary Bradley",,female,,,,1942-05-10,,Mary,,,,,,,,,,,,,,,,,,,,,,,"Mary Bradley","Мэри Брэдли",,,"Mary Bradley",,,,,"Mary Bradley",,,"Mary Bradley",,,,,,,,,,,,"Mary Bradley",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6780326,"Mary McSorley","Mary McSorley",,female,,,,,,Mary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mary McSorley",,,,,,,,,,,,,,,"Mary McSorley",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6780408,"Mary Nelis","Mary Nelis",https://upload.wikimedia.org/wikipedia/commons/8/85/Mary_Nelis_2012.jpg,female,,,,1935,,Mary,,,,,,,,,,,,,,,,,,,,,,,"Mary Nelis",,"Mary Nelis",,"Mary Nelis",,,,,"Mary Nelis",,,"Mary Nelis",,,,,,,,,,,,"Mary Nelis",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6808653,"Megan Fearon","Megan Fearon",https://upload.wikimedia.org/wikipedia/commons/8/86/Megan_Fearon.jpg,female,,,,1991-07-29,,Megan,,,,,,,,,,,,,,,,,,,,,,,"Megan Fearon",,,,"Megan Fearon",,"Megan Fearon",,,"Megan Fearon",,,"Megan Fearon",,,,,,,,,,,,"Megan Fearon",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6820881,"Mervyn Carrick","Mervyn Carrick",,male,,,,1946-02-13,,Mervyn,,,,,,,,,,,,,,,,,,,,,,,"Mervyn Carrick",,,,"Mervyn Carrick",,,,,"Mervyn Carrick",,,"Mervyn Carrick",,,,,,,,,,,,"Mervyn Carrick",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6820936,"Mervyn Storey","Mervyn Storey",https://upload.wikimedia.org/wikipedia/commons/d/d1/Mervyn_Storey.jpg,male,,,,1964-09-04,,Mervyn,,,,,,,,,,,,,,,,,,,,"默文·斯托",,,"Mervyn Storey",,"Mervyn Storey",,"Mervyn Storey",,,,,"Mervyn Storey",,,"Mervyn Storey",,,,,,,,,,,,"Mervyn Storey",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6829452,"Michael Copeland","Michael Copeland",https://upload.wikimedia.org/wikipedia/commons/e/eb/MichaelCopelandMLA.jpg,male,,,,1954-06-23,,Michael,,,,,,,,,,,,,,,,,,,,,,,"Michael Copeland","Майкл Коуплэнд",,,"Michael Copeland",,"Michael Copeland",,,"Michael Copeland",,,"Michael Copeland",,,,,,,,,,,,"Michael Copeland (politician)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6829517,"Michael Coyle","Michael Coyle",,male,,,,1948-08-05,,Michael,,,,,,,,,,,,,,,,,,,,,,,"Michael Coyle",,,,"Michael Coyle",,,,,"Michael Coyle",,,"Michael Coyle",,,,,,,,,,,,"Michael Coyle (politician)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6830268,"Michael Ferguson","Michael Ferguson",,male,,,,,,Michael,,,,,,2006-09-24,,,,,,,,,,,,,,,,,"Michael Ferguson","Майкл Фергюсон","Michael Ferguson",,"Michael Ferguson",,,,,"Michael Ferguson",,,,,,,,,,,,,,,"Michael Ferguson (Irish politician)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6832692,"Michael McGimpsey","Michael McGimpsey",https://upload.wikimedia.org/wikipedia/commons/c/c8/Michael_McGimpsey_UUP.png,male,,,,1948-06-01,,Michael,,,,,,,,,,,,,,,,,,,,,,,"Michael McGimpsey",,"Michael McGimpsey",,"Michael McGimpsey",,,,,"Michael McGimpsey",,,"Michael McGimpsey",,,,,,,,,,,,"Michael McGimpsey",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6835582,"Michaela Boyle","Michaela Boyle",https://upload.wikimedia.org/wikipedia/commons/7/72/Michaela_Boyle.jpg,female,,,,1966-09-29,,Michaela,,,,,,,,,,,,,,,,,,,,,,,"Michaela Boyle",,,,"Michaela Boyle",,,,,"Michaela Boyle",,,"Michaela Boyle",,,,,,,,,,,,"Michaela Boyle",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6837153,"Michelle McIlveen","Michelle McIlveen",https://upload.wikimedia.org/wikipedia/commons/1/1e/Michelle_McIlveen_DUP.jpg,female,,,,1971-01-21,,Michelle,,,,,,,,,,,,,,,,,,,,,,,"Michelle McIlveen",,"Michelle McIlveen",,"Michelle McIlveen",,"Michelle McIlveen",,,"Michelle McIlveen",,,"Michelle McIlveen",,,,,,,,,,,,"Michelle McIlveen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6837191,"Michelle O'Neill","Michelle O'Neill",https://upload.wikimedia.org/wikipedia/commons/9/9b/MichelleOneill.jpg,female,,,,1977-01-10,,Michelle,,,,,,,,,,,,,,,,,,,,,,"Michelle O'Neill","Michelle O'Neill","Мишель О'Нилл",,,"Michelle O'Neill",,,,,"Michelle O'Neill",,,"Michelle O'Neill",,,,,,,,,,,"Michelle O’Neill","Michelle O'Neill",,"Michelle O'Neill",,"Michelle O'Neill",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6838584,"Mickey Brady","Mickey Brady",https://upload.wikimedia.org/wikipedia/commons/6/65/MickeyBrady.jpg,male,,,,1950-10-07,,Mickey,,,,,,,,,,,,,,,,,,,,,,,"Mickey Brady",,,,"Mickey Brady",,,,,"Mickey Brady",,,"Mickey Brady",,,,,,,,,,,,"Mickey Brady",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,commons/mickey-brady/4373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6848174,"Mike Nesbitt","Mike Nesbitt",https://upload.wikimedia.org/wikipedia/commons/8/8b/Mike_nesbitt.JPG,male,,,,1957-05-11,,Mike,,,,,,,,,,,,,,,,,,,,"麦克·内斯比特",,,"Mike Nesbitt",,"Mike Nesbitt",,"Mike Nesbitt",,,,,"Mike Nesbitt",,,"Mike Nesbitt","Mike Nesbitt",,,"Mike Nesbitt","Mike Nesbitt","Mike Nesbitt",,,,,"Mike Nesbitt","Mike Nesbitt",,,,"Mike Nesbitt",,,,,,,,,,,,"麦克·内斯比特",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,cb573392-bae3-43c7-9104-134fbe11e929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6881061,"Mitchel McLaughlin","Mitchel McLaughlin",https://upload.wikimedia.org/wikipedia/commons/1/13/Mitchel_McLaughlin_2014_(cropped).jpg,male,,,,1945-10-29,,,,,,,,,,,,,,,,,,,,,,"米切爾·麥克勞克林",,,"Mitchel McLaughlin",,"Mitchel McLaughlin",,"Mitchel McLaughlin",,"Mitchel McLaughlin",,,"Mitchel McLaughlin",,,"Mitchel McLaughlin",,,,,,,,,,,,"Mitchel McLaughlin",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6900013,"Monica McWilliams","Monica McWilliams",,female,9074387,,,1954-04-28,,Monica,,,,,,,"0000 0001 1741 7871",,,,,,,,,,,,,,,,"Monica McWilliams",,"Monica McWilliams",,"Monica McWilliams",,,,,"Monica McWilliams",,,"Monica McWilliams",,,,,,,,,,,,"Monica McWilliams",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q694775,"William McCrea","William McCrea",,male,,,,1948-08-06,/m/02pw7z,William,,,,,,,,,,,,,,,,,,,,,,,"William McCrea",,"William McCrea",,"William McCrea",,,,,"William McCrea",,,"William McCrea",,,,,,,,,,,,"William McCrea (politician)",,,,,,,,,,,,,,,,,,reverend-william-mccrea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,commons/dr-william-mccrea/655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,William_McCrea,,,,,,,,,,,,,,,,,,,,,,,,,william_mccrea,33616,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q694929,"Paul Maskey","Paul Maskey",https://upload.wikimedia.org/wikipedia/commons/0/0b/Paul_Maskey.jpg,male,,,,1967-06-10,/m/02pxqs0,Paul,,,,,,,,,,,,,,,,,,,,"保羅·馬思期",,,"Paul Maskey",,"Paul Maskey",,"Paul Maskey",,"Paul Maskey",,,"Paul Maskey",,,"Paul Maskey",,,,,,,,,,,,"Paul Maskey",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,commons/paul-maskey/4245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paul_Maskey,,,,,,,,,,,,,,,,,,,,,,,,,paul_maskey/belfast_west,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q695272,"Naomi Long","Naomi Long","https://upload.wikimedia.org/wikipedia/commons/b/b6/Belfast_City_Marathon,_May_2010_(08).JPG",female,,,,1971-12-13,/m/05sqmb,Naomi,,,,,,,,,,,,,,,,,,,,"納奧米·隆",,,"Naomi Long",,"Naomi Long",,"Naomi Long",,"Naomi Long",,,"Naomi Long",,,"Naomi Long",,,,,,,,,,,,"Naomi Long",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,commons/naomi-long/3920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,naomi_long,,,,,,,,,,,,,,,,,,,,,,,,,naomi_long,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6967865,"Nat Minford","Nat Minford",,male,,,,1912-12-02,,Nat,,,,,,1975-09-05,,,,,,,,,,,,,,,,,"Nat Minford",,,,"Nat Minford",,"Nat Minford",,,"Nat Minford",,,"Nat Minford",,,,,,,,,,,,"Nat Minford",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6990498,"Nelson Elder","Nelson Elder",,male,,,,1923,,Nelson,,,,,,,,,,,,,,,,,,,,,,,"Nelson Elder",,,,"Nelson Elder",,"Nelson Elder",,,"Nelson Elder",,,"Nelson Elder",,,,,,,,,,,,"Nelson Elder",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6990642,"Nelson McCausland","Nelson McCausland",https://upload.wikimedia.org/wikipedia/commons/3/36/Nelson_McCausland_(cropped).jpg,male,16714124,,,1951-08-15,,Nelson,,,,,,,,,,,,,,,,,,,,,,,"Nelson McCausland",,"Nelson McCausland",,"Nelson McCausland",,"Nelson McCausland",,,"Nelson McCausland",,,"Nelson McCausland",,,,,,,,,,,,"Nelson McCausland",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ネルソン・マッコースランド",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7050198,"Norah Beare","Norah Beare",,female,,,,1946-05-25,,Norah,,,,,,,,,,,,,,,,,,,,,,,"Norah Beare",,"Norah Beare",,"Norah Beare",,"Norah Beare",,,"Norah Beare",,,"Norah Beare",,,,,,,,,,,,"Norah Beare",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7051900,"Norman Agnew","Norman Agnew",,male,,,,,,Norman,,,,,,,,,,,,,,,,,,,,,,,,,"Norman Agnew",,"Norman Agnew",,,,,"Norman Agnew",,,,,,,,,,,,,,,"Norman Agnew",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7051992,"Norman Boyd","Norman Boyd",,male,63518824,,,1961-10-16,,Norman,,,,,,,,,,,,,,,,,,,,,,,"Norman Boyd",,,,"Norman Boyd",,,,,"Norman Boyd",,,"Norman Boyd",,,,,,,,,,,,"Norman Boyd",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
