id,name__fr,name__nb,name__da,name__nn,name__sv,name__en,name__nl,name,wikipedia__fr,image,gender,identifier__VIAF,identifier__BNF,birth_date,family_name,given_name,identifier__sycomore,twitter,original_wikiname,name__en_ca,name__en_gb,name__es,name__de,name__ca,name__oc,name__it,name__hu,wikipedia__en,wikipedia__oc,facebook,name__tr,wikipedia__de,wikipedia__tr,identifier__SUDOC,identifier__freebase,name__pl,name__ro,wikipedia__pl,wikipedia__ro,website,identifier__EuroparlMEP,name__la,wikipedia__ca,wikipedia__it,wikipedia__la,name__ru,name__el,identifier__ISNI,name__pt,name__mk,name__eo,name__uk,name__zh,wikipedia__commons,wikipedia__el,wikipedia__eo,wikipedia__frwikiquote,wikipedia__pt,wikipedia__uk,wikipedia__zh,identifier__GND,identifier__LCAuth,name__lb,name__zh_hans,name__zh_hant,name__zh_hk,name__zh_cn,name__zh_sg,name__zh_tw,name__ja,name__vi,name__hr,name__ar,wikipedia__ar,wikipedia__da,wikipedia__es,wikipedia__hr,wikipedia__ja,wikipedia__lb,wikipedia__vi,identifier__IMDB,name__mg,wikipedia__mg,name__de_ch,name__br,wikipedia__br,wikipedia__ru,name__eu,name__he,name__yo,name__ms,name__et,name__id,name__ckb,name__fi,name__mr,name__fa,name__bg,name__io,name__lt,name__be,name__cs,name__sco,name__cy,name__hy,name__ie,name__ko,wikipedia__bg,wikipedia__ckb,wikipedia__cs,wikipedia__cy,wikipedia__et,wikipedia__eu,wikipedia__fa,wikipedia__fi,wikipedia__frwikinews,wikipedia__he,wikipedia__hu,wikipedia__hy,wikipedia__id,wikipedia__ie,wikipedia__io,wikipedia__itwikiquote,wikipedia__ko,wikipedia__lt,wikipedia__mr,wikipedia__ms,wikipedia__nl,wikipedia__no,wikipedia__plwikiquote,wikipedia__ruwikinews,wikipedia__sco,wikipedia__sv,wikipedia__yo,identifier__AlloCine,identifier__Munzinger,identifier__GNC,identifier__FAST,death_date,name__mwl,wikipedia__mwl,identifier__MusicBrainz,identifier__NTA,name__af,name__an,name__ast,name__bar,name__co,name__de_at,name__frp,name__fur,name__ga,name__gd,name__gl,name__gsw,name__ia,name__is,name__kg,name__li,name__lij,name__min,name__nap,name__nds,name__nds_nl,name__nrm,name__pcd,name__pms,name__pt_br,name__rm,name__sc,name__scn,name__sk,name__sl,name__sr_el,name__sw,name__vec,name__vls,name__vo,name__wa,name__wo,name__zu,instagram,wikipedia__simple,name__ta,wikipedia__ta,wikipedia__nrm,identifier__senatDOTfr,wikipedia__cswikiquote,linkedin,identifier__PACE,name__mn,wikipedia__mn,identifier__CANTIC,name__kw,name__sr_ec,name__sh,name__hi,name__th,name__km,name__ka,name__sr,name__sq,name__lv,wikipedia__af,wikipedia__als,wikipedia__ast,wikipedia__be,wikipedia__enwikinews,wikipedia__frp,wikipedia__frwikisource,wikipedia__ga,wikipedia__gl,wikipedia__hi,wikipedia__ka,wikipedia__km,wikipedia__kw,wikipedia__lv,wikipedia__mk,wikipedia__nds,wikipedia__nn,wikipedia__sh,wikipedia__sk,wikipedia__sq,wikipedia__sr,wikipedia__th,name__gv,wikipedia__gv,name__be_tarask,wikipedia__be_x_old,identifier__PTBNP,wikipedia__sl,identifier__parlement,name__bs,name__ceb,name__lmo,name__bo,name__mzn,name__nov,name__pih,wikipedia__bo,wikipedia__ia,wikipedia__mzn,wikipedia__ruwikiquote,name__szl,wikipedia__szl,name__az,wikipedia__az,wikipedia__trwikiquote,wikipedia__is,identifier__Britannica,identifier__GTAA,name__ty,wikipedia__ty,identifier__SBN_it,identifier__kinopoisk,identifier__NLA,wikipedia__bs,name__arz,name__bcl,name__bn,name__dsb,name__ext,name__fy,name__hsb,name__jv,name__kk,name__kn,name__lad,name__my,name__pam,name__qu,name__se,name__so,name__tl,name__tt,name__uz,name__vep,name__war,name__xmf,name__yi,name__ku,name__mt,name__pa,name__ln,name__hak,name__eml,name__yue,name__ne,name__kab,name__fo,name__ml,name__ur,name__ce,name__av,wikipedia__an,wikipedia__arz,wikipedia__av,wikipedia__bcl,wikipedia__bn,wikipedia__cawikinews,wikipedia__ce,wikipedia__co,wikipedia__dsb,wikipedia__elwikiquote,wikipedia__eml,wikipedia__enwikiquote,wikipedia__enwikisource,wikipedia__eowikinews,wikipedia__ext,wikipedia__fo,wikipedia__fy,wikipedia__gd,wikipedia__hak,wikipedia__hewikiquote,wikipedia__hsb,wikipedia__jv,wikipedia__kab,wikipedia__kg,wikipedia__kk,wikipedia__kn,wikipedia__ku,wikipedia__lad,wikipedia__lmo,wikipedia__ln,wikipedia__ml,wikipedia__mt,wikipedia__my,wikipedia__nlwikiquote,wikipedia__pam,wikipedia__pa,wikipedia__ptwikinews,wikipedia__qu,wikipedia__scn,wikipedia__se,wikipedia__so,wikipedia__tl,wikipedia__tt,wikipedia__ur,wikipedia__uz,wikipedia__vec,wikipedia__vep,wikipedia__war,wikipedia__xmf,wikipedia__yi,wikipedia__zh_yue,identifier__CiNii,identifier__BNE,identifier__BIBSYS,name__rw,wikipedia__rw,name__xh,name__tw,wikipedia__ceb,wikipedia__pcd,wikipedia__tw,wikipedia__xh,wikipedia__pms,identifier__ULAN,identifier__NDL,wikipedia__eswikiquote,name__bm,name__frc,name__jam,name__pap,name__prg,name__rgn,name__vmf,wikipedia__zh_min_nan,name__nan,name__kl,wikipedia__ptwikiquote,wikipedia__dewikinews,identifier__NNDB,identifier__CSPAN,name__ug,name__wuu,wikipedia__arwikiquote,wikipedia__ug,wikipedia__wuu,identifier__NKC,identifier__IIAF,wikipedia__fawikiquote,identifier__CSFD,identifier__bigenc_ru,identifier__OLID,wikipedia__azb,identifier__google_knowledge,identifier__guardian_topic,name__azb
Q2401803,Édouard Leveau,Édouard Leveau,Édouard Leveau,Édouard Leveau,Édouard Leveau,Édouard Leveau,Édouard Leveau,Édouard Leveau,Édouard Leveau,,male,,,1933-09-22,,Édouard,7825,,Édouard Leveau,,,,,,,,Édouard Leveau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-03-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2414678,Annie Genevard,Annie Genevard,Annie Genevard,Annie Genevard,Annie Genevard,Annie Genevard,Annie Genevard,Annie Genevard,Annie Genevard,https://upload.wikimedia.org/wikipedia/commons/5/5c/Annie_Genevard.png,female,305246685,16711005c,1956-09-07,,Annie,18430,AnnieGenevard,Annie Genevard,,,,Annie Genevard,,,,Annie Genevard,,,,,Annie Genevard,,,,,,,,,,,,,,,,,,,,,,Category:Annie Genevard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2422277,Gérard Charasse,Gérard Charasse,Gérard Charasse,Gérard Charasse,Gérard Charasse,Gérard Charasse,Gérard Charasse,Gérard Charasse,Gérard Charasse,,male,267796158,13621957q,1944-03-26,,Gérard,1653,,Gérard Charasse,,,,Gérard Charasse,,,,Gérard Charasse,Gérard Charasse,,,,,,058664890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2425508,Dolorès Roqué,Dolorès Roqué,Dolorès Roqué,Dolorès Roqué,Dolorès Roqué,Dolorès Roqué,Dolorès Roqué,Dolorès Roqué,Dolorès Roqué,,female,,,1952-01-29,,Dolorès,18517,Dolores_Roque,Dolorès Roqué,,,,,,,,Dolorès Roqué,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q24255086,Éric Elkouby,,,,,Éric Elkouby,Éric Elkouby,Éric Elkouby,Éric Elkouby,https://upload.wikimedia.org/wikipedia/commons/4/46/Éric_Elkouby_par_Claude_Truong-Ngoc_mai_2016.jpg,male,,,1973-06-24,Elkouby,Éric,,,Éric Elkouby,,,,,,Éric Elkouby,Éric Elkouby,,,,,,,,,,,,,,,,,,,,,,,,,,,,Category:Éric Elkouby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q24512980,Stéphanie Pernod-Beaudon,,,,,Stéphanie Pernod-Beaudon,Stéphanie Pernod-Beaudon,Stéphanie Pernod-Beaudon,Stéphanie Pernod-Beaudon,,female,,,1978-10-13,Pernod-Beaudon,Stéphanie,,stefpernod,Stéphanie Pernod-Beaudon,,,,,,Stéphanie Pernod-Beaudon,Stéphanie Pernod-Beaudon,,,,Stéphanie-Pernod-Beaudon-587018264780838,,,,,,,,,,http://www.stephaniepernodbeaudon.fr/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2482453,Sophie Dessus,Sophie Dessus,Sophie Dessus,Sophie Dessus,Sophie Dessus,Sophie Dessus,Sophie Dessus,Sophie Dessus,Sophie Dessus,https://upload.wikimedia.org/wikipedia/commons/b/bb/Sophie_Dessus.JPG,female,76517849,14053154p,1955-09-24,,Sophie,18405,SophieDessus,Sophie Dessus,,,Sophie Dessus,Sophie Dessus,,,,Sophie Dessus,Sophie Dessus,,,Sophie Dessus,Sophie Dessus,Sophie Dessus,,/m/0n5w96h,,,,,http://www.sophiedessus.fr/,,Sophia Dessus,,,Sophia Dessus,,,,,,,,,Category:Sophie Dessus,,,,,,,,,,,蘇菲·德蘇斯,,苏菲·德苏斯,,,,,,,,,Sofía Dessu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-03-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sophie Dessus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2482462,Yves Fromion,Yves Fromion,Yves Fromion,Yves Fromion,Yves Fromion,Yves Fromion,Yves Fromion,Yves Fromion,Yves Fromion,,male,219300021,14457269n,1941-09-15,,Yves,3165,YvesFromion,Yves Fromion,,,Yves Fromion,Yves Fromion,,,,Yves Fromion,Yves Fromion,,,,Yves Fromion,,060143975,/m/04z_prd,,,,,,,,,,,,,0000 0003 5960 1145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2483192,Yvan Lachaud,Yvan Lachaud,Yvan Lachaud,Yvan Lachaud,Yvan Lachaud,Yvan Lachaud,Yvan Lachaud,Yvan Lachaud,Yvan Lachaud,https://upload.wikimedia.org/wikipedia/commons/8/8c/Yvan_Lachaud.jpg,male,107076596,16183713t,1954-03-04,,Yvan,10707,,Yvan Lachaud,,,Yvan Lachaud,Yvan Lachaud,,,,Yvan Lachaud,Yvan Lachaud,,,,Yvan Lachaud,,,/m/04zy8cj,,,,,http://www.yvanlachaud.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q249802,Étienne Mourrut,Étienne Mourrut,Étienne Mourrut,Étienne Mourrut,Étienne Mourrut,Étienne Mourrut,Étienne Mourrut,Étienne Mourrut,Étienne Mourrut,https://upload.wikimedia.org/wikipedia/commons/e/e5/Étienne_Mourrutd.jpg,male,231980364,16575783z,1939-12-04,,Étienne,10741,,Étienne Mourrut,,,Étienne Mourrut,Étienne Mourrut,,Étienne Mourrut,Étienne Mourrut,Étienne Mourrut,Étienne Mourrut,Étienne Mourrut,,,Étienne Mourrut,,159002982,/m/04zxb2t,Étienne Mourrut,,Étienne Mourrut,,http://archive.is/fuyod,,Stephanus Mourrut,,Étienne Mourrut,Stephanus Mourrut,,,,Étienne Mourrut,,Étienne Mourrut,,,Category:Étienne Mourrut,,Étienne Mourrut,Étienne Mourrut,Étienne Mourrut,,,,,,,,,,,,,Étienne Mourrut,,,,,Étienne Mourrut,,,,Étienne Mourrut,,,,,,,,,,Étienne Mourrut,,Étienne Mourrut,,,Étienne Mourrut,,,,,,,,,Étienne Mourrut,,,,,,,,Étienne Mourrut,,,Étienne Mourrut,,,,,,,,,,,,,Étienne Mourrut,,,,,,Étienne Mourrut,,,,,2014-10-19,,,,,,Étienne Mourrut,Étienne Mourrut,,,,,,,Étienne Mourrut,Étienne Mourrut,,,,,,,,,,,,Étienne Mourrut,,,,,Étienne Mourrut,,,,,Étienne Mourrut,,,,,,,Étienne Mourrut,,,,,,,,,,,,,,,,,,,,,,,Étienne Mourrut,,,,,,,,,,,,,,,,,,,,,,,,,,,,Étienne Mourrut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Étienne Mourrut,,Étienne Mourrut,,,,,,,,,,,,,,,,,Étienne Mourrut,,,,,,,,,,,,,,,,,Étienne Mourrut,,,,,,,,,,,,,,,,,,,,,Étienne Mourrut,,,,,,Étienne Mourrut,Étienne Mourrut,,Étienne Mourrut,,,,,,,,,Étienne Mourrut,Étienne Mourrut,Étienne Mourrut,Étienne Mourrut,Étienne Mourrut,Étienne Mourrut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2507343,Yann Galut,Yann Galut,Yann Galut,Yann Galut,Yann Galut,Yann Galut,Yann Galut,Yann Galut,Yann Galut,,male,225428697,16021196s,1966-03-14,,Yann,3231,yanngalut,Yann Galut,,,,Yann Galut,,,,Yann Galut,,,YANN.GALUT.18,,Yann Galut,,057800839,,,Yann Galut,,,http://galut.fr/,,,,,,"Галю, Ян",,,,,,,,,,,,,,,,no2014043099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2514772,Laurent Marcangeli,Laurent Marcangeli,Laurent Marcangeli,Laurent Marcangeli,Laurent Marcangeli,Laurent Marcangeli,Laurent Marcangeli,Laurent Marcangeli,Laurent Marcangeli,https://upload.wikimedia.org/wikipedia/commons/9/9c/Laurent_Marcangeli.jpg,male,314855116,16948377q,1980-12-10,,Laurent,18476,LMarcangeli,Laurent Marcangeli,,,,Laurent Marcangeli,,,,Laurent Marcangeli,,,laurent.marcangeli,,Laurent Marcangeli,,,,,,,,http://www.laurent-marcangeli.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2571038,Sauveur Gandolfi-Scheit,Sauveur Gandolfi-Scheit,Sauveur Gandolfi-Scheit,Sauveur Gandolfi-Scheit,Sauveur Gandolfi-Scheit,Sauveur Gandolfi-Scheit,Sauveur Gandolfi-Scheit,Sauveur Gandolfi-Scheit,Sauveur Gandolfi-Scheit,,male,,,1947-01-19,,Sauveur,17308,SauveurGandolfi,Sauveur Gandolfi-Scheit,Sauveur Gandolfi-Scheit,Sauveur Gandolfi-Scheit,Sauveur Gandolfi-Scheit,Sauveur Gandolfi-Scheit,Sauveur Gandolfi-Scheit,Sauveur Gandolfi-Scheit,Sauveur Gandolfi-Scheit,Sauveur Gandolfi-Scheit,Sauveur Gandolfi-Scheit,,,Sauveur Gandolfi-Scheit,Sauveur Gandolfi-Scheit,,,/m/04zvllk,Sauveur Gandolfi-Scheit,Sauveur Gandolfi-Scheit,,,,,,,,,,,,Sauveur Gandolfi-Scheit,,Sauveur Gandolfi-Scheit,,,,,,,,,,,,Sauveur Gandolfi-Scheit,,,,,,,,Sauveur Gandolfi-Scheit,Sauveur Gandolfi-Scheit,,,,,,,,,,Sauveur Gandolfi-Scheit,,Sauveur Gandolfi-Scheit,Sauveur Gandolfi-Scheit,,,Sauveur Gandolfi-Scheit,,,Sauveur Gandolfi-Scheit,Sauveur Gandolfi-Scheit,Sauveur Gandolfi-Scheit,,Sauveur Gandolfi-Scheit,,,,Sauveur Gandolfi-Scheit,Sauveur Gandolfi-Scheit,,Sauveur Gandolfi-Scheit,Sauveur Gandolfi-Scheit,Sauveur Gandolfi-Scheit,,Sauveur Gandolfi-Scheit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sauveur Gandolfi-Scheit,Sauveur Gandolfi-Scheit,Sauveur Gandolfi-Scheit,Sauveur Gandolfi-Scheit,Sauveur Gandolfi-Scheit,Sauveur Gandolfi-Scheit,Sauveur Gandolfi-Scheit,Sauveur Gandolfi-Scheit,Sauveur Gandolfi-Scheit,Sauveur Gandolfi-Scheit,Sauveur Gandolfi-Scheit,Sauveur Gandolfi-Scheit,Sauveur Gandolfi-Scheit,,Sauveur Gandolfi-Scheit,Sauveur Gandolfi-Scheit,Sauveur Gandolfi-Scheit,Sauveur Gandolfi-Scheit,Sauveur Gandolfi-Scheit,Sauveur Gandolfi-Scheit,Sauveur Gandolfi-Scheit,Sauveur Gandolfi-Scheit,Sauveur Gandolfi-Scheit,Sauveur Gandolfi-Scheit,Sauveur Gandolfi-Scheit,Sauveur Gandolfi-Scheit,Sauveur Gandolfi-Scheit,Sauveur Gandolfi-Scheit,Sauveur Gandolfi-Scheit,,Sauveur Gandolfi-Scheit,Sauveur Gandolfi-Scheit,Sauveur Gandolfi-Scheit,Sauveur Gandolfi-Scheit,Sauveur Gandolfi-Scheit,Sauveur Gandolfi-Scheit,Sauveur Gandolfi-Scheit,Sauveur Gandolfi-Scheit,,,,,,,,,,,,,,,,,,,,,,Sauveur Gandolfi-Scheit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sauveur Gandolfi-Scheit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sauveur Gandolfi-Scheit,Sauveur Gandolfi-Scheit,Sauveur Gandolfi-Scheit,Sauveur Gandolfi-Scheit,Sauveur Gandolfi-Scheit,Sauveur Gandolfi-Scheit,Sauveur Gandolfi-Scheit,,,,,,,,,,,,,,,,,,,,,,
Q2597745,Rémi Delatte,Rémi Delatte,Rémi Delatte,Rémi Delatte,Rémi Delatte,Rémi Delatte,Rémi Delatte,Rémi Delatte,Rémi Delatte,,male,280313253,,1956-06-09,Delatte,Rémi,17279,,Rémi Delatte,Rémi Delatte,Rémi Delatte,Rémi Delatte,Rémi Delatte,Rémi Delatte,Rémi Delatte,Rémi Delatte,Rémi Delatte,Rémi Delatte,,,Rémi Delatte,Rémi Delatte,,165436719,,Rémi Delatte,Rémi Delatte,,,http://www.remi-delatte.com/,,,,,,Реми Делатт,,,Rémi Delatte,,Rémi Delatte,,,,,,,,,,,,Rémi Delatte,,,,,,,,Rémi Delatte,Rémi Delatte,,,,,,,,,,Rémi Delatte,,Rémi Delatte,Rémi Delatte,,,Rémi Delatte,,,Rémi Delatte,Rémi Delatte,Rémi Delatte,,Rémi Delatte,,,,Rémi Delatte,Rémi Delatte,,Rémi Delatte,Rémi Delatte,Rémi Delatte,,Rémi Delatte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rémi Delatte,Rémi Delatte,Rémi Delatte,Rémi Delatte,Rémi Delatte,Rémi Delatte,Rémi Delatte,Rémi Delatte,Rémi Delatte,Rémi Delatte,Rémi Delatte,Rémi Delatte,Rémi Delatte,,Rémi Delatte,Rémi Delatte,Rémi Delatte,Rémi Delatte,Rémi Delatte,Rémi Delatte,Rémi Delatte,Rémi Delatte,Rémi Delatte,Rémi Delatte,Rémi Delatte,Rémi Delatte,Rémi Delatte,Rémi Delatte,Rémi Delatte,,Rémi Delatte,Rémi Delatte,Rémi Delatte,Rémi Delatte,Rémi Delatte,Rémi Delatte,Rémi Delatte,Rémi Delatte,,,,,,,,,,,,,,,,,,,,,,Rémi Delatte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rémi Delatte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rémi Delatte,Rémi Delatte,Rémi Delatte,Rémi Delatte,Rémi Delatte,Rémi Delatte,Rémi Delatte,,,,,,,,,,,,,,,,,,,,,,
