id,name__fo,name__sv,name__nb,name__da,name,wikipedia__commons,wikipedia__da,wikipedia__fo,wikipedia__no,wikipedia__sv,image,gender,birth_date,given_name,original_wikiname,occupation,name__en,name__it,name__hu,name__de,name__nl,wikipedia__de,wikipedia__hu,wikipedia__nowikiquote,name__pl,wikipedia__pl,name__fr,name__zh,name__es,name__ja,wikipedia__en,wikipedia__ja,identifier__freebase,website,identifier__VIAF,death_date,name__fi,wikipedia__fi,name__eo,name__is,name__ru,name__id,name__nn,name__cs,name__el,name__gv,wikipedia__cs,wikipedia__el,wikipedia__eo,wikipedia__es,wikipedia__fr,wikipedia__gv,wikipedia__id,wikipedia__is,wikipedia__it,wikipedia__nl,wikipedia__nn,wikipedia__ru,wikipedia__zh,name__tr,name__et,wikipedia__et,wikipedia__tr,facebook,name__ia,wikipedia__ia,identifier__GND,identifier__LCAuth,name__nds,identifier__google_knowledge,name__cy,name__zh_hant,name__zh_cn,identifier__SUDOC,name__os,name__sh,name__az,name__ca,name__lt,name__mg,wikipedia__az,wikipedia__ca,wikipedia__lt,wikipedia__mg,wikipedia__os,wikipedia__sh,name__gl,name__af,name__an,name__ast,name__bar,name__bm,name__br,name__co,name__de_at,name__de_ch,name__en_ca,name__en_gb,name__eu,name__frc,name__frp,name__fur,name__ga,name__gd,name__gsw,name__hr,name__ie,name__io,name__jam,name__kab,name__kg,name__lb,name__li,name__lij,name__lv,name__min,name__ms,name__nap,name__nds_nl,name__nrm,name__oc,name__pap,name__pcd,name__pms,name__prg,name__pt,name__pt_br,name__rgn,name__rm,name__ro,name__sc,name__scn,name__sco,name__sk,name__sr_el,name__sw,name__vec,name__vi,name__vls,name__vmf,name__vo,name__wa,name__wo,name__zu,name__ar,wikipedia__ar,identifier__ISNI,identifier__BNF
Q763757,"Jógvan Sundstein","Jógvan Sundstein","Jógvan Sundstein","Jógvan Sundstein","Jógvan Sundstein",,"Jógvan Sundstein","Jógvan Sundstein","Jógvan Sundstein","Jógvan Sundstein",,male,1933-05-25,"Jógvan","Jógvan Sundstein",politician,"Jógvan Sundstein",,"Jógvan Sundstein","Jógvan Sundstein","Jógvan Sundstein","Jógvan Sundstein","Jógvan Sundstein",,"Jógvan Sundstein","Jógvan Sundstein","Jógvan Sundstein",,"Jógvan Sundstein",,"Jógvan Sundstein",,/m/04f1c5l,,155010896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n2010046169,,,,"約格萬·鬆斯坦","约格万·松斯坦",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q768494,"Andrias Petersen",,"Andrias Petersen","Andrias Petersen","Andrias Petersen",,"Andrias Petersen","Andrias Petersen","Andrias Petersen",,,male,1947-06-08,,"Andrias Petersen",physician,"Andrias Petersen",,"Andrias Petersen",,"Andrias Petersen",,"Andrias Petersen",,,,"Andrias Petersen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q782053,"Magni Laksáfoss","Magni Laksáfoss","Magni Laksáfoss","Magni Laksáfoss","Magni Laksáfoss","Category:Magni Laksáfoss","Magni Laksáfoss","Magni Laksáfoss","Magni Laksáfoss","Magni Laksáfoss","https://upload.wikimedia.org/wikipedia/commons/e/e4/Magni_Laksáfoss_2015.JPG",male,1969-12-03,,"Magni Laksáfoss",politician,"Magni Laksáfoss",,"Magni Laksáfoss",,"Magni Laksáfoss",,"Magni Laksáfoss",,"Magni Laksáfoss","Magni Laksáfoss",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q793470,"Bergtóra Høgnadóttir Joensen",,"Bergtóra Høgnadóttir Joensen","Bergtóra Høgnadóttir Joensen","Bergtóra Høgnadóttir Joensen",,"Bergtóra Høgnadóttir Joensen","Bergtóra Høgnadóttir Joensen","Bergtóra Høgnadóttir Joensen",,,female,1971-02-15,,"Bergtóra Høgnadóttir Joensen",politician,"Bergtóra Høgnadóttir Joensen",,"Bergtóra Høgnadóttir Joensen",,"Bergtóra Høgnadóttir Joensen",,"Bergtóra Høgnadóttir Joensen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q804182,"Bjørt Samuelsen",,"Bjørt Samuelsen","Bjørt Samuelsen","Bjørt Samuelsen","Category:Bjørt Samuelsen","Bjørt Samuelsen","Bjørt Samuelsen","Bjørt Samuelsen",,"https://upload.wikimedia.org/wikipedia/commons/c/ce/Bjørt_Samuelsen_2015.JPG",female,1965-03-02,,"Bjørt Samuelsen",journalist,"Bjørt Samuelsen",,"Bjørt Samuelsen","Bjørt Samuelsen","Bjørt Samuelsen","Bjørt Samuelsen","Bjørt Samuelsen",,"Bjørt Samuelsen","Bjørt Samuelsen",,,,,"Bjørt Samuelsen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q845278,"Sjúrður Skaale",,"Sjúrður Skaale","Sjúrður Skaale","Sjúrður Skaale",,"Sjúrður Skaale","Sjúrður Skaale","Sjúrður Skaale",,"https://upload.wikimedia.org/wikipedia/commons/a/aa/Sjurdur_Skaale_(Jvfl.)_Island,_Nordiska_radets_session_2011.jpg",male,1967-03-08,,"Sjúrður Skaale",journalist,"Sjúrður Skaale",,"Sjúrður Skaale","Sjúrður Skaale","Sjúrður Skaale","Sjúrður Skaale","Sjúrður Skaale",,,,"Sjúrður Skaale",,,,"Sjúrður Skaale",,/m/0k813ch,http://sjurdur.skaale.org,308694644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sjurdur Skaale","Sjurdur Skaale",1050227271,n2014049883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q853551,"Bárður Nielsen","Bárður Nielsen","Bárður Nielsen","Bárður Nielsen","Bárður Nielsen",,"Bárður á Steig Nielsen","Bárður á Steig Nielsen","Bárður Nielsen","Bárður Nielsen",https://upload.wikimedia.org/wikipedia/commons/e/ec/Bardur_Nielsen.jpg,male,1972-04-16,"Bárður","Bárður Nielsen",businessperson,"Bárður á Steig Nielsen",,"Bárður á Steig Nielsen","Bárður Nielsen","Bárður á Steig Nielsen","Bárður Nielsen","Bárður á Steig Nielsen",,"Bárður Nielsen","Bárður Nielsen",,"巴德·斯泰格·尼爾森",,,"Bárður á Steig Nielsen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q903946,"Jørgen Niclasen","Jørgen Niclasen","Jørgen Niclasen","Jørgen Niclasen","Jørgen Niclasen",,"Jørgen Niclasen","Jørgen Niclasen","Jørgen Niclasen","Jørgen Niclasen",https://upload.wikimedia.org/wikipedia/commons/9/9b/Jorgen_Niclasen_(2).jpg,male,1969-01-17,"Jørgen","Jørgen Niclasen",politician,"Jørgen Niclasen",,"Jørgen Niclasen","Jørgen Niclasen","Jørgen Niclasen","Jørgen Niclasen","Jørgen Niclasen",,"Jørgen Niclasen","Jørgen Niclasen","Jørgen Niclasen","耶爾·納森","Jørgen Niclasen","ヨルゲン・ニクラセン","Jørgen Niclasen","ヨルゲン・ニクラセン",/m/043ry58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q932270,"Jógvan við Keldu","Jógvan við Keldu","Jógvan við Keldu","Jógvan við Keldu","Jógvan við Keldu",,"Jógvan við Keldu","Jógvan við Keldu","Jógvan við Keldu","Jógvan við Keldu",https://upload.wikimedia.org/wikipedia/commons/d/d2/Jogvan_vid_keldu.jpg,male,1944-01-30,"Jógvan","Jógvan við Keldu",politician,"Jógvan við Keldu",,"Jógvan við Keldu","Jógvan við Keldu","Jógvan við Keldu","Jógvan við Keldu","Jógvan við Keldu",,,,,,,,,,,,,,,,,,,,"Jógvan við Keldu",,,,,,,,,,,,,,"Jógvan við Keldu",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q932304,"Jógvan á Lakjuni","Jógvan á Lakjuni","Jógvan á Lakjuni","Jógvan á Lakjuni","Jógvan á Lakjuni",,"Jógvan á Lakjuni","Jógvan á Lakjuni","Jógvan á Lakjuni","Jógvan á Lakjuni",https://upload.wikimedia.org/wikipedia/commons/5/57/Jogvan_a_Lakjuni_2.jpeg,male,1952-11-13,"Jógvan","Jógvan á Lakjuni",singer,"Jógvan á Lakjuni",,"Jógvan á Lakjuni","Jógvan á Lakjuni","Jógvan á Lakjuni","Jógvan á Lakjuni","Jógvan á Lakjuni",,,,"Jógvan á Lakjuni",,,,"Jógvan á Lakjuni",,,,,,,,,"Jógvan á Lakjuni",,,,,,,,,,,,,,"Jógvan á Lakjuni",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q938738,"Katrin Dahl Jakobsen",,"Katrin Dahl Jakobsen","Katrin Dahl Jakobsen","Katrin Dahl Jakobsen",,"Katrin Dahl Jakobsen","Katrin Dahl Jakobsen","Katrin Dahl Jakobsen",,https://upload.wikimedia.org/wikipedia/commons/f/fe/Katrin_Dahl_Jakobsen_01.jpg,female,1951-05-20,Katrin,"Katrin Dahl Jakobsen",,"Katrin Dahl Jakobsen",,"Katrin Dahl Jakobsen",,"Katrin Dahl Jakobsen",,"Katrin Dahl Jakobsen",,,,"Katrin Dahl Jakobsen",,,,,,,,,,,,,,,,"Katrin Dahl Jakobsen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q963652,"Eyðgunn Samuelsen",,"Eyðgunn Samuelsen","Eyðgunn Samuelsen","Eyðgunn Samuelsen","Category:Eyðgunn Samuelsen","Eyðgunn Samuelsen","Eyðgunn Samuelsen","Eyðgunn Samuelsen",,"https://upload.wikimedia.org/wikipedia/commons/0/07/Eyðgunn_Samuelsen_2012.jpg",female,1959-05-23,,"Eyðgunn Samuelsen",teacher,"Eyðgunn Samuelsen",,"Eyðgunn Samuelsen","Eyðgunn Samuelsen","Eyðgunn Samuelsen","Eyðgunn Samuelsen","Eyðgunn Samuelsen",,,,,,,,"Eyðgunn Samuelsen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q975188,"Sverre Midjord",,"Sverre Midjord","Sverre Midjord","Sverre Midjord",,"Sverre Midjord","Sverre Midjord","Sverre Midjord",,,male,1933-04-02,Sverre,"Sverre Midjord",politician,"Sverre Midjord",,"Sverre Midjord",,"Sverre Midjord",,"Sverre Midjord",,,,,,,,,,,,,2016-10-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
