id,name__da,name__pl,name__nb,name__en,name__fr,name__de,name__fo,name__is,name__kl,name__nn,name__sv,name__nl,name__es,name__hu,name,wikipedia__commons,wikipedia__da,wikipedia__de,wikipedia__en,wikipedia__fr,wikipedia__no,wikipedia__pl,image,gender,occupation,identifier__VIAF,identifier__GND,birth_date,identifier__freebase,given_name,website,identifier__EuroparlMEP,weblog,twitter,original_wikiname,name__it,name__ru,instagram,facebook,name__id,wikipedia__id,wikipedia__sv,name__nds,name__lb,name__zh,name__he,name__ko,name__be,name__ta,name__oc,name__ms,name__lv,name__gl,name__et,name__ja,name__br,name__el,name__vi,name__sh,name__ar,name__pt,name__eo,name__tr,name__ro,name__se,name__ca,name__fi,name__uk,name__be_tarask,name__cs,name__io,name__fa,name__az,name__lt,name__pt_br,name__cy,name__de_ch,name__en_ca,name__en_gb,name__sr,name__lmo,name__sco,name__arz,name__ie,name__la,name__sk,name__hy,name__th,wikipedia__ar,wikipedia__arz,wikipedia__az,wikipedia__be_x_old,wikipedia__be,wikipedia__br,wikipedia__ca,wikipedia__cs,wikipedia__cy,wikipedia__dawikiquote,wikipedia__el,wikipedia__eo,wikipedia__es,wikipedia__et,wikipedia__fa,wikipedia__fi,wikipedia__fo,wikipedia__gl,wikipedia__he,wikipedia__hu,wikipedia__hy,wikipedia__ie,wikipedia__io,wikipedia__is,wikipedia__it,wikipedia__ja,wikipedia__ko,wikipedia__la,wikipedia__lb,wikipedia__lmo,wikipedia__lt,wikipedia__lv,wikipedia__ms,wikipedia__nds,wikipedia__nl,wikipedia__nn,wikipedia__oc,wikipedia__plwikiquote,wikipedia__pt,wikipedia__ro,wikipedia__ru,wikipedia__sco,wikipedia__se,wikipedia__sh,wikipedia__simple,wikipedia__sk,wikipedia__sr,wikipedia__ta,wikipedia__th,wikipedia__tr,wikipedia__uk,wikipedia__vi,wikipedia__zh,identifier__LCAuth,identifier__IMDB,identifier__NNDB,identifier__Munzinger,identifier__parlement,identifier__quora,name__zh_hans,name__zh_hant,name__zh_hk,name__zh_cn,name__zh_sg,name__zh_tw,family_name,identifier__IIAF,death_date,identifier__ISNI,identifier__BNF,identifier__SUDOC,identifier__FAST,identifier__PACE,identifier__OLID,identifier__BIBSYS,identifier__SELIBR,name__ka,identifier__NTA,wikipedia__dewikiquote,wikipedia__fiwikiquote,name__sl,wikipedia__sl,identifier__snac,identifier__google_knowledge,name__ia,wikipedia__ia,wikipedia__kl,identifier__MusicBrainz,name__sq,wikipedia__sq,linkedin,name__sr_el,name__sr_ec,identifier__NLI,wikipedia__eswikiquote,name__bar,name__fit,identifier__google_scholar,identifier__discogs,wikipedia__ukwikiquote,identifier__allmovie,identifier__SFDb,identifier__SCOPE,identifier__kinopoisk,identifier__DNF,identifier__ne_se,name__de_at,name__gsw,wikipedia__cswikiquote,wikipedia__svwikiquote,name__jv,name__qu,name__yo,name__eu,name__hsb,name__bg,wikipedia__bg,wikipedia__enwikiquote,wikipedia__eu,wikipedia__hsb,wikipedia__itwikiquote,wikipedia__jv,wikipedia__ka,wikipedia__qu,wikipedia__yo,identifier__GTAA,identifier__nlg,political_alignment,wikipedia__frwikiquote,identifier__PORT,identifier__CSFD,name__bs,name__bn,name__ga,name__ast,name__hr,name__an,name__ku,name__mr,name__vro,name__tt,name__ba,name__ne,name__mg,wikipedia__an,wikipedia__ast,wikipedia__bn,wikipedia__bs,wikipedia__dewikinews,wikipedia__fawikiquote,wikipedia__fiu_vro,wikipedia__ga,wikipedia__hr,wikipedia__ku,wikipedia__mg,wikipedia__mr,wikipedia__ruwikinews,wikipedia__srwikinews,wikipedia__trwikinews,wikipedia__tt,identifier__GNC,name__ur,wikipedia__ur,wikipedia__nowikiquote,wikipedia__dawikisource
Q4941204,"Lotte Bundsgaard",,,"Lotte Bundsgaard","Lotte Bundsgaard",,,,,,"Lotte Bundsgaard","Lotte Bundsgaard",,,"Lotte Bundsgaard",,"Lotte Bundsgaard",,,"Lotte Bundsgaard",,,,female,journalist,,,1973-01-20,,Lotte,,,,,"Lotte Bundsgaard",,,,,,,"Lotte Bundsgaard",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4947803,"Grethe Fenger Møller",,,"Grethe Fenger Møller","Grethe Fenger Møller",,,,,,"Grethe Fenger Møller","Grethe Fenger Møller",,,"Grethe Fenger Møller",,"Grethe Fenger Møller",,,"Grethe Fenger Møller",,,,female,politician,,,1941-11-06,,Grethe,,,,,"Grethe Fenger Møller",,,,,,,"Grethe Fenger Møller",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4957596,"Annette Just",,,"Annette Just","Annette Just",,,,,,"Annette Just","Annette Just",,,"Annette Just",,"Annette Just",,,,,,,female,politician,,,1947-06-27,,Annette,,,,,"Annette Just",,,,,,,"Annette Just",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4960933,"Ester Larsen",,,"Ester Larsen","Ester Larsen","Ester Larsen",,,,,"Ester Larsen","Ester Larsen","Ester Larsen","Ester Larsen","Ester Larsen",,"Ester Larsen",,,"Ester Larsen",,,,female,politician,36662747,,1936-05-23,,Ester,,,,,"Ester Larsen",,,,,,,"Ester Larsen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,060743735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4961293,"Agnete Laustsen",,"Agnete Laustsen","Agnete Laustsen","Agnete Laustsen","Agnete Laustsen","Agnete Laustsen","Agnete Laustsen","Agnete Laustsen","Agnete Laustsen","Agnete Laustsen","Agnete Laustsen",,,"Agnete Laustsen",,"Agnete Laustsen",,,"Agnete Laustsen",,,,female,politician,,,1935-09-25,,,,,,,"Agnete Laustsen",,,,,,,"Agnete Laustsen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4964131,"Anne Birgitte Lundholt",,,"Anne Birgitte Lundholt","Anne Birgitte Lundholt",,,,,,"Anne Birgitte Lundholt",,,,"Anne Birgitte Lundholt",,"Anne Birgitte Lundholt",,,"Anne Birgitte Lundholt",,,,female,politician,,,1952-06-11,,Anne,,,,,"Anne Birgitte Lundholt",,,,,,,"Anne Birgitte Lundholt",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4968741,"Eva Møller",,,"Eva Møller","Eva Møller","Eva Møller",,,,,"Eva Møller","Eva Møller",,,"Eva Møller",,"Eva Møller",,,,,,,female,,,,1940-12-08,,Eva,,,,,"Eva Møller",,,,,,,"Eva Møller",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4969401,"Elsebeth Gerner Nielsen",,"Elsebeth Gerner Nielsen","Elsebeth Gerner Nielsen","Elsebeth Gerner Nielsen","Elsebeth Gerner Nielsen","Elsebeth Gerner Nielsen","Elsebeth Gerner Nielsen","Elsebeth Gerner Nielsen","Elsebeth Gerner Nielsen","Elsebeth Gerner Nielsen","Elsebeth Gerner Nielsen",,,"Elsebeth Gerner Nielsen",,"Elsebeth Gerner Nielsen","Elsebeth Gerner Nielsen",,"Elsebeth Gerner Nielsen",,,,female,politician,,,1960-01-05,,,,,,,"Elsebeth Gerner Nielsen",,,,,,,"Elsebeth Gerner Nielsen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4972211,"Inger Stilling Pedersen",,,"Inger Stilling Pedersen","Inger Stilling Pedersen","Inger Stilling Pedersen",,,,,"Inger Stilling Pedersen","Inger Stilling Pedersen","Inger Stilling Pedersen","Inger Stilling Pedersen","Inger Stilling Pedersen",,"Inger Stilling Pedersen",,,,,,,female,politician,,,1929-07-26,,Inger,,,,,"Inger Stilling Pedersen",,,,,,,"Inger Stilling Pedersen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4977258,"Britta Schall Holberg",,,"Britta Schall Holberg","Britta Schall Holberg","Britta Schall Holberg",,,,,"Britta Schall Holberg","Britta Schall Holberg",,,"Britta Schall Holberg",,"Britta Schall Holberg",,,"Britta Schall Holberg",,,,female,journalist,,,1941-07-25,,Britta,http://www.brittaholberg.dk/,,,,"Britta Schall Holberg",,,,,,,"Britta Schall Holberg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4978144,"Hanne Severinsen",,,"Hanne Severinsen","Hanne Severinsen",,,,,,"Hanne Severinsen",,,,"Hanne Severinsen",,"Hanne Severinsen",,,,,,,female,,,,1944-06-12,,Hanne,,,,,"Hanne Severinsen",,,,,,,"Hanne Severinsen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4980768,"Ebba Strange",,,"Ebba Strange","Ebba Strange",,,,,,"Ebba Strange","Ebba Strange",,,"Ebba Strange",,"Ebba Strange",,,,,,,female,autobiographer,43747489,,1929-04-15,,Ebba,,,,,"Ebba Strange",,,,,,,"Ebba Strange",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ebba Strange",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-12-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4986790,"Jytte Andersen",,,"Jytte Andersen","Jytte Andersen",,,,,,"Jytte Andersen","Jytte Andersen",,,"Jytte Andersen",,"Jytte Andersen",,,"Jytte Andersen",,,,female,politician,69739368,,1942-09-09,,Jytte,,,,,"Jytte Andersen",,,,,,,"Jytte Andersen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4990640,"Else Winther Andersen",,"Else Winther Andersen","Else Winther Andersen","Else Winther Andersen","Else Winther Andersen","Else Winther Andersen","Else Winther Andersen","Else Winther Andersen","Else Winther Andersen","Else Winther Andersen","Else Winther Andersen",,,"Else Winther Andersen",,"Else Winther Andersen",,,"Else Winther Andersen",,,,female,politician,,,1941-04-05,,Else,http://webarkiv.ft.dk/BAGGRUND/Biografier/Else_Winther_Andersen.htm,,,,"Else Winther Andersen",,,,,,,"Else Winther Andersen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4992021,"Kristian Thulesen Dahl","Kristian Thulesen Dahl","Kristian Thulesen Dahl","Kristian Thulesen Dahl","Kristian Thulesen Dahl","Kristian Thulesen Dahl","Kristian Thulesen Dahl","Kristian Thulesen Dahl","Kristian Thulesen Dahl","Kristian Thulesen Dahl","Kristian Thulesen Dahl","Kristian Thulesen Dahl","Kristian Thulesen Dahl","Kristian Thulesen Dahl","Kristian Thulesen Dahl","Category:Kristian Thulesen Dahl","Kristian Thulesen Dahl","Kristian Thulesen Dahl","Kristian Thulesen Dahl","Kristian Thulesen Dahl","Kristian Thulesen Dahl","Kristian Thulesen Dahl","https://upload.wikimedia.org/wikipedia/commons/9/90/Kristian_Thulesen_Dahl,_politiker,_Dansk_Folkeparti,_Ridder_af_Dannebrog.jpg",male,politician,307227660,,1969-07-30,/m/0cc23v,Kristian,,,,,"Kristian Thulesen Dahl",,,,,,,"Kristian Thulesen Dahl",,,"克里斯蒂安·圖勒森·達爾","כריסטיאן טולסן דאהל","크리스티안 툴레센 달",,,,,,,,,,,,,,,,,,,,"Kristian Thulesen Dahl",,,,,,,,,,,,,,,,,"Kristian Thulesen Dahl",,,,,,,,,,,,,,"Kristian Thulesen Dahl",,,"Kristian Thulesen Dahl",,,"Kristian Thulesen Dahl","Kristian Thulesen Dahl",,"כריסטיאן טולסן דאהל",,,"Kristian Thulesen Dahl",,,,,"크리스티안 툴레센 달",,,,,,,,"Kristian Thulesen Dahl",,,,,,,,,,,,,,,,,,"克里斯蒂安·圖勒森·達爾",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4992554,"Ulla Sandbæk","Ulla Sandbæk","Ulla Sandbæk","Ulla Sandbæk","Ulla Sandbæk","Ulla Sandbæk","Ulla Sandbæk","Ulla Sandbæk","Ulla Sandbæk","Ulla Sandbæk","Ulla Sandbæk","Ulla Sandbæk",,,"Ulla Sandbæk",,"Ulla Sandbæk",,"Ulla Sandbæk","Ulla Sandbæk",,"Ulla Sandbæk","https://upload.wikimedia.org/wikipedia/commons/5/55/Ulla_Sandbæk.jpg",female,politician,,,1943,/m/0gwxs7,Ulla,http://www.ft.dk/Folketinget/findMedlem/ALTULSA.aspx,1067,,usandbaek,"Ulla Sandbæk",,,,UllaSandbaekAlternativet,,,,,,,,,,,,,,,,,,,,,,,,,"Ulla Sandbæk",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ulla Sandbæk",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4994613,"Malou Aamund",,"Malou Aamund","Malou Aamund","Malou Aamund","Malou Aamund","Malou Aamund","Malou Aamund","Malou Aamund","Malou Aamund","Malou Aamund","Malou Aamund","Malou Aamund","Malou Aamund","Malou Aamund",,"Malou Aamund",,"Malou Aamund",,,,,female,politician,,,1969-07-28,,Malou,,,,,"Malou Aamund",,,,,,,,,,,,,,,,,,,,,,,,,,"Malou Aamund",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Malou Aamund",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Malou Aamund",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4994622,"Pernille Frahm","Pernille Frahm",,"Pernille Frahm","Pernille Frahm","Pernille Frahm",,,,,,,,,"Pernille Frahm",,"Pernille Frahm",,,,,"Pernille Frahm",https://upload.wikimedia.org/wikipedia/commons/4/4b/1_maj_Pernille_Frahm.jpg,female,politician,56137227,,1954-04-01,,Pernille,,4437,,,"Pernille Frahm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pernille Frahm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pernille Frahm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5015,"Mette Frederiksen","Mette Frederiksen","Mette Frederiksen","Mette Frederiksen","Mette Frederiksen","Mette Frederiksen",,,,"Mette Frederiksen","Mette Frederiksen","Mette Frederiksen","Mette Frederiksen","Mette Frederiksen","Mette Frederiksen","Category:Mette Frederiksen","Mette Frederiksen","Mette Frederiksen","Mette Frederiksen","Mette Frederiksen","Mette Frederiksen","Mette Frederiksen",https://upload.wikimedia.org/wikipedia/commons/d/d0/Mette_Frederiksen_-_2010.jpg,female,politician,307233552,,1977-11-19,/m/0b6p50r,Mette,,,,,"Mette Frederiksen","Mette Frederiksen",,,,"Mette Frederiksen",,"Mette Frederiksen",,,"梅特•弗雷德里克森",,,,,"Mette Frederiksen",,,"Mette Frederiksen",,"メッテ・フレデリクセン",,,,,,"Mette Frederiksen",,,,,"Mette Frederiksen","Mette Frederiksen","Метте Фредріксен",,,,"مته فردریکسن",,,,,,,,,,"Mette Frederiksen",,,"Mette Frederiksen",,,,,,,,,,,,,"Mette Frederiksen",,,"Mette Frederiksen",,"مته فردریکسن","Mette Frederiksen",,,,,,,,,,,,,,,,,,,"Mette Frederiksen",,,,,,,"Mette Frederiksen",,,,,,,,,"Метте Фредріксен",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mette Frederiksen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q511499,"Flemming Kofod-Svendsen",,,"Flemming Kofod-Svendsen","Flemming Kofod-Svendsen",,"Flemming Kofod-Svendsen",,,,"Flemming Kofod-Svendsen","Flemming Kofod-Svendsen","Flemming Kofod-Svendsen","Flemming Kofod-Svendsen","Flemming Kofod-Svendsen",,"Flemming Kofod-Svendsen",,"Flemming Kofod-Svendsen","Flemming Kofod-Svendsen",,,,male,priest,,,1944-03-21,/m/04gm716,Flemming,,,,,"Flemming Kofod-Svendsen",,,,,,,"Flemming Kofod-Svendsen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Flemming Kofod-Svendsen",,,"Flemming Kofod-Svendsen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q512386,"Karen Hækkerup","Karen Hækkerup","Karen Hækkerup","Karen Hækkerup","Karen Hækkerup","Karen Hækkerup","Karen Hækkerup","Karen Hækkerup","Karen Hækkerup","Karen Hækkerup","Karen Hækkerup","Karen Hækkerup","Karen Hækkerup","Karen Hækkerup","Karen Hækkerup","Category:Karen Hækkerup","Karen Hækkerup","Karen Hækkerup","Karen Hækkerup","Karen Hækkerup","Karen Hækkerup","Karen Hækkerup","https://upload.wikimedia.org/wikipedia/commons/5/58/Karen_Hækkerup,_pressefoto.jpg",female,politician,,,1974-06-12,,Karen,,,,,"Karen Hækkerup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q514269,"Hans Engell","Hans Engell","Hans Engell","Hans Engell","Hans Engell","Hans Engell",,,,,,"Hans Engell","Hans Engell","Hans Engell","Hans Engell",,"Hans Engell","Hans Engell","Hans Engell","Hans Engell","Hans Engell","Hans Engell",,male,journalist,5817028,122543831,1948-10-08,/m/0fqw4n,Hans,,,,,"Hans Engell",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n87811440,nm0257082,,,,,,,,,,,,,,,,,194714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q529900,"Anfinn Kallsberg","Anfinn Kallsberg","Anfinn Kallsberg","Anfinn Kallsberg","Anfinn Kallsberg","Anfinn Kallsberg","Anfinn Kallsberg",,,,"Anfinn Kallsberg","Anfinn Kallsberg","Anfinn Kallsberg","Anfinn Kallsberg","Anfinn Kallsberg","Anfinn Kallsberg","Anfinn Kallsberg","Anfinn Kallsberg","Anfinn Kallsberg",,"Anfinn Kallsberg","Anfinn Kallsberg",https://upload.wikimedia.org/wikipedia/commons/c/c0/Anfinn_Kallsberg.jpg,male,politician,,,1947-11-19,/m/077f65,,,,,,"Anfinn Kallsberg",,,,,,,"Anfinn Kallsberg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Anfinn Kallsberg",,,,"Anfinn Kallsberg",,,"Anfinn Kallsberg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"安芬·卡爾斯貝格",,"安芬·卡尔斯贝格",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q531054,"Christine Antorini","Christine Antorini","Christine Antorini","Christine Antorini","Christine Antorini","Christine Antorini","Christine Antorini","Christine Antorini","Christine Antorini","Christine Antorini","Christine Antorini","Christine Antorini","Christine Antorini","Christine Antorini","Christine Antorini","Category:Christine Antorini","Christine Antorini","Christine Antorini","Christine Antorini","Christine Antorini","Christine Antorini","Christine Antorini",https://upload.wikimedia.org/wikipedia/commons/0/05/Christine_Antorini_2005.jpg,female,politician,59398292,,1965-05-23,/m/0vsy91s,Christine,http://www.antorini.dk/,,,Antorini123,"Christine Antorini",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n00098148,,,,,,,,,,,,,,,"0000 0000 7848 0551",15545970d,,,,,,308361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q531614,"Pia Olsen Dyhr","Pia Olsen Dyhr","Pia Olsen Dyhr","Pia Olsen Dyhr","Pia Olsen Dyhr","Pia Olsen Dyhr","Pia Olsen Dyhr","Pia Olsen Dyhr","Pia Olsen Dyhr","Pia Olsen Dyhr","Pia Olsen Dyhr","Pia Olsen Dyhr","Pia Olsen Dyhr","Pia Olsen Dyhr","Pia Olsen Dyhr",,"Pia Olsen Dyhr","Pia Olsen Dyhr","Pia Olsen Dyhr","Pia Olsen Dyhr","Pia Olsen Dyhr","Pia Olsen Dyhr",https://upload.wikimedia.org/wikipedia/commons/c/c4/Pia_Olsen_Dyhr.jpg,female,politician,,,1971-11-30,/m/0jkvjd3,Pia,http://sf.dk/dyhr,,,PiaOlsen,"Pia Olsen Dyhr",,"Пиа Олсен Дюр",,pia.olsen.dyhr,,,"Pia Olsen Dyhr",,,"皮亞·奧爾森·迪赫爾",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pia Olsen Dyhr","Pia Olsen Dyhr","Pia Olsen Dyhr",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pia Olsen Dyhr",,,,,,,,,,,,,,,,,,"皮亞·奧爾森·迪赫爾",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
